omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,13.24574,14.6299,-2.02303,1.09772,0.70872,0.95615,1.5572,-0.71022,-0.79859,0.22774,-0.82697,0.473
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,12.26326,14.6685,-0.17939,1.17722,0.47664,0.4349,1.03324,0.25245,-0.87167,-0.5061,0.96832,0.12194
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,13.92082,14.47874,-1.76034,1.45893,0.92198,0.28012,1.59794,-0.57526,0.34104,-0.93189,-0.13462,0.57845
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,12.8158,14.23672,0.41617,0.59314,1.02115,0.79635,0.641,0.02715,0.21454,-0.35672,0.55619,0.81955
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,13.82238,13.53114,-3.08099,0.55368,1.28289,0.10495,1.5581,-0.88199,-0.33262,-0.03042,-0.21138,-0.72515
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,13.54295,14.68322,0.58449,0.58087,1.05416,0.64475,1.68635,0.893,-0.75887,-0.68945,0.59924,0.22803
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,12.07391,14.57248,0.6893,0.84561,0.81873,0.76133,1.19455,-0.44915,0.16645,-0.32142,0.29338,-0.43608
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,12.94489,14.5254,-3.41129,0.85795,1.36949,0.61867,0.47942,-0.12744,0.94663,0.39424,-0.87423,0.61532
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,12.13406,13.26194,-3.48897,0.74817,1.31859,0.06082,0.29089,0.54866,0.0398,0.08928,0.57471,0.87724
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,12.6965,14.41969,-1.02891,1.41294,1.18917,0.13954,1.02318,-0.61174,-0.02672,-0.72799,-0.94475,-0.74721
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,12.69763,13.88526,0.06924,0.77684,0.56859,0.23143,0.67838,0.01099,-0.37575,0.10148,-0.49418,0.48759
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,12.30376,13.15933,0.05926,1.034,0.20726,0.9437,0.39967,-0.20416,-0.54597,-0.93183,-0.34094,0.61758
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,12.25508,14.42449,-1.7849,0.97208,0.54468,0.88653,1.29306,-0.71592,-0.69688,-0.93642,-0.05113,0.49267
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,13.19422,14.02874,-3.03516,0.56951,0.12354,0.72074,0.50995,-0.39258,0.68856,-0.05702,-0.9884,-0.17914
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,12.4301,14.11532,-0.55104,0.59033,0.10192,0.02152,1.66109,-0.73748,0.21083,-0.90766,0.20542,0.74511
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,13.51858,13.07004,-1.58632,0.55058,1.31561,0.13877,1.65114,0.12084,-0.44245,0.13361,0.60496,-0.57951
0.02201,0.1262,0.829816,0.9667,0.0,2.0328,-1.082,-0.392,13.65372,14.29635,-1.49407,0.57412,0.00282,0.90148,0.90089,-0.56743,0.08287,-0.34353,-0.95767,-0.33009
