omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.69082,14.3744,-1.67725,1.36103,1.41481,0.8304,0.6769,0.73451,0.25019,-0.34483,0.86572,-0.50909
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.25667,14.43375,-2.33465,0.70909,0.12445,0.22134,1.94401,-0.11246,-0.37153,-0.85349,0.35221,-0.08402
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.68608,14.5294,-0.72087,1.1761,0.49313,0.41807,0.41501,0.85168,0.99939,0.06363,-0.8944,0.60908
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.71481,14.87825,-0.62064,1.20549,1.13232,0.3084,1.32167,0.01606,0.92899,0.55077,-0.84995,-0.22094
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.87095,14.04154,-1.50929,0.87425,0.25476,0.99441,0.3181,0.96259,-0.28935,-0.4093,-0.82931,-0.68205
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.97006,13.45921,-2.33623,0.77405,0.60162,0.3847,0.17758,-0.35881,0.21171,0.98273,0.16316,-0.80441
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.39371,13.73608,-3.24356,1.07184,1.15797,0.34826,1.80364,0.44379,-0.23388,-0.75466,0.82214,0.85263
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.83887,14.91013,0.50401,1.36855,1.01879,0.1528,1.66886,-0.93551,-0.03409,-0.00149,-0.99664,-0.4317
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.52728,14.13268,0.79461,0.88862,0.14945,0.17553,1.13544,-0.35641,0.38859,-0.07061,-0.04314,-0.75001
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.45121,14.3594,-1.45706,0.79009,0.52213,0.83247,1.08742,0.8955,0.80392,-0.36739,0.91555,-0.79364
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.30204,13.89695,-0.75208,1.04541,0.56739,0.78835,1.56468,0.71869,0.63151,0.90183,-0.06881,0.91319
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.78262,14.90456,0.16233,1.16313,1.49149,0.65595,0.70436,0.40171,-0.30535,-0.56527,0.83425,-0.76143
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.52333,14.25573,-2.82929,0.69834,0.33124,0.45944,0.20088,0.58831,0.32491,0.10448,0.97294,-0.00288
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.86742,13.00702,-0.19471,1.39023,1.44063,0.09585,0.67066,-0.32487,0.3779,-0.88677,-0.25672,-0.06911
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.52473,13.21935,-2.03121,0.63945,1.18079,0.03789,0.10941,-0.53337,0.22572,0.51259,-0.98459,0.39688
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.62618,14.24429,-2.89577,1.49724,1.21676,0.47703,1.02019,0.31423,-0.60868,-0.62337,-0.75563,0.04849
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.5997,14.04862,0.56283,0.50242,1.49281,0.95418,1.46618,-0.04271,-0.65308,-0.44729,-0.77744,0.0914
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.15884,14.19727,-3.03283,0.80838,0.61319,0.39758,0.29092,0.54312,0.0687,-0.51439,-0.14654,-0.33113
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.18678,14.5701,-1.38969,0.731,1.31959,0.95869,0.34726,0.18081,0.85968,-0.46698,-0.56034,-0.75863
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.48459,13.74235,-2.01037,1.02012,0.58576,0.47742,0.22132,0.91608,-0.06406,0.69831,-0.94429,-0.67241
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.07912,13.79853,0.08092,1.02634,1.37816,0.29217,0.13548,-0.04951,0.54336,-0.44626,-0.29699,0.8448
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.70612,14.40889,-2.01024,1.06205,0.76301,0.63089,1.3183,-0.59787,0.60232,-0.97677,-0.49954,-0.49865
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.09881,14.25497,-2.62607,0.86858,0.38179,0.39493,0.35145,-0.45698,-0.00665,0.30142,0.4673,0.73073
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.38241,13.64605,-1.3765,1.21409,0.25606,0.1757,1.07426,-0.50263,-0.73309,0.1263,-0.35757,0.44146
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.55738,13.75361,-2.30545,0.54461,0.95241,0.61213,0.6495,0.53876,-0.79566,-0.06674,0.54521,-0.70403
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.07563,14.35685,-1.92535,0.67435,0.28242,0.54563,1.16076,-0.03394,0.47939,0.7338,-0.03814,0.0149
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.67375,13.74045,-0.84936,0.63792,0.86759,0.72072,1.10875,-0.55074,-0.11447,-0.24912,0.01374,-0.36015
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.89925,14.64269,-2.41235,1.32918,0.63554,0.72481,1.76798,0.28822,-0.4663,0.27795,-0.75296,0.0687
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.93711,14.60902,-3.48338,1.34937,1.29479,0.75822,1.84023,-0.71262,0.38478,0.95536,0.14528,0.27243
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.09014,13.56671,-3.17516,1.14839,0.10206,0.88718,0.47466,-0.71066,-0.49017,-0.92742,0.13017,0.64565
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.0662,14.57379,-0.47434,1.49353,1.38291,0.71956,1.51415,-0.05418,-0.8679,-0.1695,-0.06899,-0.23003
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.05138,14.67959,-0.96251,0.9991,0.49371,0.35474,1.20185,0.82851,-0.42485,0.44354,0.57908,-0.89323
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.86597,14.53664,0.21486,0.64996,0.40585,0.76638,1.79898,0.888,-0.80943,-0.61604,0.88345,-0.83952
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.35007,14.81628,0.45508,1.49439,0.69331,0.40727,0.24932,-0.52867,0.22609,0.58728,0.79251,-0.96036
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.87198,13.24943,-0.3516,0.55753,1.07055,0.19651,0.93198,0.6301,-0.72101,0.04368,0.79369,-0.33072
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.87628,14.05324,0.19819,1.47459,1.45323,0.24303,0.24852,-0.93741,0.60501,0.2534,0.2713,0.73763
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.84481,13.32258,-0.04395,0.89702,1.43068,0.04028,1.54527,-0.70723,0.49526,0.02331,0.69486,0.79073
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.38115,13.9314,-1.10122,0.78168,0.50517,0.47894,0.47088,0.98288,0.88097,0.9759,-0.5759,-0.51506
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.34892,13.3505,-2.30644,1.43418,0.62937,0.02869,0.77988,-0.19572,-0.48569,-0.74708,-0.32634,0.37232
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.47751,14.57012,-2.18146,0.66104,0.54267,0.45385,0.81649,-0.49654,-0.79149,-0.06979,-0.72379,-0.67864
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.31621,14.90485,-2.38333,1.19505,0.20412,0.70466,0.50057,-0.62286,0.2879,0.1481,-0.26754,-0.08635
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.35859,14.99038,-2.12936,1.0668,1.0099,0.51792,1.2389,0.48241,0.34817,-0.47837,0.13405,0.79346
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,13.53855,14.02877,0.39483,1.33651,0.65729,0.14388,0.58645,0.23144,-0.21276,0.53624,0.75287,-0.02572
0.02248,0.1216,0.937655,0.9355,0.0,2.0328,-1.09,-0.373,12.10539,14.43626,-0.40282,0.79444,0.59976,0.70866,0.42147,-0.72255,0.76977,-0.08349,0.33548,-0.66473
