omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.64924,13.68663,0.03297,0.72942,0.78947,0.45519,0.8766,0.29569,-0.6908,-0.25087,0.95659,0.15011
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.75168,14.92887,-2.49072,1.49069,0.33038,0.80456,0.08107,-0.60495,0.38727,0.73571,0.22731,-0.9287
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.92044,13.15104,-2.65771,1.15152,0.23033,0.2538,1.37588,-0.84354,-0.60802,-0.24051,0.57073,0.56639
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.04181,13.66102,-1.64409,0.90377,0.27436,0.06339,1.42399,0.95527,-0.23925,0.19458,-0.3428,-0.97887
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.60994,13.09208,0.76515,0.51289,0.48135,0.61518,0.70478,-0.01217,0.44219,-0.79502,-0.58045,-0.61631
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.69183,14.47027,-0.26769,0.86066,1.20136,0.57605,1.31849,0.15066,0.35112,-0.78465,0.94158,0.91536
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.45156,13.69337,-1.79967,1.39465,0.11686,0.36166,1.22713,-0.76795,0.86494,0.82987,-0.31494,-0.83026
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.83769,14.56603,-1.831,0.8217,1.1183,0.54566,0.54503,-0.40355,0.68064,0.09943,0.22537,0.77336
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.85679,13.66208,-1.47013,1.07602,0.16178,0.01898,1.9535,0.3082,0.23653,0.06418,-0.55122,-0.29645
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.89995,14.54349,0.63212,1.07,0.20414,0.19755,1.34594,-0.15195,0.39125,-0.87458,0.49622,0.96521
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.77477,14.94823,0.74551,1.08393,1.0788,0.4788,0.37708,-0.32366,0.65004,-0.53142,0.36845,-0.39858
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.61531,14.38018,-1.91297,0.68879,0.29234,0.75443,1.67685,-0.95021,-0.0218,0.17706,-0.35205,0.65445
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.39539,14.93125,-1.25657,1.21747,0.81413,0.44088,0.18536,0.61073,0.1064,-0.89332,-0.86051,-0.66835
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.20782,14.95877,-2.60546,1.29505,1.2991,0.47749,0.50569,-0.26549,-0.56687,-0.88125,0.70057,0.57823
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.40951,13.58417,-1.96489,1.22389,0.67427,0.07551,0.71845,-0.32665,0.26155,0.4654,-0.25183,0.5741
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.82766,14.9253,-0.22449,1.05399,0.77282,0.46036,1.67229,0.75919,-0.22662,0.10904,-0.51604,0.24354
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.53615,13.91684,0.56684,0.87892,1.11104,0.61956,0.17963,0.90228,0.49197,0.12064,-0.05147,0.55432
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.56745,14.3839,-2.92668,0.5546,0.96188,0.69211,1.193,0.12569,0.34678,0.47041,-0.70239,-0.90209
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.82059,13.84089,-3.0343,1.19027,0.85056,0.90266,1.04338,0.28644,-0.45604,0.61217,0.58696,-0.09983
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.34638,14.31284,0.43234,0.83136,0.85757,0.5023,0.54639,-0.42244,-0.54939,-0.01897,-0.21743,0.92359
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.91615,14.44895,-2.04341,0.96101,1.42451,0.48569,0.60712,0.88594,-0.60111,0.4117,-0.5058,-0.35107
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.60123,13.87234,-0.92565,0.92376,1.0241,0.16514,0.75056,-0.35347,0.79752,0.25403,-0.88624,-0.50761
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.78968,14.34268,0.56067,0.99232,0.14378,0.43851,1.72688,-0.24588,-0.48992,-0.0901,0.94442,-0.96103
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.61284,13.08345,0.27987,0.99143,0.47228,0.23536,0.88365,-0.75511,0.3701,0.26868,0.91538,0.85616
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.41605,13.74438,-1.5254,1.22661,0.84221,0.59027,0.49921,0.65233,0.92712,-0.0533,0.55703,-0.09003
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.45147,14.56608,-2.33904,1.05178,0.61518,0.71925,0.03285,-0.7697,-0.6614,-0.20792,-0.3254,0.81496
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.54069,14.0041,0.73598,0.5735,0.01756,0.98047,1.76639,-0.37788,0.26199,-0.17857,0.39854,0.14201
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.27204,13.08298,-1.965,0.72154,1.02779,0.91866,0.54714,0.89141,0.7227,0.35673,0.26579,-0.46545
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.09771,14.35727,-2.05816,0.98268,0.92721,0.07444,0.91143,0.06497,0.06618,0.98706,0.80983,-0.92859
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.70942,13.96802,0.86622,1.23449,1.04281,0.00776,1.64911,0.44423,-0.89145,0.07878,0.85361,-0.86353
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.90686,14.34947,-2.67165,0.5955,1.42571,0.98674,0.77453,-0.73051,0.06613,-0.5695,-0.10985,0.15159
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.86296,14.19906,-2.13106,0.84824,0.94851,0.88711,0.82134,0.0277,0.40523,0.93083,0.23107,-0.14884
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.80825,13.36755,0.01308,1.05127,0.39001,0.32511,1.87521,0.48853,-0.57728,0.57197,-0.38825,-0.04142
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.64744,13.83594,0.64678,1.02682,1.24218,0.07197,0.61547,0.638,-0.28923,-0.08793,-0.93883,0.86633
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.7691,14.54902,-1.60433,0.93552,0.15172,0.61292,1.9367,0.48344,0.34301,-0.97696,0.00965,-0.9853
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.58109,13.98917,-1.16062,0.73059,0.47649,0.49633,1.56807,-0.20823,0.4496,-0.73906,0.61468,-0.29982
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.69283,14.1673,0.51241,0.95902,0.61164,0.67643,1.05627,-0.16032,-0.98005,-0.69726,0.06134,0.94168
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.74422,14.24584,-2.09793,0.81339,1.38037,0.71111,0.13709,0.23933,0.52267,0.64089,-0.86339,0.4117
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.94644,13.66407,-1.71935,0.51872,0.70583,0.05458,1.88173,0.56681,-0.68361,0.69602,0.91465,-0.59449
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.14991,13.22087,-3.47885,1.04452,1.3754,0.72396,0.85921,-0.64392,0.64283,0.2986,0.24804,0.6735
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.90095,13.02181,-0.4198,1.33399,0.10721,0.13364,0.58714,0.92976,0.12796,0.36569,-0.55909,0.6011
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.51239,13.41194,-3.317,1.35683,0.43272,0.55163,1.02316,0.76411,-0.80758,-0.23862,-0.84264,-0.70069
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.66066,13.24213,0.45615,1.28816,1.36871,0.12179,0.56784,0.58002,0.94222,-0.42698,0.53787,0.02589
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.27125,14.88661,0.60126,1.1534,0.25752,0.49556,1.55083,0.20903,0.33289,-0.28855,0.63352,0.13702
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.80806,14.56317,-1.06445,0.87044,1.43984,0.27978,1.77425,0.16912,0.0443,0.36123,0.57602,-0.44789
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.68876,13.06117,-2.47871,0.93864,0.53755,0.10627,0.4927,-0.79232,0.812,0.26018,0.68849,-0.73343
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.86198,13.00952,0.02385,0.8401,0.64064,0.52881,1.62912,-0.6107,-0.97991,-0.42215,0.9062,0.48345
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.30746,14.48147,-2.10314,0.58256,0.46451,0.65875,1.2455,-0.25484,-0.66416,0.99655,0.22182,-0.48569
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.49632,13.39103,-0.94605,1.35135,0.6591,0.80947,0.99867,0.89386,0.89529,0.25229,0.20748,-0.56886
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.35384,13.13159,-1.4877,1.01067,0.60851,0.7226,1.83543,0.46346,0.08167,0.68807,-0.19432,0.56782
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.29479,14.21977,-2.48074,0.69023,0.67411,0.78683,1.61527,-0.98908,-0.0435,0.2798,-0.22651,-0.49079
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.72993,13.41947,-2.90324,0.62026,0.31174,0.91012,0.45054,-0.846,0.51901,-0.54685,-0.59584,-0.76771
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.80676,14.82463,-3.44207,1.40731,0.34964,0.0075,0.21766,-0.446,0.08514,0.23367,0.27363,0.17453
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.13004,13.34979,-1.62445,1.47334,0.23929,0.92086,0.71104,0.8812,-0.12186,0.89155,-0.9445,-0.52433
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.52082,13.2222,-1.79413,0.67994,1.45482,0.78648,0.95773,0.52344,-0.60837,0.5132,0.6985,-0.78595
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.74534,13.34126,-1.63744,1.21335,1.44564,0.9946,0.11483,-0.54829,-0.86844,0.30544,0.70856,-0.36626
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,13.18745,14.59278,-1.2025,0.64102,0.73749,0.05765,0.15865,0.1389,0.54753,-0.51928,-0.36188,0.38077
0.02237,0.12,0.808176,0.9649,0.0,2.0328,-1.025,0.1,12.62813,13.03989,-2.66562,0.52521,0.19087,0.78629,0.44679,0.88236,-0.10056,-0.78081,0.40725,0.65593
