omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.99905,13.88337,-0.9017,0.9984,0.38662,0.45397,0.92145,0.5802,0.1845,-0.66794,-0.75024,-0.47184
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,13.33447,13.79719,-2.17083,0.79299,0.50463,0.91948,1.1492,-0.59531,-0.85958,-0.18887,0.29907,-0.90835
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.05928,13.79441,-3.2446,1.4804,0.04529,0.96665,0.77942,-0.34998,-0.32631,0.50952,-0.86511,0.29031
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,13.60533,14.64553,-2.92956,0.63606,0.19657,0.953,1.89502,0.10649,0.97085,0.64502,-0.893,0.19229
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.3687,14.1602,-0.73849,1.44327,0.40811,0.91627,0.09205,-0.33858,-0.56336,-0.75664,-0.55675,0.7059
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,13.6939,13.11129,-2.13195,0.81309,1.0958,0.02984,0.421,-0.84579,-0.04971,-0.85584,0.99447,-0.19426
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,13.89044,14.14447,-0.40342,1.21657,0.94736,0.30523,0.65416,0.84225,0.103,-0.21154,-0.49883,-0.77383
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,13.86527,14.51732,-1.67606,1.10342,0.09903,0.23105,1.14986,0.25566,-0.79545,-0.56985,-0.01518,-0.29871
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.716,14.38067,0.61321,1.37355,0.98732,0.14474,0.50506,0.09026,0.16906,0.71461,-0.84772,-0.87503
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.82256,13.10663,0.83464,0.71192,0.55989,0.84325,0.02061,0.08484,0.31302,0.4959,0.59688,-0.30482
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,13.13257,13.02903,-1.12219,1.29464,0.03864,0.29867,1.22435,0.88097,-0.96793,0.39172,-0.02033,0.97485
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,13.99669,13.62679,-0.99402,0.81706,1.45629,0.84518,1.72772,0.41069,-0.22584,-0.14655,0.55735,0.90834
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,13.66018,14.55639,0.20865,1.01762,0.9727,0.89359,1.70695,0.41788,0.54123,-0.65656,-0.74966,-0.00808
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.82765,14.94496,-2.69444,1.42005,1.09,0.70379,1.48743,-0.79575,-0.9618,0.72763,0.97968,0.91387
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.94906,14.6209,-1.63587,0.94177,0.30824,0.35087,1.2144,-0.66903,-0.36242,-0.33799,-0.40037,-0.66457
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.03922,14.35339,-1.17273,1.27097,1.45916,0.08195,0.9883,-0.7995,-0.83214,0.66415,-0.8274,-0.48231
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.51316,13.76483,-2.30257,1.18925,0.34795,0.23468,0.1048,0.72642,0.67711,0.47891,-0.34968,0.69639
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.15843,13.57429,-0.8578,0.51844,0.05454,0.7619,0.50929,0.711,0.94625,0.80592,0.94816,0.56179
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.27953,13.87207,-1.82251,1.24344,1.18439,0.52793,1.00488,-0.38946,0.49152,-0.38395,0.04258,0.53391
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.82927,13.06541,-1.93687,0.89775,0.68199,0.40775,1.64411,0.5226,0.257,-0.98212,0.42712,0.13527
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.00667,13.9681,-3.2012,1.1778,0.86992,0.51088,0.07008,-0.26295,0.68922,0.04026,-0.14262,0.66269
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.05051,14.52525,-3.02523,1.09831,0.87661,0.13702,0.14806,0.57521,-0.85967,-0.80325,-0.17816,-0.31844
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,13.30008,14.47143,0.47369,0.96084,1.03132,0.51752,1.15729,0.40848,-0.23528,0.21201,-0.89464,0.88201
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,13.27436,14.85478,0.64011,1.47516,0.8628,0.92283,0.96051,0.85697,-0.22043,-0.3479,-0.15759,0.06898
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,13.03071,13.35652,-0.93391,0.6953,1.28699,0.77189,1.13289,0.21773,0.22363,-0.38464,-0.19097,-0.54661
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,12.59127,13.0377,0.26231,0.75355,0.98044,0.0938,1.68604,0.62337,-0.89025,0.06625,-0.78111,-0.12865
0.02237,0.12,0.80817,0.9649,0.0,2.0328,-1.025,0.0,13.81624,14.05461,-0.71769,1.01402,1.46627,0.70423,0.30419,0.77809,0.98181,-0.1231,0.03758,0.2196
