omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,13.23383,14.101,0.63707,0.74294,0.57344,0.29924,0.09882,0.69828,0.65559,-0.70301,-0.9552,-0.79142
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,12.52575,14.01009,-1.21415,1.13093,0.25778,0.52001,1.61756,-0.05169,0.80753,0.48679,0.20339,-0.39256
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,12.81932,14.62866,-2.19807,1.03151,0.38525,0.98411,0.64948,0.80285,0.36672,0.77775,-0.1662,-0.60627
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,12.83985,14.19052,-1.68663,1.27582,0.6026,0.84714,1.66135,0.74321,0.20599,0.80704,-0.15113,0.29544
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,13.50557,13.59863,-0.58977,1.25743,0.42784,0.0704,1.92938,0.09122,0.00229,-0.70642,-0.93492,0.80234
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,12.78228,14.26145,-2.97358,0.84626,0.36426,0.14429,0.20197,0.9301,0.82787,-0.25574,-0.97326,-0.98604
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,12.9022,14.1391,-0.39845,1.31138,0.48266,0.81534,0.13726,0.83323,-0.70962,-0.99041,-0.83576,0.03108
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,13.24133,13.72153,-0.63924,0.85771,0.6211,0.15532,1.69421,-0.93499,-0.35674,-0.71948,-0.80791,0.68705
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,12.09826,14.99225,0.42295,0.99842,1.01783,0.03637,1.53626,0.42031,0.16503,0.87774,0.76773,0.19804
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,12.09634,14.88585,-1.05366,1.30116,0.83005,0.08513,1.26012,0.93921,-0.61616,0.12339,-0.80034,-0.07038
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,13.06746,13.56503,-3.02156,0.69083,1.13145,0.52995,1.40629,0.06813,0.69567,0.01403,0.43126,-0.37029
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,12.39508,14.44354,-0.9876,0.74979,0.02464,0.89899,1.89841,-0.23621,0.90052,-0.05737,0.02183,0.08837
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,13.9274,13.52795,-0.61792,1.40083,0.55284,0.49561,0.77201,0.30759,0.85574,0.78343,-0.64763,0.41515
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,13.67459,14.43656,0.95077,1.37351,0.66361,0.77103,1.45025,-0.11881,0.76471,0.09337,-0.73505,-0.5241
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,13.71051,14.32299,-0.82238,0.86042,0.13478,0.15952,0.94416,-0.53913,0.00401,-0.20613,0.95386,-0.85202
0.02135,0.129,0.838824,0.9922,-0.018,2.8575,-1.0,0.0,12.00158,14.81668,-0.10059,0.79188,0.09745,0.86849,1.87868,0.39597,-0.53667,0.66089,0.34931,0.07748
