omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02237,0.12,0.808181,0.9649,0.02,2.0328,-1.0,0.0,12.52129,14.12179,0.83992,0.68091,1.25678,0.03084,0.93403,-0.59066,-0.0631,-0.0793,-0.49214,-0.13866
0.02237,0.12,0.808181,0.9649,0.02,2.0328,-1.0,0.0,12.21132,14.85295,-2.53751,1.41014,0.63879,0.22551,1.21163,0.21716,-0.08071,0.60465,0.00305,0.45396
0.02237,0.12,0.808181,0.9649,0.02,2.0328,-1.0,0.0,13.6836,13.58547,-2.91899,1.19101,0.05812,0.70433,1.84902,-0.48901,-0.22366,-0.58982,-0.39041,-0.25548
0.02237,0.12,0.808181,0.9649,0.02,2.0328,-1.0,0.0,13.97149,13.01714,0.75061,1.05802,1.44755,0.5467,1.29352,0.23305,-0.68951,-0.21774,0.36182,-0.7833
0.02237,0.12,0.808181,0.9649,0.02,2.0328,-1.0,0.0,13.69345,14.94993,-2.41292,0.89906,1.10694,0.13851,0.69464,0.07548,-0.82529,0.53881,-0.66188,0.61823
0.02237,0.12,0.808181,0.9649,0.02,2.0328,-1.0,0.0,13.96707,13.12603,-3.05136,1.11557,0.43841,0.36715,1.71748,-0.24189,0.96278,-0.03052,-0.35111,-0.18392
0.02237,0.12,0.808181,0.9649,0.02,2.0328,-1.0,0.0,12.49477,13.93143,-2.85775,0.73803,0.50683,0.53499,1.97325,0.93227,0.25837,0.29622,-0.77309,-0.42328
0.02237,0.12,0.808181,0.9649,0.02,2.0328,-1.0,0.0,12.81307,14.80337,0.24128,1.10124,0.13268,0.28819,0.80413,-0.37398,-0.4296,0.10768,0.17906,-0.34533
0.02237,0.12,0.808181,0.9649,0.02,2.0328,-1.0,0.0,13.31514,13.42523,-0.78427,1.43364,1.32975,0.95192,0.25895,0.02033,0.546,0.30581,-0.77715,0.91009
0.02237,0.12,0.808181,0.9649,0.02,2.0328,-1.0,0.0,12.33114,13.62732,0.99309,0.8574,0.62308,0.54201,0.77435,0.09268,0.70128,0.23751,0.20248,-0.63479
0.02237,0.12,0.808181,0.9649,0.02,2.0328,-1.0,0.0,13.67064,14.52278,-1.54974,0.60585,0.74446,0.78533,0.91776,-0.68388,0.4066,0.28625,-0.56523,-0.87589
