omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.1623,14.61491,-0.96236,1.23513,0.94257,0.89476,0.42308,0.33256,-0.46749,0.83609,-0.1965,0.40703
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.97541,13.09457,-0.18439,1.31283,0.0915,0.65646,0.57013,-0.92903,0.57824,0.82949,0.69602,0.45159
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.88359,14.74919,-0.99555,0.55484,1.06863,0.38339,0.50419,-0.5281,-0.70621,0.8033,-0.84862,-0.1793
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.52055,13.90813,-1.03398,1.01083,0.6589,0.76696,1.8181,0.70464,0.7393,0.52226,-0.71703,-0.10326
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.04138,14.90119,-2.02103,0.84188,1.01736,0.79058,0.72262,0.66649,-0.12069,0.5777,0.83619,0.02624
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.13713,14.25418,0.99961,0.97781,0.65683,0.0519,1.30993,0.11152,0.28784,0.18628,0.044,0.25058
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.64737,14.14572,0.65646,0.911,1.13571,0.18197,1.61513,0.07346,0.31784,0.07659,-0.45738,0.22654
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.42546,13.03217,-1.85863,0.58332,0.02301,0.78849,1.02285,0.4024,0.07029,0.71779,-0.98477,-0.66899
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.00595,14.39944,-1.88849,1.08969,1.28206,0.12413,0.23257,0.35406,-0.43987,0.65567,0.46521,0.22355
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.58126,13.56595,0.12065,1.11928,1.15991,0.56809,1.06633,-0.41299,-0.11678,0.641,0.32114,0.15881
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.58612,14.21773,0.91259,0.57733,0.23016,0.00585,1.29239,0.00402,-0.80656,0.46594,-0.95806,0.07193
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.77872,14.00329,-3.05648,0.9882,0.38638,0.92983,1.32559,-0.88466,0.77656,0.84085,-0.76222,0.72509
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.53142,13.64997,-3.17019,0.70145,0.60716,0.77649,0.83269,-0.56368,0.44395,-0.00664,-0.30312,-0.37539
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.66317,14.14692,-0.74423,0.8366,0.10155,0.50866,0.8185,-0.53369,-0.24319,0.28022,-0.06953,0.66036
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.58488,13.07467,-2.85887,0.84482,1.11385,0.66879,0.51657,-0.84145,-0.35004,-0.66892,-0.6831,0.83128
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.09819,13.25359,-0.65969,0.85072,0.37044,0.12605,1.72765,-0.67101,-0.50257,0.20597,-0.90783,-0.23116
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.11278,14.55656,-0.12852,0.53414,0.75506,0.60076,0.13161,0.42529,0.19185,0.45051,0.12636,-0.67908
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.21116,14.00765,0.15999,1.30865,0.54265,0.64527,0.3572,0.1965,-0.31065,-0.03682,0.92701,0.80414
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.09921,14.28824,-1.37513,1.38562,1.31945,0.24489,0.98639,0.61644,-0.70927,0.81543,0.39212,0.30223
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.22123,14.74381,-2.8601,1.41125,1.25933,0.09076,1.90214,-0.64127,0.76192,0.77085,-0.09385,0.74118
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.26577,13.03963,-0.84276,1.18995,0.06607,0.9757,0.60983,0.85979,-0.24272,0.13679,0.01253,0.85687
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.11696,13.65514,-1.42389,0.81175,1.24131,0.05415,0.56611,-0.2112,-0.23207,-0.32726,0.83667,0.0068
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.22229,13.54689,-3.14484,0.93414,0.94804,0.06193,0.61071,0.14399,0.14052,0.63449,-0.9744,-0.58337
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.18056,14.95093,-3.28997,0.88804,0.28987,0.92036,1.98572,0.00772,0.34403,-0.9176,0.77202,-0.14218
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.91176,13.40715,-1.52234,0.65698,0.40629,0.34362,1.49342,0.25383,-0.58208,-0.98781,-0.93807,-0.08206
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.42679,14.53471,-1.16389,1.16258,0.23438,0.77623,0.03608,0.31695,-0.93847,0.07381,-0.87479,0.59383
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.17983,13.76929,-0.33608,1.44967,1.39036,0.00808,1.6173,-0.32169,-0.05009,0.66043,0.90182,0.24551
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.70932,13.45266,-1.63563,1.16145,0.2941,0.50388,1.99803,-0.64127,0.24391,0.29934,-0.01559,0.11985
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.15005,13.33824,-0.46056,0.87643,1.23668,0.11119,0.9804,0.4025,0.31305,-0.97287,0.16794,0.25636
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.54876,14.9703,-2.94614,1.49031,0.77835,0.98316,1.04823,-0.60678,-0.69955,-0.25942,0.62561,-0.7849
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.19109,13.45592,-1.82014,1.19366,1.24688,0.5728,0.74238,0.24041,0.85639,0.15509,-0.6554,-0.8685
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.02763,14.9636,-0.7254,1.26673,0.59356,0.54815,1.68905,0.27245,0.07236,-0.08873,0.4487,-0.72178
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.28626,14.4068,-2.36449,0.58793,0.62161,0.49469,0.08534,-0.98759,-0.82476,0.6997,-0.06128,-0.64715
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.28998,14.35246,-2.3685,0.99038,0.07035,0.68972,0.17007,-0.12286,-0.21435,-0.01791,0.17992,0.38392
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.81091,14.57069,-3.20869,1.28216,0.88781,0.15561,0.50599,0.12039,0.09186,0.59324,-0.23011,-0.30699
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.02717,14.20126,-2.67894,0.56116,1.32152,0.99516,1.21166,-0.11718,-0.06245,0.53702,0.81944,0.72313
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.68319,13.17026,-3.42127,0.50476,1.18083,0.08572,1.20746,0.58737,0.31491,-0.84101,-0.51821,0.04497
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.63104,13.33217,-3.25431,1.38218,0.07476,0.67953,1.91414,0.08322,0.39223,0.39947,0.20923,0.08952
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.98286,14.89977,0.5593,0.58897,1.08618,0.14602,1.17804,-0.87211,-0.00872,0.23716,-0.3397,0.19325
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.56185,13.18074,0.99193,1.45278,1.25823,0.58956,1.62313,-0.41698,-0.34542,-0.25736,-0.20605,-0.51737
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.73357,14.60695,0.52212,1.14504,0.11969,0.47134,0.25028,-0.28319,-0.97558,0.36018,0.67942,0.10732
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.01645,14.61186,-2.99251,1.43407,1.37626,0.04167,0.09942,-0.8855,0.78071,-0.82699,0.90201,0.72094
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.15836,13.46952,-2.1334,0.65921,0.91382,0.18604,0.49374,-0.64028,0.94561,-0.65649,-0.2112,0.39617
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.17786,13.04445,-0.39655,1.39244,0.57477,0.67958,1.90275,0.93653,-0.68118,0.60057,-0.53598,-0.04092
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.78563,13.16143,0.33821,1.20663,0.03725,0.15372,1.23133,-0.48028,0.60008,0.28107,-0.5127,-0.47332
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,12.52804,14.95733,-0.79906,1.1463,1.43786,0.2641,1.86716,0.49023,-0.88674,-0.73421,0.15341,-0.15564
0.02237,0.124,0.80827,0.9649,0.0,2.0328,-1.0,0.0,13.65484,13.22701,-0.83209,1.233,0.94449,0.67739,1.71945,-0.22127,0.96633,-0.95002,0.59946,0.08685
