omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,12.17851,13.96779,-1.46769,1.04361,0.22075,0.34935,1.85956,0.28314,0.70964,0.32957,0.22199,-0.70832
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,13.87453,13.11008,-1.95759,1.17313,0.22607,0.22942,0.71827,0.34855,-0.58351,0.74453,-0.69711,-0.84249
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,12.06346,14.28377,-2.96258,0.85629,0.54966,0.6902,1.84442,0.40467,0.58548,-0.71271,0.67995,-0.82491
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,12.47067,14.71899,0.33899,0.84437,0.60537,0.75216,1.4881,0.42947,-0.71311,0.63335,-0.1644,0.18065
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,12.55393,13.06344,-3.0551,1.2776,0.72691,0.55186,1.14109,0.17452,0.2089,-0.11944,-0.16819,0.86033
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,13.70106,13.65149,-3.02886,0.80847,0.69145,0.75533,1.25772,0.29976,0.69684,0.6688,0.89121,0.8252
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,13.90421,14.2831,0.26202,0.74072,1.39416,0.00189,1.91562,-0.97507,-0.13481,0.88929,-0.88833,0.8312
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,13.60953,14.01927,-0.68435,0.58953,0.26187,0.9718,1.80334,0.5202,0.91581,0.69037,-0.78476,0.00055
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,12.94376,13.43356,-0.01218,1.06309,0.9706,0.83401,1.69852,0.58445,-0.43367,0.63443,-0.03743,0.31217
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,13.33606,14.5251,0.66496,0.76046,1.21791,0.04716,0.73215,0.19047,0.25109,0.42034,0.90622,0.79616
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,12.09591,14.99001,-3.06128,1.49496,0.31199,0.62069,0.42174,-0.69526,-0.72819,0.45463,-0.91721,-0.43681
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,13.98931,14.63216,-1.5828,0.64202,0.87512,0.80968,1.71182,0.05361,-0.01178,0.17146,-0.68224,0.36077
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,13.51119,14.27527,-0.91303,0.50634,0.23641,0.96594,0.49377,0.69757,0.66181,-0.40611,0.54141,-0.71752
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,13.22733,14.94335,-1.73841,1.35278,0.79193,0.09526,0.00135,-0.66223,0.49888,-0.63435,0.52553,0.43938
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,12.81359,14.59099,-2.93576,0.98747,1.39211,0.28319,0.64839,0.90913,-0.22365,0.7127,0.05902,0.78291
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,12.04082,13.11854,-1.31901,1.15874,1.42761,0.61126,0.73282,-0.24804,-0.30794,-0.55927,-0.64841,-0.21589
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,12.8472,14.32296,-2.68948,0.53412,0.09588,0.06087,0.82465,0.23207,-0.24637,-0.37301,-0.63378,0.29686
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,12.86225,14.51158,-2.12989,1.48898,1.35089,0.28466,1.0139,0.73187,0.25655,-0.03996,-0.15276,0.64257
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,13.14225,14.38534,-2.51378,0.82164,0.0124,0.17065,0.72383,0.47074,-0.18221,0.57376,-0.69403,0.73972
0.02096,0.1221,0.772033,0.9893,0.0,2.0328,-1.0,0.0,13.61658,14.28931,-3.17827,1.25222,1.43265,0.03837,1.02431,-0.01224,-0.98308,0.22939,0.42612,-0.36277
