omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02136,0.1048,0.779589,0.9297,-0.026,1.3521,-1.0,0.0,12.25422,13.49053,-1.02983,0.7345,1.33537,0.39959,1.77006,-0.6003,-0.31426,0.5876,0.10104,-0.54096
0.02136,0.1048,0.779589,0.9297,-0.026,1.3521,-1.0,0.0,12.31209,14.48093,0.09932,0.73139,0.84245,0.67992,0.98021,0.11585,0.11329,-0.54725,0.63423,-0.61152
0.02136,0.1048,0.779589,0.9297,-0.026,1.3521,-1.0,0.0,13.15795,13.50897,-1.98425,0.51153,0.86172,0.97146,0.59794,-0.29531,0.26925,-0.9336,-0.43347,-0.58184
0.02136,0.1048,0.779589,0.9297,-0.026,1.3521,-1.0,0.0,12.0963,13.5659,-2.28171,0.7996,0.32355,0.72972,0.65973,-0.05684,0.98344,0.77605,0.47629,-0.76651
0.02136,0.1048,0.779589,0.9297,-0.026,1.3521,-1.0,0.0,12.59823,13.37028,-0.75407,1.29353,1.31548,0.80986,1.33234,-0.14337,0.82548,0.41387,-0.55892,0.10831
0.02136,0.1048,0.779589,0.9297,-0.026,1.3521,-1.0,0.0,12.10916,13.7725,-0.6881,1.45126,1.27688,0.50493,0.97446,0.2441,-0.66393,-0.74538,-0.19292,-0.41742
0.02136,0.1048,0.779589,0.9297,-0.026,1.3521,-1.0,0.0,13.86161,14.72912,0.03649,1.15238,1.03682,0.37398,0.81383,-0.52238,0.52849,0.33521,-0.37762,-0.43333
0.02136,0.1048,0.779589,0.9297,-0.026,1.3521,-1.0,0.0,13.52678,14.41123,-1.86256,1.2647,0.11236,0.66901,1.72719,0.00346,-0.22276,-0.62065,0.79458,0.46111
0.02136,0.1048,0.779589,0.9297,-0.026,1.3521,-1.0,0.0,12.85108,13.27871,0.44425,1.02905,0.7312,0.54991,0.67806,0.84151,0.32641,0.57117,0.51413,0.02293
0.02136,0.1048,0.779589,0.9297,-0.026,1.3521,-1.0,0.0,12.37382,14.87239,-2.59862,1.26284,0.50757,0.09358,0.60761,0.74334,0.89225,0.98148,-0.97343,0.21461
0.02136,0.1048,0.779589,0.9297,-0.026,1.3521,-1.0,0.0,13.26099,13.27069,0.21424,1.38642,0.77192,0.91632,1.84515,0.27373,-0.3003,-0.35801,-0.28827,0.89004
