omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,13.45992,14.08348,-2.78134,1.26326,0.38592,0.24716,1.82571,0.9244,-0.09228,0.3855,0.35947,0.60427
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,13.29763,13.99491,-0.95276,0.70614,0.99523,0.77584,1.72699,-0.41651,-0.59688,-0.19689,-0.33337,0.69218
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,12.03651,13.37322,0.97381,0.73219,0.3207,0.62307,0.1268,-0.36908,-0.90274,-0.0963,0.32261,-0.599
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,13.08655,14.60606,0.097,1.20506,0.55713,0.33958,0.6504,0.75324,-0.06792,-0.3797,0.94841,-0.78045
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,13.75387,13.99522,0.79004,0.53605,0.95486,0.99475,0.7522,-0.99596,0.31499,-0.95445,-0.89715,0.1396
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,13.44995,13.93373,0.4655,1.35986,0.36025,0.26259,1.46133,-0.38383,0.67449,0.96806,0.92112,0.76076
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,12.59743,13.86225,-1.22081,0.54801,0.50822,0.74349,1.45865,0.66896,0.96929,0.54658,-0.61331,0.86847
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,13.44716,14.08022,-0.97695,0.98975,0.18769,0.4169,1.65705,0.06446,0.87423,0.59335,0.13431,0.27678
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,12.39344,14.55563,-1.93511,0.80916,0.24206,0.83519,0.3888,-0.20886,-0.8686,-0.41565,0.97691,-0.29005
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,12.88116,13.11278,0.06445,0.69413,1.30548,0.92837,1.16804,0.05603,0.34913,0.24244,-0.51733,-0.65671
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,13.73321,13.55952,0.98895,1.318,0.42147,0.2234,0.21215,0.17102,0.96374,-0.27576,-0.2563,-0.64004
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,12.39648,14.26052,0.17471,0.91482,0.88134,0.60811,1.54598,0.5764,-0.55575,0.5481,0.02001,0.60467
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,12.40405,14.07582,-2.22562,1.00739,0.0218,0.82225,1.2648,-0.04072,0.37465,0.9317,-0.90821,-0.56505
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,12.06312,14.51781,-1.22319,1.10348,1.48259,0.68721,1.57358,0.50755,0.82637,0.39416,-0.51935,-0.79927
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,12.42382,14.15709,-0.65239,0.50343,1.38455,0.76904,1.01947,0.03033,-0.09983,0.54066,-0.91813,-0.44634
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,13.12281,14.70064,-2.58338,0.6766,0.3929,0.15129,1.07312,-0.67326,-0.08926,0.87144,-0.07893,-0.47748
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,13.01728,13.20616,-2.95382,1.18807,0.18241,0.85538,0.43578,-0.49221,0.0642,0.22545,-0.70202,-0.98489
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,12.50673,14.0847,-3.42005,1.36308,0.19093,0.9689,1.15991,0.69615,-0.09859,0.35087,-0.36163,-0.37457
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,12.96133,14.6028,-0.15824,0.7957,0.99633,0.76291,0.79364,-0.32322,0.20573,0.76581,-0.75352,0.70502
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,12.30061,14.11308,-2.79686,1.11668,1.24861,0.16174,1.96172,0.0527,-0.98718,0.17994,-0.6378,0.16111
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,12.1639,13.9289,-3.30257,1.12646,1.18802,0.65294,0.77965,-0.79547,0.87692,-0.41975,0.89002,-0.68717
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,13.63437,13.43382,-3.23448,0.55636,1.47962,0.78268,0.97298,-0.06075,-0.41113,-0.01864,-0.11147,-0.78241
0.02169,0.1112,0.730036,0.9336,-0.013,1.4059,-0.91,0.35,13.25479,13.90676,-0.91378,1.32769,0.73102,0.25431,1.33498,0.63431,-0.30583,0.56785,0.52398,0.75566
