omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.57104,14.1988,-2.5669,1.09774,0.23389,0.59023,1.31996,0.88339,-0.70004,0.46752,0.45986,0.68778
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.82362,13.83291,-2.93859,0.96879,0.6591,0.5056,1.23509,0.38981,0.27618,-0.55817,-0.69783,0.48913
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.17205,14.63073,-1.1092,0.68406,0.15331,0.94832,0.59658,0.56051,-0.74763,0.74314,-0.16185,-0.05364
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.83259,14.23151,-1.48548,1.31536,0.9417,0.68393,0.68206,0.08737,-0.85291,0.27245,-0.20921,0.9918
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.95734,14.21848,0.23863,0.64152,0.99612,0.70938,0.98651,0.34243,0.60894,0.85266,-0.35012,0.85174
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.49636,13.58952,-3.12753,0.83395,0.5752,0.85185,1.17125,0.43235,-0.9044,-0.56234,0.30274,-0.62505
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.67533,14.01614,-2.97755,0.83299,0.87351,0.05641,1.87489,0.32251,0.37882,0.34492,0.91695,0.12624
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.99611,13.23487,-0.46496,0.96179,0.70471,0.66495,0.76603,-0.95828,-0.85765,-0.56049,-0.60117,-0.47292
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.53809,14.23132,-0.98998,0.74093,1.34359,0.02693,0.96384,-0.94094,-0.44482,0.6603,-0.41212,-0.3266
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.82012,13.27082,0.64256,1.06025,0.07641,0.75149,0.03029,0.09921,-0.25431,0.35712,0.79217,-0.48618
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.03266,13.82709,-2.98405,1.01852,0.09264,0.17079,0.03077,0.38035,0.94429,-0.74419,-0.43585,-0.54437
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.69827,13.4586,0.5188,1.17437,1.4674,0.24734,1.71817,0.05442,-0.56196,0.58174,0.71811,0.8921
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.92909,14.90931,-2.22315,0.8723,0.72396,0.75952,1.59236,-0.84596,-0.32505,0.7334,0.14048,0.66148
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.0366,13.05915,-1.02032,0.77256,0.16303,0.71798,1.91566,-0.76836,0.44388,0.33133,-0.96657,0.40217
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.69034,14.50777,-1.63714,1.01027,0.78463,0.82043,1.284,-0.05069,0.17056,-0.33003,-0.47405,0.96755
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.52609,13.59257,-0.65513,0.69453,1.41213,0.94834,1.76933,0.00072,-0.06207,0.57918,0.85558,-0.91548
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.9162,13.94778,-3.03857,0.54405,1.22399,0.68304,0.71478,0.66401,0.08485,0.68621,0.90149,0.65365
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.13739,14.81089,-1.45772,1.10452,0.42993,0.22589,1.64188,-0.14178,-0.72765,-0.36456,0.21179,0.74278
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.6202,13.72329,-1.68254,0.51178,0.4086,0.05491,1.42792,0.48273,-0.23584,0.3274,-0.57075,-0.10807
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.42196,13.76232,-0.30718,0.7124,0.9313,0.55552,0.8782,-0.87456,0.86638,0.416,0.71312,0.80594
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.30409,14.89741,0.18288,0.55617,0.5653,0.2373,0.69732,-0.7303,-0.66318,0.36747,-0.84591,0.31977
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.82756,13.88494,-3.37142,0.88316,1.27971,0.62088,1.87302,-0.16407,-0.21111,0.91566,0.71483,0.44274
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.15714,14.35015,0.19677,1.49435,0.1832,0.3598,1.06239,0.25848,0.50986,0.72967,-0.85939,-0.18706
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.08181,13.82556,-2.65704,0.67809,1.48643,0.53256,1.78627,-0.6703,-0.53165,0.04613,-0.13635,-0.89828
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.59199,13.72423,-3.28436,0.92164,0.84156,0.88155,0.35597,-0.43003,0.16595,0.86958,-0.6676,0.62735
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.68094,14.68944,0.36936,1.38558,0.56304,0.79092,0.03671,0.60332,0.04622,-0.5425,0.21664,-0.09579
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.38065,13.73226,0.60732,0.50902,1.16902,0.40736,1.50184,-0.91359,-0.79075,0.52418,-0.20885,-0.5097
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.17411,14.67552,-0.696,1.17038,0.42597,0.71091,0.48164,-0.21713,-0.91696,0.2155,-0.01135,-0.27589
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.06505,14.1156,-0.63185,0.93149,0.89307,0.83741,0.46614,-0.19299,0.42344,0.33779,0.567,-0.91335
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.8285,13.76376,-1.8833,1.26413,0.95551,0.39538,1.16496,-0.47554,-0.37445,-0.24029,-0.99184,-0.72154
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.58501,13.04826,0.83601,0.82661,0.1093,0.82772,1.37135,-0.11236,0.11421,0.18108,-0.42367,-0.16114
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.40224,13.53242,-1.235,0.67784,1.48402,0.71982,1.30778,0.85496,0.57221,0.4574,0.12808,-0.97387
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.60122,14.64797,-2.93181,1.33088,1.15655,0.79447,1.85677,0.89201,0.52437,0.32222,-0.34479,-0.00494
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.43437,14.58411,-1.98225,1.21643,0.53483,0.92978,1.62696,0.13683,0.59471,-0.79928,0.15522,-0.85342
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.04728,13.85398,0.50882,1.17943,0.46655,0.72606,1.3916,-0.10341,0.94377,-0.36052,0.52491,-0.32326
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.66029,13.8462,-1.33468,0.6941,1.41305,0.3703,1.07911,-0.12942,-0.93001,-0.73301,0.54712,0.70444
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.89502,14.80834,-0.28227,0.80397,0.4,0.73801,1.03189,0.08153,-0.03913,0.22229,-0.04269,-0.81199
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.87794,14.09447,-3.06243,0.83693,1.2831,0.97371,0.162,0.09979,-0.3961,0.97536,-0.06445,-0.99271
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.40938,14.18277,0.05035,0.72809,1.32732,0.84575,1.67307,0.1976,-0.38258,-0.71911,-0.98152,0.75171
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.84553,13.26782,-0.88899,0.68984,0.80038,0.50392,1.63494,-0.36166,-0.34092,0.26372,0.6219,-0.63297
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.98694,14.12718,-1.13034,1.32207,0.8472,0.3947,0.48823,0.02585,-0.76263,0.52098,0.05553,0.56933
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.3096,14.56574,0.71091,0.57551,0.25651,0.57665,1.11169,0.52137,-0.66363,0.66279,0.76022,0.76755
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.55148,14.4261,-3.30384,0.60346,0.33997,0.56972,0.67056,-0.32384,-0.42095,-0.99596,0.80242,-0.94973
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.11825,14.72135,-2.46729,1.33168,0.11217,0.00881,0.56723,-0.18209,0.16078,5e-05,0.91685,-0.86133
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.76854,13.3386,-1.13698,1.05356,0.3271,0.9624,1.05292,-0.34472,0.71884,0.97779,0.80558,-0.16924
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.12247,14.60179,-2.60123,0.99465,0.46435,0.46409,1.95548,-0.83641,-0.76048,0.64345,-0.48038,-0.1236
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.93155,13.03695,-1.68551,1.06831,0.53345,0.73597,1.15031,0.51572,-0.73276,-0.42093,0.5739,0.56163
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.48593,14.09514,0.84381,1.44685,0.1128,0.72621,0.91924,0.71224,0.43609,0.94776,0.20583,-0.97863
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.47401,14.08451,-1.72961,1.22001,1.35345,0.58028,1.04671,-0.94515,-0.63006,-0.31262,0.63447,-0.89104
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.75327,14.56362,-1.02778,1.03045,1.38142,0.62641,1.39369,-0.23764,0.58182,-0.71358,0.69937,-0.01116
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.00828,13.70316,-0.01859,1.2983,0.82086,0.56951,1.82236,0.24598,0.15195,0.82095,0.37451,0.37545
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.485,13.50283,-1.60703,1.12292,0.11077,0.55301,0.86778,-0.99541,-0.98518,0.20388,0.21292,0.38288
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.39093,13.10661,-2.63046,1.15751,1.38905,0.69749,0.21554,0.13946,-0.87582,-0.29483,0.11227,0.67807
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,13.15787,14.47653,-1.96962,0.95768,0.64124,0.74073,1.24295,0.56647,0.61348,0.36628,-0.99538,0.9649
0.02237,0.12,0.808177,0.9649,0.0,2.0328,-0.9,0.0,12.3795,13.03828,-2.26739,1.24215,0.63117,0.47588,1.09236,-0.44951,0.05905,0.64305,0.36667,-0.12631
