omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,13.05099,13.45418,-1.66143,0.92086,1.18005,0.19389,1.05219,-0.48535,0.58147,-0.62841,-0.90412,0.72775
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.03719,13.54192,-0.20722,0.80081,1.0914,0.34522,0.07924,0.49868,-0.52996,0.61248,0.1766,-0.48979
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,13.69788,14.28565,-2.80934,1.49722,1.42155,0.95969,1.54036,-0.61649,0.07693,0.2205,-0.17488,-0.54539
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.18617,13.71811,0.91101,1.19763,0.51423,0.67541,1.34388,-0.14096,-0.45741,0.15271,0.49221,0.23727
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.44666,14.97307,0.51438,0.91816,0.38592,0.309,1.7115,-0.18234,-0.4502,0.9627,0.36572,0.98709
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,13.67855,13.80095,-0.64527,0.63169,0.5891,0.79593,1.34187,0.91099,0.48461,-0.77501,-0.10141,0.18194
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,13.64587,14.33185,-3.12203,0.61599,0.67622,0.40149,1.73236,-0.13878,0.64243,0.29688,-0.58668,-0.20213
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,13.39895,13.63985,-2.67465,1.13735,0.10039,0.90313,0.04611,0.93254,-0.47532,0.78826,0.26669,0.76864
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.0111,13.31706,-3.44131,0.88473,0.32578,0.67624,1.44034,-0.36013,0.51364,-0.06661,0.7136,0.00663
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.78131,14.94239,-3.44806,0.73078,0.12568,0.14569,0.95268,0.35237,0.20036,-0.04106,-0.90212,-0.52918
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.5341,13.58296,-1.37972,1.2569,0.54477,0.68202,0.24459,0.60242,-0.20055,-0.69629,0.55005,0.87502
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,13.29447,14.66354,-1.31737,1.44469,0.99744,0.55102,0.27986,-0.9313,0.42617,0.4205,-0.68913,-0.22295
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.6442,13.97778,0.70882,0.77394,1.12025,0.49973,0.19368,-0.52476,0.0424,0.14744,-0.40287,-0.8068
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.76469,13.79611,-1.04456,1.1013,1.01679,0.66086,0.65327,-0.17152,-0.07762,0.74296,0.06243,0.80719
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.02555,14.82897,-0.90823,1.47374,0.24246,0.33444,0.85157,0.42982,0.25939,0.8941,0.65167,-0.33552
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.50011,13.52562,0.63151,0.9751,1.41003,0.97955,0.31954,0.53869,-0.53863,-0.77566,0.18061,0.03756
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,13.83418,14.03463,0.91275,1.05944,1.47305,0.56278,0.8741,0.14367,-0.05489,0.31106,0.54058,0.02256
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,13.23876,14.01543,-1.62885,1.3321,1.15052,0.66709,0.20177,-0.96611,-0.95983,-0.93848,0.35156,0.43739
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.15486,13.08848,0.89908,1.3199,0.85013,0.90765,1.94798,-0.56068,0.69941,0.72802,0.13034,0.54855
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,13.98329,13.55558,-3.13137,1.25312,1.18916,0.37945,0.58278,-0.59513,-0.75854,0.63788,-0.83444,0.69131
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,13.79979,14.814,-2.35833,0.58748,1.1783,0.10738,1.71443,-0.39529,-0.20812,0.76586,0.52309,-0.48644
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.19484,13.75206,0.47918,1.48459,0.69048,0.84691,0.48738,-0.37721,-0.58839,0.85276,-0.65914,0.31162
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,13.57986,13.14335,-0.38653,0.62256,0.14818,0.73907,0.48881,-0.78714,-0.4009,-0.31841,-0.59988,-0.81385
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,13.62538,13.60554,-2.7694,1.3116,0.31596,0.90373,1.18468,-0.9722,-0.89004,0.92158,0.52653,-0.44566
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.52731,13.38138,-0.34063,0.75717,0.47466,0.61745,1.01712,-0.32955,0.43471,0.86899,-0.18455,0.25229
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.22076,14.41942,-3.28221,0.97334,1.20042,0.59612,0.96804,-0.83962,0.14597,-0.26111,0.44085,-0.1893
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.79185,14.81956,-3.25752,1.39579,1.45179,0.95419,0.92429,-0.23116,0.15967,0.9858,0.46874,-0.64277
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.43463,13.72734,-2.42692,0.80503,0.22244,0.59956,0.39167,0.93797,-0.51515,0.72,-0.09687,0.65939
0.02287,0.113,0.707082,0.9927,0.0,2.0328,-1.0,0.0,12.33946,14.60814,-0.99742,0.9519,0.08936,0.13548,0.095,0.77166,0.04677,0.77014,0.49614,-0.59583
