omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,13.52576,14.30955,0.46104,1.36597,0.73395,0.2783,1.57998,-0.09649,-0.48681,0.14143,-0.6271,-0.53035
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,12.22467,13.03876,-1.34696,1.09547,1.37328,0.30304,0.17944,-0.80895,-0.08836,-0.87551,-0.17077,0.80844
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,12.27747,14.27286,-2.15331,0.58493,1.06438,0.55457,1.85943,-0.30895,-0.08029,-0.86482,-0.94049,-0.42199
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,13.61172,13.2495,-2.64545,1.47529,1.3122,0.57969,1.38661,-0.13004,-0.38652,-0.2663,0.63333,-0.77285
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,13.06588,14.92809,-1.93784,1.28815,0.89736,0.83712,1.81015,0.29918,0.99563,-0.63546,0.16011,-0.76493
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,12.65408,14.36143,-1.08921,1.33483,1.46176,0.63451,0.71246,0.68603,-0.20545,-0.84908,-0.13748,-0.59326
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,13.11529,14.69099,0.01306,0.63691,1.48497,0.35071,0.27296,0.33808,-0.04693,-0.3534,-0.63552,0.84044
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,13.61857,13.63722,0.21929,1.31604,0.4443,0.19724,1.59102,-0.25588,0.51628,-0.66219,0.74093,-0.31889
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,12.33609,14.36031,-3.10347,0.75609,1.05568,0.43099,0.85606,0.4563,-0.48643,-0.16331,0.66767,0.79703
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,13.41932,13.61937,0.35147,0.94223,1.45802,0.12456,0.36592,-0.08543,0.82313,0.05504,0.88819,0.54258
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,13.13118,14.77889,-0.23317,0.90581,0.93089,0.6674,1.30429,-0.42385,-0.62056,-0.77478,-0.74941,0.05472
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,12.32613,14.08599,-0.59786,0.67487,0.22825,0.49678,0.45756,-0.69999,0.20538,-0.82103,0.06065,-0.13654
0.02237,0.12,0.80816,1.0249,0.0,2.0328,-1.0,0.0,13.40936,14.30211,0.2656,0.79616,0.50679,0.69933,1.38477,0.25198,0.2533,-0.55351,0.67136,0.1089
