omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,12.54529,14.39727,-0.88421,0.64134,0.60125,0.58777,0.30759,0.24459,-0.20345,-0.1215,0.44576,-0.30196
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,13.78427,14.28853,0.22437,1.08214,0.52101,0.14305,1.97584,0.56621,-0.34721,-0.24884,0.88661,0.72925
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,12.4123,13.40107,-3.10015,0.68907,0.57251,0.54222,1.18198,0.3161,-0.33361,-0.38384,-0.09119,0.84994
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,12.65651,14.45538,0.76839,0.72762,0.20105,0.21953,1.50734,-0.92183,0.03178,0.07895,-0.23401,0.32813
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,13.70349,13.2703,-3.32883,0.55027,1.46857,0.04135,0.03557,0.99368,0.43748,0.02062,-0.50437,-0.57877
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,13.01355,13.26797,0.86346,0.50401,0.21666,0.69265,0.10071,-0.18595,0.0902,-0.57344,-0.20449,-0.57531
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,12.26508,13.46108,-0.06652,0.98426,0.61773,0.02573,1.88268,-0.638,-0.25479,0.49993,-0.18473,0.10382
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,12.32794,13.20264,-0.3221,1.4108,0.85185,0.24084,0.84964,0.91591,0.1174,0.85411,-0.50292,-0.31234
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,12.01365,14.02366,-1.70256,1.24656,0.36579,0.54561,1.86458,-0.46672,0.10811,0.1786,0.6626,-0.99212
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,12.18299,13.87781,0.07141,1.2423,0.96632,0.2836,0.29124,0.25711,0.22238,-0.93536,-0.90804,-0.58247
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,13.61672,13.84882,-3.44553,0.62229,1.3869,0.47484,0.63717,0.5428,-0.40369,-0.65971,0.67755,0.48116
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,13.34456,14.86337,-0.33707,1.19446,0.58843,0.17857,0.65429,-0.64174,0.3844,-0.03653,0.51588,-0.42204
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,12.39172,14.54728,-2.09808,1.13447,1.22738,0.33753,1.95736,-0.86844,0.40698,-0.82832,0.8521,0.25484
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,12.9308,13.84259,-1.4902,1.12768,0.71205,0.71986,1.64518,-0.14878,0.06644,-0.27596,-0.18646,-0.18394
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,13.84513,14.45928,-1.55654,1.47144,0.93606,0.16923,1.82176,-0.08862,0.68138,-0.74242,-0.71696,-0.25101
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,13.61885,14.16471,0.85543,0.89772,0.06209,0.72205,1.57538,0.97606,0.61345,-0.10879,-0.68082,0.31569
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,12.93629,13.25892,-2.02851,0.74373,0.44167,0.99388,0.63243,0.47904,-0.11284,0.66551,0.4845,0.63523
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,12.82378,14.26674,-0.92448,1.09448,0.01816,0.5901,1.39348,-0.17785,-0.09345,0.77628,0.50038,-0.68379
0.02428,0.1186,0.801404,0.9347,0.0,2.0328,-1.0,0.0,12.99977,13.97819,-2.92804,0.7671,1.04203,0.8445,0.27045,0.06426,-0.46703,-0.20355,0.28673,-0.27766
