omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,13.95872,13.97074,-3.00071,1.13705,0.75902,0.14236,0.19128,-0.45029,-0.86715,-0.50958,-0.79338,-0.02174
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,13.05579,14.52511,-1.57659,0.88285,0.62218,0.38871,1.56002,-0.56208,0.65813,-0.87807,-0.68456,-0.68004
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,12.18664,14.55363,0.54644,0.97924,1.04726,0.7649,0.58939,-0.21435,0.12943,0.62553,-0.16384,-0.57389
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,12.71884,14.5863,0.29558,1.15385,1.18834,0.03334,0.9984,0.1539,0.11217,0.94188,0.96522,-0.32893
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,12.898,13.12807,-2.83952,1.0399,1.23051,0.16859,1.2268,-0.85419,-0.97095,-0.87646,0.73326,0.75197
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,13.8771,13.02998,0.88107,1.45281,0.78135,0.60217,1.44492,-0.43426,0.72248,0.25396,0.49199,0.64831
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,13.35282,14.03328,-1.27778,0.58405,0.16676,0.56608,0.10401,0.61133,-0.3821,0.42307,-0.82004,0.91644
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,12.8048,14.97784,-2.22823,0.70758,0.25983,0.08952,0.11979,-0.73492,-0.71556,-0.17626,0.92909,0.8563
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,12.16467,14.85725,-2.43629,0.64707,1.24493,0.61627,0.24241,-0.81915,-0.63354,0.36191,0.25392,0.316
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,12.69824,14.54271,-3.11073,0.68159,0.1236,0.64679,0.72584,0.60625,0.01609,0.66023,-0.13174,0.44302
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,12.83121,14.55323,-3.29378,0.74349,0.80116,0.11403,0.22914,-0.52692,0.42048,-0.42888,-0.50466,-0.04885
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,12.00999,14.89633,-2.99244,0.60933,0.70116,0.13172,0.5555,-0.56506,-0.00142,0.3056,-0.80417,-0.15831
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,12.81469,14.12141,-2.26323,0.59176,1.35295,0.45242,1.53425,0.27113,-0.93915,-0.14512,0.14117,-0.84113
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,13.73121,14.45098,-1.84232,0.58999,1.32556,0.60361,0.77321,0.5497,-0.52577,-0.41563,-0.55127,-0.15206
0.02369,0.1184,0.735302,0.9713,0.0,2.0328,-0.727,-0.184,13.00547,13.70954,-3.00199,1.07905,0.11028,0.4079,1.3765,-0.43928,0.66798,-0.60565,-0.00179,0.81999
