omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.35828,13.87146,0.45798,1.26623,1.11686,0.49007,0.24162,-0.92246,0.10419,0.43428,0.89069,0.67511
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.81029,14.06017,-0.48214,0.54708,1.45548,0.13102,1.93136,-0.04516,-0.22442,0.01977,0.55586,-0.42629
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.38592,14.56128,0.84302,1.17324,1.24378,0.60829,0.29433,0.66579,0.61375,-0.07849,-0.82249,0.26366
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.89018,14.70173,0.97922,1.20944,0.44531,0.90588,0.81861,-0.16993,0.93615,0.52933,0.0064,0.2616
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.62193,14.43229,0.66406,0.65362,0.68973,0.56839,0.46775,-0.07473,0.32413,-0.0598,0.83497,0.6189
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.22749,14.74361,-0.90647,1.11954,0.01208,0.99357,1.34753,-0.56486,-0.03954,0.56103,0.51811,0.57389
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.69143,13.02844,-1.72346,1.05325,0.55334,0.86607,1.75726,-0.55259,-0.73655,-0.69618,0.66589,0.66421
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.46477,13.14232,-1.50497,0.56465,0.71321,0.87043,0.41283,-0.55438,-0.04671,0.62586,0.42972,-0.65633
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.95411,14.73896,-3.04709,0.66711,0.71042,0.82037,0.50892,0.75424,-0.42379,0.34772,0.15263,0.0276
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.24763,14.93584,-3.47252,1.03177,0.47771,0.24639,1.46191,-0.49747,-0.1707,0.04788,-0.54844,-0.55162
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.63168,13.84295,-1.19314,0.52048,0.39058,0.5746,1.32985,0.50863,0.6141,-0.59471,0.55045,0.82254
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.94834,13.55888,-1.25639,1.03037,0.78723,0.1532,0.81338,0.72147,0.06413,0.67724,-0.30094,0.68544
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.97322,13.78757,-1.10042,0.85505,0.03844,0.88785,1.1852,-0.87787,0.00016,-0.36636,-0.8249,0.25772
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.76549,13.57162,-2.70082,1.42546,1.21394,0.14727,0.59353,0.21545,-0.09259,0.49095,0.69457,0.22731
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.40835,13.42289,0.83142,1.02135,1.49348,0.84054,0.50123,0.08477,-0.00803,-0.21439,0.51128,0.84812
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.08354,14.11559,0.92787,1.18503,0.17652,0.58378,0.6266,-0.8417,-0.45269,-0.70188,0.49023,0.0778
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.16029,14.95712,-2.84607,0.90013,1.24347,0.98921,0.83952,0.51757,-0.25742,0.33648,-0.59645,0.92498
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.30937,13.40431,-1.63169,0.76605,0.44187,0.83616,0.7799,0.24254,-0.26307,0.0662,-0.0987,0.77481
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.70825,13.20323,-2.41831,1.47707,1.26953,0.81519,1.28254,-0.78508,0.48372,-0.5544,0.45954,-0.03362
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.46038,13.99865,-3.43069,0.54375,0.59138,0.31317,1.37589,0.39559,-0.16684,0.00431,-0.98282,-0.71781
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.35476,14.16837,-1.68514,1.49247,1.40854,0.1395,1.11656,-0.80336,0.9568,-0.68567,-0.97195,0.30522
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.8152,14.18925,-2.71821,1.10401,0.77554,0.39011,0.37584,-0.18355,0.58462,-0.02121,0.70345,0.4836
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.70027,14.3762,0.40327,1.38215,1.41537,0.8645,1.583,-0.48613,-0.64609,-0.26476,-0.76556,-0.43393
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.18822,14.15507,0.45124,0.8333,1.17876,0.68421,0.58495,-0.06968,0.04328,0.06144,-0.57898,-0.97293
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.36202,13.87158,-0.0621,0.57582,0.29454,0.39261,0.57312,-0.80398,0.02428,0.47322,0.66824,-0.77251
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.78211,14.88538,-2.12075,1.03484,1.43701,0.78574,1.82235,-0.53293,0.39448,-0.17053,0.23685,-0.22209
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.92924,13.16518,0.40963,1.05267,1.44066,0.49464,0.20456,0.10102,0.28598,-0.45198,0.53609,-0.00953
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.49316,13.58643,-1.25273,1.4864,0.69893,0.95173,1.34312,-0.59302,-0.53131,0.41438,-0.63107,-0.08749
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,13.37499,13.40912,0.1889,0.96053,0.02541,0.66636,0.9229,-0.28998,-0.15657,-0.5786,-0.25497,0.53425
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.34642,14.25718,-2.52852,1.23562,0.62119,0.67922,1.20902,-0.22558,0.61836,-0.22813,0.90828,0.73525
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.2204,14.20997,-2.48218,1.13993,1.32066,0.25082,1.27269,0.98541,0.38633,-0.60398,-0.43479,-0.0081
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.2321,14.25685,-2.14451,1.16032,1.23392,0.13293,0.91537,-0.58227,0.85422,-0.17129,0.04238,0.78965
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.8646,13.57401,-1.84335,0.73564,0.02157,0.76148,1.90553,0.21897,-0.30388,-0.75727,-0.69961,0.60622
0.02322,0.1161,0.763962,0.9628,0.038,1.9049,-1.0,0.0,12.49441,14.54597,-1.70401,0.82384,0.48176,0.98828,1.53846,-0.66771,-0.04103,0.70049,0.70243,-0.33902
