omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.65839,14.61706,-0.35775,1.28097,0.571,0.48884,1.42678,0.52793,-0.01362,-0.26168,0.41564,0.59281
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.38026,13.79464,-2.4461,1.38547,0.2949,0.47518,0.82344,-0.01098,0.55077,-0.29826,-0.07053,-0.49417
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.32121,14.31475,-3.38581,0.51453,0.66937,0.177,1.04303,-0.27878,0.17675,0.97608,0.7893,0.77381
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,12.47981,13.38836,-0.09571,1.13987,0.73635,0.35536,1.76164,0.28476,-0.23788,-0.42189,-0.44792,-0.51956
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.42461,13.91797,-1.9596,1.43028,0.27715,0.5774,0.00185,-0.84648,-0.79526,0.5786,-0.93444,-0.24792
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.0865,13.72316,0.49434,1.27827,0.77057,0.54937,0.24985,0.12047,0.95287,0.72182,-0.56131,0.31267
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.58886,14.3588,0.81162,0.51667,1.3956,0.45768,0.11785,0.58932,-0.16871,-0.57881,0.04462,-0.40342
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.16563,13.94615,-0.96888,1.1422,0.02491,0.68573,0.24281,0.8755,0.57708,0.155,0.08763,-0.56229
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.39171,13.26691,-2.52447,1.43298,1.21252,0.06145,0.73187,0.30114,0.35062,-0.43021,0.15403,0.14324
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,12.58104,14.28764,-3.12585,0.56619,0.70746,0.44539,0.81868,0.57803,0.01486,-0.10747,0.50896,0.49519
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.30865,13.92541,0.47372,1.16292,0.0719,0.15551,1.27057,-0.49119,0.03828,0.36828,-0.41206,0.90886
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,12.77884,13.2348,0.79931,0.77431,0.04047,0.86632,0.18572,-0.53993,0.81328,-0.91587,0.19361,0.69196
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,12.7177,14.89515,-1.38292,0.66854,0.52613,0.10798,1.42226,0.52249,0.25651,-0.07756,-0.8013,0.95626
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.93754,14.39847,-0.11486,1.49625,1.20727,0.0408,0.81886,0.33007,0.56282,-0.88094,-0.82597,0.69375
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,12.46372,14.88384,-0.3359,0.921,0.37901,0.0348,0.94005,0.34768,-0.26,0.09699,0.32743,-0.38403
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.98711,13.33462,-0.23602,1.16438,1.29209,0.19526,1.58964,-0.14231,0.39677,0.58937,0.65171,-0.76747
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.25161,13.3795,-2.86791,1.46916,0.2788,0.12882,0.26817,-0.0839,0.98385,0.4341,0.57079,-0.38914
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,12.44518,13.34671,-2.88775,0.87314,0.75231,0.1139,0.89437,0.61755,-0.42553,-0.39439,0.72595,-0.44392
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,12.18209,14.92677,-0.68699,0.54846,0.08253,0.8793,1.9683,0.94409,-0.08506,-0.21196,-0.25878,0.05581
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,12.97089,13.34624,-1.91624,1.1957,1.1351,0.19031,1.48119,0.27874,0.86887,0.95265,0.02124,-0.85138
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,12.3292,14.32142,-1.73878,1.35272,0.82098,0.58903,1.52171,0.78834,0.58299,0.1879,-0.87924,-0.98259
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.95914,14.8229,-2.92033,1.21543,1.04409,0.65633,1.7804,-0.36318,0.43686,0.35527,0.95272,-0.61042
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,12.13504,14.65592,-2.88385,1.42935,0.76862,0.02813,1.54563,0.74281,-0.16439,-0.33833,-0.56572,0.49605
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.92354,13.6321,-1.19421,0.51485,1.49995,0.97429,1.55398,0.39531,-0.06542,0.36169,-0.18159,-0.26373
0.02237,0.12,0.808175,0.9649,0.0,2.0328,-0.975,-0.1,13.32195,14.8601,-3.49485,0.86903,1.21418,0.2558,0.14157,-0.04794,0.19978,-0.78141,-0.85551,0.86256
