omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.39223,14.05864,-1.55983,0.90524,0.68188,0.31527,0.72703,0.81807,-0.15484,0.4376,0.63242,-0.77877
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.35912,13.70061,0.56763,1.39538,1.0609,0.57064,0.67371,0.059,-0.70625,-0.78136,0.16305,0.03292
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.48143,14.67434,-1.95269,0.66346,1.45301,0.21399,0.53062,-0.48561,0.27995,0.20889,0.081,0.98853
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.07991,13.72521,-2.04202,1.19557,1.48491,0.94264,0.7343,0.74007,0.07575,-0.20172,-0.63476,-0.91833
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.7393,14.64161,0.83584,1.31934,0.83047,0.54373,0.14592,0.45472,-0.93372,0.64694,0.14148,-0.00926
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.80065,13.95956,-1.44216,0.79288,0.27496,0.5268,1.22998,0.89349,-0.00495,-0.15327,0.46675,-0.82653
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.85815,13.44657,-2.9663,1.28982,1.14411,0.04727,1.23212,-0.62717,0.81859,0.08817,-0.28326,0.27594
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.1639,13.08668,0.40507,0.59445,1.23075,0.46604,1.97535,0.44451,0.63556,-0.85719,0.08182,0.04611
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.69269,13.12586,-1.97804,0.92224,0.30434,0.58019,1.87861,0.13506,0.22412,0.18462,0.77289,-0.69604
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.85616,14.95309,-2.79329,1.32953,0.58825,0.22234,0.23769,0.20152,-0.77443,-0.76303,-0.0779,-0.33667
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.14462,14.03785,-1.00172,1.06706,1.04241,0.99132,1.9798,0.37529,0.31942,-0.37447,-0.14865,0.85993
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.13857,13.21143,-2.14931,1.27432,0.82597,0.75937,0.01017,0.16054,0.58953,-0.31256,0.88372,-0.87529
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.62173,13.60012,0.54623,0.53523,0.01364,0.28894,1.52341,0.27082,0.43016,0.95546,-0.40022,-0.6269
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.54357,13.3192,-0.0436,0.98961,0.02732,0.7914,0.42986,0.69642,-0.6587,0.79202,0.56673,0.04176
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.32745,14.27636,-1.17063,0.83321,0.73545,0.67863,1.1078,-0.95722,-0.62483,0.83759,0.08771,-0.55679
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.20257,14.65672,-3.02151,1.30899,1.25523,0.00481,1.5474,-0.91534,-0.31966,-0.01337,-0.38427,0.1908
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.56767,13.46677,-2.66117,1.45768,0.921,0.12048,0.25596,0.65092,-0.57763,0.02736,-0.50062,-0.13276
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.61129,14.3431,-0.90204,1.27311,0.18949,0.71459,0.20673,0.39664,0.15848,-0.44508,-0.44355,0.51269
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.299,14.29068,0.36078,0.60891,0.12498,0.60518,1.18445,-0.88991,-0.47414,0.04345,0.30331,0.67159
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.59122,14.8985,-1.42786,0.77727,0.17835,0.08927,0.40198,0.82404,-0.99444,-0.59286,0.08267,-0.93386
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.95878,13.54799,-1.9107,0.5976,0.65543,0.5552,1.50994,-0.38688,-0.91829,0.69621,0.55696,-0.58614
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.62069,14.14876,0.68859,1.32682,0.59409,0.57338,1.76709,-0.44901,0.75931,-0.91135,0.75055,-0.68092
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.59547,13.28275,-1.98107,1.01403,0.10603,0.64119,1.3901,0.29783,0.47161,-0.95739,0.85351,0.28411
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.41263,14.24519,-3.48261,0.99579,0.82564,0.96233,1.7329,-0.35979,-0.05201,-0.02614,-0.50204,-0.98067
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.67171,14.51139,-1.75686,1.27212,0.16593,0.753,1.62196,-0.47153,-0.46925,0.93878,-0.02137,-0.28235
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.32159,14.98849,-1.03492,0.81901,0.14507,0.91945,0.89749,-0.46857,0.87062,0.14222,0.48868,0.27617
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.00564,14.31899,-0.31284,0.93374,0.53318,0.10158,0.21903,-0.5949,-0.55747,0.36237,-0.29418,-0.9585
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.90952,13.12987,-1.86439,1.06867,1.26409,0.76586,1.65856,0.16897,-0.35112,-0.35313,0.12076,0.337
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.19151,13.53934,-1.70906,1.37488,0.31469,0.85341,1.32427,-0.32804,-0.89307,-0.36214,0.94779,0.13577
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.55254,13.92716,-2.09317,1.48931,0.15902,0.65472,0.77581,0.58844,0.76029,-0.23567,0.01983,-0.80464
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.65636,14.94569,-2.98561,0.81258,1.24625,0.77366,1.47983,-0.75668,0.69735,-0.7541,-0.71664,-0.70258
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.801,13.82378,0.52917,0.54468,0.90147,0.86435,1.56195,-0.65267,-0.56612,0.93994,0.33825,-0.31206
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.66926,14.34581,-0.28235,1.30271,0.89721,0.31467,1.14404,-0.38572,0.88642,0.4688,0.29567,0.93056
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.72085,14.97652,-0.74525,0.60476,1.10872,0.54304,0.35515,-0.16084,0.05746,0.67821,0.85612,0.032
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.18083,13.99359,-0.15019,1.37963,0.64498,0.22694,0.9551,-0.56223,0.57745,0.68111,-0.95918,0.65518
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.55732,14.87662,0.27641,0.80052,1.09944,0.09115,1.40482,-0.55029,-0.80058,-0.17444,-0.9555,0.43063
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.48687,13.97868,-0.68014,1.27836,1.13932,0.07884,0.30291,0.87902,-0.14554,0.75849,0.75511,0.62808
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.40651,13.67264,-3.25981,0.61075,1.18012,0.36811,1.16226,-0.66011,-0.47048,-0.73986,0.526,0.93932
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.10542,13.69534,0.72664,1.07335,0.94639,0.37662,0.91327,-0.78749,-0.54985,0.62887,-0.38371,0.36463
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.01679,13.3026,-3.12733,1.01154,0.66254,0.24451,1.48536,-0.2852,-0.3914,-0.88225,0.43642,0.00135
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.08794,14.3429,-0.15163,0.70749,0.32625,0.3331,0.24214,0.86327,-0.63376,-0.35402,-0.55008,0.333
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.06007,14.58935,-2.64987,1.3618,0.88249,0.14559,1.30942,0.51643,-0.02665,0.22513,-0.88583,0.24318
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.41737,14.17426,-1.16658,0.84182,0.65998,0.96941,0.15874,-0.93138,-0.2729,-0.10382,-0.50317,0.61166
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,13.91342,14.79082,-0.92202,1.13832,0.59577,0.69534,0.56957,-0.12526,-0.01068,-0.43102,-0.48508,0.86686
0.02189,0.1222,0.777925,0.9898,0.038,1.9109,-1.0,0.0,12.49497,14.5091,0.53238,0.80034,0.17522,0.67563,1.23089,-0.79432,-0.68475,0.55747,0.5257,0.77095
