omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.9023,13.56243,-1.49789,1.44819,0.66032,0.9792,1.74244,0.06311,-0.81295,-0.92571,0.07942,-0.06432
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.90641,14.90334,0.13259,0.52421,0.88018,0.38255,0.84452,0.57536,0.45054,0.62986,-0.44783,0.53206
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,12.18692,14.53778,0.37506,0.88788,1.14545,0.83691,1.55279,0.0293,-0.64216,-0.92763,-0.84081,0.39926
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.2343,13.32211,-2.11662,1.49926,0.2201,0.02933,1.90975,0.30933,0.46777,0.19223,-0.97856,0.18966
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.76076,14.27593,-1.44568,0.98648,0.19954,0.48315,1.33429,0.746,0.93749,0.75928,-0.70401,0.88749
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.0296,13.27109,-2.64581,0.50781,1.49319,0.08482,0.97621,0.64478,-0.59777,0.06797,-0.13987,0.3317
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.50551,13.21346,0.69101,0.52658,0.82529,0.09038,1.12294,0.84101,-0.78812,-0.35028,-0.92203,0.45801
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.3184,14.19122,-3.22355,1.21037,1.43795,0.20659,0.89948,0.85921,0.03927,-0.62407,0.39402,-0.37334
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.93903,14.72506,-2.25478,1.19104,0.71936,0.8795,1.25537,-0.90039,0.87473,0.27316,0.01807,-0.0241
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,12.14343,14.56835,-1.92056,1.44612,0.48095,0.09639,1.17098,-0.18508,0.81544,-0.41619,0.19444,0.25067
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.78476,14.15174,-2.83502,1.02795,0.36517,0.99959,1.09047,-0.87545,-0.27273,0.5203,0.6478,-0.89815
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.17496,14.57063,-3.43687,0.67657,1.43652,0.0062,1.54697,-0.9026,0.57117,0.45105,-0.47596,0.78022
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,12.6393,13.95546,-2.16632,1.44324,0.83061,0.79544,1.74829,-0.27678,0.91784,0.77232,0.70186,0.12003
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,12.06458,14.20686,0.63186,1.24684,1.08236,0.75667,0.17583,-0.77851,-0.6594,0.4318,-0.74605,-0.12239
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.13924,13.8888,0.2472,0.85749,0.52233,0.34011,0.21156,0.35272,-0.81846,0.49935,-0.6597,0.02199
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,12.97625,13.61744,-1.23127,0.67106,0.28759,0.66443,1.93865,0.86545,0.22813,0.43786,-0.12181,-0.28583
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,12.91559,14.885,-2.66711,1.00415,0.24258,0.44425,1.8826,-0.29771,0.69676,-0.08992,0.60774,-0.72963
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,12.24217,13.41314,-1.09288,1.01228,0.67226,0.26859,1.33451,0.81297,-0.41932,-0.72888,-0.82085,0.99642
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.11486,14.47959,-1.6673,1.38665,0.42992,0.22722,0.25515,0.93009,-0.98632,-0.1982,-0.17792,-0.04446
0.02237,0.1161,0.808089,0.9549,0.0,1.7328,-1.0,0.0,13.73146,14.94866,-2.93423,0.91396,0.02785,0.05368,1.53193,-0.87651,-0.00624,-0.90534,-0.43638,0.21073
