omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.40452,13.6542,-1.86767,0.81442,0.29722,0.14145,0.46917,0.77984,0.92539,-0.50279,0.49424,0.19597
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.06763,14.2153,-2.87982,1.15488,1.19417,0.92898,0.45804,-0.44263,0.26853,-0.14793,-0.45851,-0.0636
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.38278,14.05958,-3.07761,0.77464,0.88228,0.61939,1.91387,0.0101,-0.44355,-0.77109,-0.84897,-0.07394
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.37033,14.5629,-2.50953,1.01104,0.09101,0.05691,1.59975,0.49523,-0.02673,0.50261,0.65215,0.32018
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.98345,13.59926,-1.95721,1.15139,0.24056,0.728,1.24639,-0.57791,-0.49266,-0.44976,0.89789,0.06976
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.86878,13.47996,-2.07028,0.75859,1.39787,0.20513,0.51397,-0.78775,-0.8176,0.21784,-0.42296,-0.77332
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.71804,14.11901,-0.92118,1.31802,0.70501,0.82896,1.46361,-0.61463,0.05343,0.99953,-0.74038,-0.47386
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.01468,13.7326,-0.22005,1.36362,0.82129,0.86695,0.81311,-0.10404,0.56062,0.46475,-0.24442,-0.80249
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.3193,14.98218,-2.57195,0.63958,0.42325,0.47062,0.20738,-0.84586,-0.0285,0.17044,0.95799,0.21753
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.23107,13.75189,-0.06145,0.76098,1.40521,0.41844,1.57075,0.49041,0.7712,-0.79664,0.93167,-0.90891
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.6735,14.35646,-2.48434,1.22307,0.49957,0.59372,1.03699,-0.32728,-0.24095,0.90882,-0.68159,0.2567
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.74756,13.12659,-1.08013,1.41339,0.36714,0.73571,0.07332,0.26569,0.85487,-0.34165,-0.50256,0.08286
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.19194,14.02275,-1.63461,0.70205,1.27512,0.78305,1.12913,0.27764,-0.98728,0.02688,0.99864,-0.33083
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.16989,13.98994,-2.16094,1.22429,1.00642,0.72335,0.74361,0.83861,-0.00521,-0.82529,0.18993,0.59355
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.00598,13.88178,-2.06371,1.41487,0.77884,0.44055,0.81662,0.15332,0.72728,-0.54423,-0.18656,0.11619
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.86394,13.37442,0.59367,0.60037,0.05416,0.67875,0.03001,0.49442,0.04869,-0.37562,0.61136,0.22319
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.16003,13.00933,-1.55737,1.22321,0.97781,0.03666,0.96307,0.40165,-0.23114,-0.13093,-0.85727,-0.52055
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.94146,14.22498,0.58757,0.6608,1.07572,0.63369,1.8436,-0.2821,0.58738,-0.80985,0.31385,-0.17368
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.30269,14.47669,-1.37702,1.01525,0.34908,0.3587,0.12846,-0.51024,-0.42666,0.29573,0.50004,-0.72046
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.40103,13.49994,-1.89287,1.34121,1.40232,0.9971,1.26689,-0.38615,0.93667,-0.20305,0.30199,-0.97598
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.83398,14.75315,-2.47885,1.34344,0.69821,0.30524,1.64276,0.69377,0.12792,-0.08799,-0.46236,0.53932
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.014,13.68991,-2.34799,1.2612,0.04983,0.75491,0.53021,-0.21024,0.02956,-0.45763,0.32063,0.51588
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.20036,13.20228,-1.06812,0.68438,0.52175,0.11605,0.90124,0.23685,0.25893,-0.41419,-0.1832,-0.49235
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.93746,13.01093,-0.81132,0.91611,0.94956,0.12888,0.86795,0.51637,-0.40651,0.66295,0.41085,0.7851
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.01889,13.3178,-0.86726,1.22354,0.21522,0.16802,0.09891,-0.24991,0.44796,-0.28154,0.88388,-0.92092
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.80834,13.09976,-3.39581,0.70148,0.38845,0.47758,0.34768,0.32098,-0.61952,0.8607,0.35654,-0.00621
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.06088,14.30925,-3.3023,0.96251,0.37596,0.98706,0.34089,-0.10683,0.33702,-0.56344,-0.95307,-0.05725
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.22814,14.19359,-2.29908,1.47586,0.14431,0.8666,0.01141,-0.69985,0.21491,0.88532,-0.04202,0.57369
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.61788,14.02127,-1.41925,1.17261,0.40416,0.65456,1.73375,0.76052,-0.58042,-0.42979,-0.18947,0.55548
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.53674,14.05828,-0.34544,0.68961,1.27457,0.96835,0.2233,0.28568,0.87377,-0.42118,0.85579,0.2838
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,13.43322,13.45971,0.49058,0.94684,1.19803,0.49742,1.3835,-0.87084,-0.89665,0.29625,-0.71327,0.06931
0.02157,0.1084,0.871407,0.9275,0.016,1.1911,-1.0,0.0,12.4047,14.11912,0.32675,0.77201,0.2946,0.92432,1.33728,0.82672,-0.45295,0.41229,-0.0849,0.9475
