omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02173,0.1091,0.774159,0.9211,0.016,1.1769,-1.0,0.0,13.69292,14.5583,-2.96941,1.46532,0.70924,0.70317,0.39815,-0.80673,-0.23874,-0.76707,0.99495,-0.15619
0.02173,0.1091,0.774159,0.9211,0.016,1.1769,-1.0,0.0,12.39824,13.27551,-1.23693,1.2416,0.33487,0.5274,0.07773,-0.40686,0.23093,-0.70173,0.74947,-0.54789
0.02173,0.1091,0.774159,0.9211,0.016,1.1769,-1.0,0.0,12.41847,14.90789,-0.59564,0.64638,0.69502,0.87716,0.83403,0.5775,-0.88014,-0.62621,-0.13755,-0.85255
0.02173,0.1091,0.774159,0.9211,0.016,1.1769,-1.0,0.0,13.06904,14.08441,-1.51805,0.63694,1.42828,0.21454,0.18348,0.51537,-0.64351,0.83115,0.8674,-0.52723
0.02173,0.1091,0.774159,0.9211,0.016,1.1769,-1.0,0.0,13.03924,13.03631,-0.07996,1.38445,1.30509,0.77592,1.16633,0.88427,-0.43961,0.56155,0.81772,0.19873
0.02173,0.1091,0.774159,0.9211,0.016,1.1769,-1.0,0.0,12.8734,13.50282,0.04876,1.46394,0.70255,0.80027,0.80298,-0.68702,-0.98761,0.51682,-0.37421,-0.09073
0.02173,0.1091,0.774159,0.9211,0.016,1.1769,-1.0,0.0,13.21876,13.58788,-0.12737,1.35554,1.41626,0.34312,1.24022,-0.59472,0.4867,0.31465,-0.05108,-0.67935
0.02173,0.1091,0.774159,0.9211,0.016,1.1769,-1.0,0.0,13.67004,14.86614,-2.45501,1.06801,0.17937,0.7763,1.66853,-0.95155,0.28186,-0.72074,-0.48185,-0.13035
0.02173,0.1091,0.774159,0.9211,0.016,1.1769,-1.0,0.0,13.29486,13.01363,-0.48482,0.90357,0.36863,0.63642,0.31791,0.55061,-0.92798,0.11371,0.3687,0.85587
0.02173,0.1091,0.774159,0.9211,0.016,1.1769,-1.0,0.0,12.77201,14.55371,0.45245,0.62889,0.56746,0.69189,1.01661,0.84889,-0.96343,0.58597,-0.77484,-0.10986
