omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.98276,14.24356,-3.06001,0.90967,0.11413,0.9717,1.80823,-0.57672,-0.68573,-0.53457,0.52186,-0.67506
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.63779,13.90293,-1.54699,0.59113,0.20579,0.05616,0.34024,0.15764,0.29732,-0.36457,-0.04828,-0.37938
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.50595,13.22785,-3.42442,0.75481,0.25479,0.40496,1.29958,-0.98262,0.07169,0.77025,-0.3928,-0.05177
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.38226,13.09947,-0.53647,1.36235,0.7089,0.61646,1.16769,0.2302,-0.81924,0.04813,-0.76715,0.60388
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.0059,14.72889,0.89986,0.75977,0.87848,0.04075,1.30975,0.10044,0.96736,0.88293,0.18771,0.18761
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.87706,14.42724,-0.66437,0.78079,0.98675,0.27684,1.78872,-0.86052,-0.21834,0.28663,-0.18514,-0.30773
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.71,13.9694,-2.5936,1.41799,0.36797,0.72882,1.27308,0.74884,-0.28307,0.5431,-0.76793,0.10804
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.14226,14.12643,-0.32836,0.62996,1.49074,0.10555,1.90924,-0.51413,-0.01553,0.26163,-0.11736,-0.25498
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.48885,14.674,-2.59124,0.65725,1.23194,0.82948,0.79133,-0.65651,0.8809,-0.31806,0.44409,0.5756
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.44697,13.06713,-0.52686,1.14658,0.14793,0.25227,0.60957,0.1882,-0.87019,-0.27259,0.3279,-0.6647
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.71485,13.72867,-1.49316,1.00594,1.38046,0.75246,1.13612,0.16305,-0.10828,0.4413,0.856,0.03361
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.73425,14.71956,-0.60938,1.13453,1.10773,0.29654,1.1956,-0.3226,0.66657,-0.1227,-0.2773,0.02527
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.89163,14.13081,-1.39025,0.60408,0.54227,0.37373,0.18559,-0.51061,-0.74022,-0.36319,0.42776,-0.75634
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.41398,13.09374,-2.25092,0.81604,0.68758,0.18656,0.45365,0.13478,-0.01111,-0.11843,-0.11606,-0.41334
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.09251,14.68739,0.71161,0.86336,0.69902,0.96083,1.99951,0.99498,-0.04798,-0.414,-0.87052,-0.33184
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.31108,13.99756,-3.26136,0.54887,0.74101,0.29755,0.07726,0.86565,-0.43663,0.69724,0.68381,0.05794
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.79034,14.13609,-1.12386,0.99615,0.45031,0.55279,1.56858,-0.72128,0.06976,-0.98385,-0.0726,-0.48324
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.66727,14.90387,-1.55995,0.63962,0.64521,0.08379,1.28713,-0.10838,0.37529,0.42933,-0.60366,-0.51301
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.55269,14.00194,-3.11793,0.61593,1.32846,0.92383,1.36863,0.37887,-0.79185,0.92221,0.23384,-0.27257
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.39415,14.98222,0.42692,1.00028,0.16274,0.21252,0.91245,0.05436,0.96382,0.05802,-0.18643,0.63236
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.26696,13.17675,-1.64268,1.04858,0.81615,0.79799,0.59498,-0.36934,0.231,0.76551,-0.92388,-0.89015
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.99822,14.7685,-0.59253,1.29657,0.19638,0.30976,1.1618,-0.2366,0.08713,-0.60251,0.7797,-0.75178
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.02507,14.68339,-0.73732,1.24076,0.63955,0.33119,1.38734,0.41115,0.60583,-0.54453,-0.02644,-0.29046
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.82751,14.1887,-3.28445,1.06488,0.09638,0.56892,1.33353,0.27419,0.59085,-0.75593,-0.39646,0.00202
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.37178,13.85476,-3.36204,1.46606,1.07316,0.77283,0.50318,-0.97958,0.94224,0.56706,0.14355,0.68462
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.67318,13.51308,-1.80526,0.97714,0.46943,0.75738,1.84313,-0.67056,-0.48053,-0.94571,-0.98605,-0.95391
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.8813,14.04462,0.24846,0.98556,1.1944,0.23752,1.78362,-0.61891,-0.16899,-0.64288,0.97437,0.04787
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.63717,13.29284,-1.20942,1.41301,0.89122,0.52558,0.77116,-0.92509,0.35871,-0.38028,0.50153,0.6001
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.53572,13.35301,0.61519,1.12662,1.20561,0.2297,0.21307,0.70209,0.48552,0.09898,-0.91831,0.44107
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.30822,14.59964,-1.94451,1.44385,1.04855,0.58642,1.09561,0.06351,0.50159,0.76348,-0.81775,0.64537
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.42028,14.41839,-2.68133,0.93719,1.32751,0.57033,1.68569,-0.42863,0.4924,0.66973,0.00953,-0.31382
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.47811,13.10202,-1.64278,1.32795,0.51287,0.76413,1.37411,-0.97659,-0.86134,-0.02556,-0.11517,0.08917
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.45107,13.59519,-0.93738,0.94754,0.91669,0.05305,0.54314,0.30798,0.64477,0.85953,-0.74696,-0.63392
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.57243,14.56286,-3.0849,0.95733,0.93682,0.40209,0.48505,0.51381,-0.67745,0.73184,0.78124,-0.78256
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.60829,14.66419,-2.69177,1.17019,0.1668,0.79165,0.12386,0.57335,-0.20095,-0.50613,0.81775,0.46263
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.39177,14.60423,-0.08637,0.73258,0.54195,0.28298,0.48252,0.6768,-0.2416,-0.54068,0.36076,-0.62936
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.31948,13.01875,-0.39812,1.02702,0.17695,0.53049,1.75368,-0.16093,0.61909,0.97697,0.654,-0.90837
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.52168,14.76046,-1.49882,0.63257,1.41852,0.77355,1.83058,-0.46224,0.75848,0.94377,-0.4557,-0.75596
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.99895,14.648,-1.21972,0.66683,0.00087,0.64536,1.93417,-0.58686,-0.61194,0.36405,-0.59892,-0.98526
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.18318,14.18064,0.21584,1.0697,1.16587,0.48909,1.53421,-0.57665,-0.08104,0.42657,0.96579,0.90789
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.30546,13.56845,-2.70241,1.0977,0.53883,0.16315,0.84559,-0.65424,-0.53914,-0.34923,-0.04973,-0.91145
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.90175,13.41122,-0.12513,0.83249,0.10706,0.28454,1.90087,-0.60379,0.31805,-0.89949,-0.44822,-0.9094
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.8341,14.48149,-1.97927,0.54061,1.12968,0.33322,1.54686,0.74942,-0.50106,0.3727,0.06612,0.68161
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.93538,14.62309,-3.44536,1.43981,1.47673,0.82707,0.025,0.16722,0.54345,0.47396,-0.73358,0.04963
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.67417,14.16608,-2.10738,0.87372,0.28851,0.98827,1.78462,-0.54066,-0.36252,0.8221,0.70323,-0.2676
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.76071,13.00858,-0.75468,1.48819,1.10598,0.74087,1.03194,0.20819,-0.27253,-0.63032,-0.96525,0.23346
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.26467,13.08658,-1.41804,0.63193,0.04993,0.27834,1.90143,0.96675,0.38201,-0.75202,0.44182,-0.0099
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.11026,13.14906,-0.26431,0.90502,1.05142,0.65663,1.28581,-0.02762,-0.73105,-0.67465,0.11514,0.09622
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.49487,14.93136,0.217,0.83279,0.40564,0.58486,1.82614,-0.50529,0.12523,0.93323,-0.84449,0.19362
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.82508,13.99525,0.51542,0.56261,1.39625,0.21955,0.98753,-0.32326,-0.34158,0.38588,-0.93461,-0.26353
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.23029,13.09743,-1.69906,1.49982,1.03745,0.15841,1.15139,-0.69712,-0.03328,-0.92385,0.25631,0.76232
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.06174,13.91303,-1.28014,1.40524,0.52378,0.00452,0.23846,-0.86716,0.02135,-0.11887,-0.18574,0.50521
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.06935,13.57407,-2.29223,0.78951,0.06936,0.60993,1.63729,-0.91647,-0.05986,0.56724,-0.55901,0.38089
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.2001,14.19433,-0.04886,0.99729,0.98709,0.16546,1.74573,0.04295,-0.52269,0.61424,0.84367,-0.96041
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.69205,13.98555,-2.15739,0.90919,0.78016,0.87445,1.28122,0.23347,0.72996,-0.24453,0.35495,-0.28411
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.14611,14.07361,-1.6522,0.60836,0.22071,0.38521,0.77152,-0.60084,-0.77397,-0.50022,-0.54813,0.07937
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.96534,13.45934,-3.02593,0.51045,0.21096,0.11583,0.54532,-0.13638,0.79481,0.84929,-0.6343,0.62517
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.88115,13.51298,-0.00024,0.65158,0.74038,0.15077,0.79985,0.10453,-0.72556,0.43112,-0.56433,0.73669
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.25326,13.44808,-2.88392,1.34648,0.89033,0.76984,0.59327,-0.39619,-0.1551,-0.3868,-0.54475,0.73845
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.48804,14.50179,-0.81467,0.72959,0.69394,0.71899,1.00717,-0.59042,-0.01353,0.4893,0.84323,-0.99216
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.77169,14.39269,-1.71779,1.15577,0.38207,0.63529,0.48013,-0.57453,-0.38901,-0.49041,-0.77991,0.24595
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.15927,13.61704,-1.54645,0.98282,0.12751,0.54104,1.25425,0.53202,0.42322,-0.14663,0.8984,-0.94494
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.5138,13.08815,0.06354,1.10585,1.17922,0.8403,1.71494,-0.01092,0.99979,-0.50675,-0.49854,0.46755
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.26244,14.60464,-1.82848,0.7923,0.71591,0.51051,1.28442,-0.27034,0.75095,0.52614,-0.20603,0.2772
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.31123,14.82201,-0.96593,0.79139,0.45201,0.2316,0.57131,-0.36707,-0.69746,0.02771,0.26116,-0.21165
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.24744,13.47525,-1.77006,0.78045,0.18675,0.62787,0.59214,-0.94577,0.07775,-0.60874,0.45417,-0.65643
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.23125,14.69965,-1.15767,0.84422,0.6303,0.33251,0.50214,0.1061,-0.70061,0.50437,0.30612,-0.29015
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.30503,14.40032,-1.19829,0.69137,0.8844,0.85197,0.1927,-0.08723,0.26997,0.88991,0.8513,0.51105
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,12.25844,13.87805,-1.58796,1.34897,1.02748,0.79921,0.61937,0.71007,-0.03481,0.25068,0.04964,0.48823
0.02237,0.12,0.808169,0.9649,0.0,2.0328,-0.975,0.0,13.17534,13.71382,-0.59796,0.78633,0.22444,0.5472,1.90734,-0.78483,-0.31141,0.55135,0.90367,0.38728
