omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.89963,14.81322,-3.27816,0.79353,0.37328,0.36741,1.59634,-0.35788,0.68765,0.3645,-0.57568,0.05052
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.93309,13.40118,0.13145,1.07625,0.73026,0.39548,0.33879,-0.81881,-0.85596,0.06729,-0.86759,0.09345
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.26993,14.74564,-0.34473,0.75183,0.08238,0.66486,0.24113,0.05205,-0.26374,0.48205,-0.45725,0.07024
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.42904,13.01573,0.88874,0.5909,0.44048,0.27378,1.92737,0.30399,0.83789,-0.65071,-0.08571,-0.35295
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.65902,14.24509,-1.26968,1.06895,1.24175,0.72241,1.44044,0.38522,-0.60728,-0.69668,0.64529,0.00172
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.55417,14.5936,-3.03788,1.06008,1.14563,0.61717,1.38095,-0.52229,-0.80912,0.78359,0.59051,0.49532
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.03955,14.91839,-1.39578,0.89075,0.77283,0.0477,0.90399,-0.80984,-0.66512,-0.94336,0.13931,0.7024
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.63829,13.86375,-0.96268,0.76763,0.31962,0.72267,1.28612,0.34229,0.49914,-0.96102,0.12163,0.32507
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.88869,14.18193,-2.04459,1.29292,1.07567,0.15365,0.08985,0.97596,-0.81835,0.85005,-0.9689,0.45324
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.73135,14.92109,-0.43854,1.01947,1.28931,0.07485,0.19507,0.5715,0.55824,-0.98072,-0.86859,0.32937
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.4643,13.42809,0.13138,0.74469,1.40288,0.80002,1.08153,-0.08908,0.1806,-0.36095,-0.03626,-0.83915
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.7543,14.16201,-2.23503,0.68909,0.95384,0.6184,1.53807,-0.36267,-0.9024,-0.94317,0.05294,0.46206
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.99864,13.28649,-0.94294,1.05374,0.22079,0.47567,1.68318,-0.09828,0.099,-0.51628,0.50866,-0.18265
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.07756,13.25229,-2.38825,1.08375,0.45958,0.29553,0.51431,0.89812,-0.7607,-0.54307,0.94714,-0.91628
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.79684,13.22252,-3.2812,0.55204,1.24291,0.25351,0.45196,-0.74734,0.68744,-0.11579,-0.82182,-0.82023
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.11363,13.35947,-2.92697,1.17445,0.84009,0.84916,0.81213,0.85215,0.54017,-0.8336,-0.38131,0.07256
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.07146,13.22903,-3.4524,1.03595,1.20894,0.73763,1.37611,0.80734,0.45844,-0.2302,0.33339,0.45531
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.17491,13.54931,-3.17106,1.46449,1.12012,0.54608,1.97844,-0.05424,0.45729,0.67817,0.37684,-0.66347
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.24417,14.20869,-3.1321,0.95229,0.93374,0.85548,0.68186,0.94807,0.01164,0.8592,-0.57549,0.19156
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.1809,13.66632,-1.83949,1.18461,0.06696,0.75925,0.67507,-0.60852,0.98794,-0.03578,-0.90555,-0.96751
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.04347,13.47182,-2.30077,0.96615,0.83136,0.31079,1.18954,-0.72638,0.52081,0.8743,0.36881,-0.20864
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.57022,14.61494,-0.56193,1.16447,0.86548,0.55493,1.77826,-0.53094,-0.49275,0.96488,-0.66908,0.04941
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.63358,14.35844,-2.23941,1.00093,0.10229,0.56416,1.68448,0.20157,0.95711,-0.85193,0.9276,0.36059
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.04283,14.49598,-2.31471,0.73915,1.199,0.94995,0.01843,-0.98425,-0.03314,-0.84258,-0.77133,-0.49012
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.971,13.23448,0.30241,0.74905,0.42925,0.35603,0.67994,-0.88025,-0.38585,0.56319,0.46945,0.51899
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.22674,13.48965,0.25065,0.51914,0.29432,0.43295,0.24865,-0.58242,0.98288,0.7097,0.40194,-0.89598
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.13878,13.19548,-1.72856,0.67888,0.48815,0.41637,1.27171,-0.85861,-0.55104,0.81665,0.73445,-0.95671
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.01498,13.47186,-0.93172,1.04883,0.85778,0.34872,0.36021,-0.80989,-0.32853,-0.3742,0.72413,0.22847
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.31686,14.77413,-3.39417,1.24152,1.28513,0.23403,1.2321,-0.82233,-0.51168,-0.83265,0.27958,-0.57774
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.21502,14.99258,0.1521,1.19035,1.2055,0.76772,0.39831,0.0508,-0.4023,0.13424,-0.73059,-0.12593
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.98334,13.30716,-0.06768,1.41711,0.34094,0.90256,0.15597,-0.70608,-0.98594,-0.86963,-0.99263,-0.34512
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.77878,14.88095,0.98652,1.20868,1.47983,0.59453,0.79083,0.42743,-0.10136,-0.40286,-0.88954,-0.39649
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,13.47473,14.98885,0.10335,1.35815,1.39202,0.19246,0.01032,-0.14642,0.8016,-0.50795,0.01123,0.84334
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.759,14.77714,-1.57996,0.99642,0.57499,0.18139,1.58098,-0.35842,0.88463,0.3261,0.7244,0.34397
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.79722,13.44887,-0.59617,0.79065,0.51905,0.22786,1.54454,-0.0119,-0.48382,-0.10813,0.29545,-0.40883
0.02113,0.1215,0.777157,0.9587,0.0,2.0328,-0.809,-0.628,12.85174,13.99982,0.37989,0.5195,0.40623,0.23644,0.69179,-0.2015,-0.96217,0.19233,-0.03886,-0.14064
