omega_b,omega_cdm,sigma8_m,n_s,alpha_s,N_ur,w0_fld,wa_fld,logM_cut,logM_1,sigma,alpha,kappa,alpha_c,alpha_s,s,A_cen,A_sat,B_cen,B_sat
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,13.3091,14.25824,-0.39163,1.49324,0.99028,0.49849,1.5321,0.46154,0.54356,-0.67679,0.94888,0.24533
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,13.89597,14.53862,-2.3805,1.18295,1.22547,0.68876,1.04102,-0.8147,0.95696,-0.81773,-0.76236,-0.54836
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,12.75925,13.15483,-0.08531,1.27172,1.28752,0.08006,0.22474,0.33066,0.19742,0.90893,-0.22911,0.07751
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,13.30714,14.13303,-0.77142,0.54632,1.03566,0.17107,1.55559,-0.08692,-0.12647,-0.12662,0.82397,0.61738
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,13.90365,14.19017,-0.03422,0.73064,0.47424,0.76925,0.37427,-0.09937,-0.84133,0.29828,0.02077,-0.10263
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,13.30756,13.74281,-0.00255,0.84963,0.8842,0.82677,0.19908,0.86687,-0.32963,0.3099,0.60987,-0.67431
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,13.33237,14.73125,-0.55738,0.64064,1.20423,0.67632,1.5984,-0.32483,0.20426,-0.74797,0.19061,0.14996
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,12.00029,14.02761,-0.56431,0.77127,0.63683,0.01917,0.62348,-0.43573,-0.64696,-0.02213,0.06795,0.03033
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,12.66447,13.87062,-0.14845,0.79099,1.32987,0.82732,0.84135,0.29988,-0.12659,-0.56114,-0.85826,-0.10769
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,13.83063,13.62524,0.02883,0.94194,0.77133,0.55408,1.81388,0.14068,-0.95046,-0.56221,-0.95476,-0.79271
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,13.77415,13.36352,-1.00686,1.07353,0.27023,0.13632,0.24562,0.13177,0.57959,0.02966,-0.55679,-0.11803
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,13.44035,13.10284,0.84675,1.08019,1.10559,0.59747,0.62889,0.63695,0.98159,-0.29887,-0.98414,0.52539
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,13.26711,13.52544,-0.61691,1.3524,0.0132,0.4927,1.15348,0.34938,0.05504,-0.67242,-0.23759,-0.40549
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,13.44056,14.48793,-0.13274,1.49914,0.87038,0.25969,0.84722,0.1215,-0.25719,-0.43908,0.83296,-0.73047
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,12.62547,13.41067,-1.52791,1.4229,0.89062,0.23989,0.66032,0.84761,-0.93464,-0.11188,0.34937,0.72154
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,12.97996,14.92917,-1.61862,0.85035,1.27547,0.83124,0.45314,-0.08545,0.84582,-0.96214,0.22201,0.14285
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,12.07543,14.67418,-2.63793,0.85584,1.44945,0.45069,1.56237,0.13452,-0.01447,0.6649,0.99119,0.43735
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,12.9307,13.43042,-1.70556,0.5615,0.83272,0.58908,0.13892,0.1941,0.6866,-0.94302,-0.19913,-0.76009
0.02282,0.1274,0.793066,0.9649,0.026,2.7283,-1.0,0.0,12.49847,14.5299,-0.45,1.38671,0.27583,0.25465,1.49428,0.7473,0.17584,0.54507,0.98444,0.19883
