# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.62300,14.19901,0.79302,0.38865,0.43265,0.03381,1.36193,-0.49058,-0.89933,0.11463,-0.50005,-0.18719
12.90562,14.90809,0.29645,0.52405,0.62476,0.15632,0.67777,0.85797,-0.84295,-0.86575,0.09003,0.75588
13.62001,14.38866,-1.78749,0.77855,0.78374,0.46381,1.20662,0.77616,-0.65232,-0.06466,-0.53640,-0.55770
13.61572,13.94038,-2.57682,0.77341,0.97018,0.45115,1.26135,-0.82565,0.20373,0.41238,0.13592,-0.00198
13.22041,14.61866,-0.16287,1.40238,0.47089,0.18146,1.47516,0.40636,-0.70725,-0.27981,-0.37004,0.84414
12.79893,13.86035,-2.51767,0.89793,0.69862,0.14588,0.84099,0.97678,-0.72457,-0.23678,0.02470,-0.35523
12.85534,14.08456,-0.11390,0.64930,0.65885,0.55338,1.34032,-0.72594,0.62473,0.03097,-0.29906,-0.17710
13.50095,15.07285,-0.91546,1.13692,0.52347,0.54126,0.93544,0.27092,0.31989,-0.57954,-0.59883,0.14823
12.54307,13.88333,0.14319,1.01979,0.22540,0.24764,1.22915,0.86024,-0.44987,0.34611,-0.57756,-0.54566
12.94896,14.00465,0.51913,1.27718,0.90860,0.01230,1.22348,0.43003,0.87471,0.70634,-0.39947,-0.11812
13.42743,15.02809,-1.58717,0.89329,0.13309,0.20652,0.81456,-0.06399,-0.73672,-0.93076,-0.43350,-0.27994
13.18153,14.35155,-0.58201,1.28097,0.60625,0.54891,0.83030,-0.87963,0.34376,0.76537,-0.38978,0.08986
13.10432,14.99694,-0.77889,1.43278,0.73750,0.54380,1.19337,0.26495,-0.21237,-0.58408,-0.46059,-0.67053
13.31249,14.43868,-2.89078,0.61692,0.68492,0.40779,0.96652,-0.84747,0.08142,-0.72814,-0.06842,-0.40313
13.06998,13.76468,-2.82347,0.85248,0.74408,0.50929,0.97685,0.44819,-0.25646,-0.92326,-0.29375,0.86045
12.88156,13.71940,-2.91216,0.45338,0.57522,0.35694,0.67965,0.18383,-0.34983,0.73696,-0.61309,-0.74983
12.87982,14.78638,-2.42835,1.21892,0.46492,0.43816,1.18851,0.38284,-0.79886,-0.50126,-0.09122,-0.21376
13.43563,14.46959,0.92947,0.98753,0.58411,0.50641,1.19684,-0.31361,-0.16475,0.15832,-0.28638,0.09821
12.89755,14.78989,0.19282,1.22509,0.49669,0.15215,0.69687,0.84102,-0.95549,-0.36198,-0.24561,0.98611
12.79514,15.04719,0.03945,1.26888,0.13821,0.40682,0.97255,0.24173,-0.22567,0.22239,-0.05246,-0.39862
12.90806,15.04768,-2.68618,1.31990,0.92175,0.51176,0.66022,0.85563,-0.95539,0.90324,-0.53650,-0.35231
13.53345,14.14371,-0.97807,0.87234,0.27327,0.10163,1.17439,-0.95822,-0.64992,-0.00602,-0.14755,0.19512
13.63207,13.71882,-1.25584,0.54351,0.91548,0.04334,1.06379,0.01781,0.52494,-0.89865,0.13897,0.16559
12.91956,14.21308,-2.04578,1.19540,0.85800,0.14878,0.62466,-0.77771,-0.81001,0.58786,-0.25091,-0.77712
12.83014,15.07147,-0.67457,1.14565,0.36464,0.52999,1.23177,0.76589,0.22823,0.17453,0.07893,-0.11627
13.35083,14.52377,-2.86000,1.46395,0.87763,0.58678,1.05897,-0.45450,-0.72926,-0.62718,-0.25429,-0.31221
12.65025,14.24998,-1.07869,1.30868,0.11378,0.05876,0.85445,-0.83869,-0.13535,-0.36345,-0.08469,-0.21850
13.69365,14.84527,-0.50563,1.15620,0.20283,0.34773,0.99616,-0.79718,-0.48548,0.75991,-0.40659,-0.12941
12.75788,13.82534,-2.50557,0.49889,0.32333,0.08029,1.33213,-0.19459,0.01783,-0.51949,-0.63697,-0.53129
13.12246,14.65380,0.66819,0.66340,0.96163,0.01481,1.33280,0.49894,0.33098,0.68626,-0.65412,0.65513
12.88498,14.84679,-2.42206,1.45434,0.48888,0.05106,1.09602,0.55019,-0.54726,0.20603,-0.04370,-0.84822
12.67621,13.77304,0.27734,1.20854,0.36967,0.31140,1.27068,0.38604,0.90317,-0.26042,0.00077,0.40688
13.15974,14.21860,-2.92809,0.43523,0.29613,0.39950,1.04425,-0.16306,0.46492,-0.13046,0.15257,0.77364
13.21293,13.64098,0.30519,1.00506,0.60659,0.48945,0.74204,0.92732,-0.90346,-0.42092,-0.46537,0.46797
12.55964,14.24914,-1.94766,1.28013,0.93338,0.22106,1.11114,-0.42780,-0.50602,-0.01199,-0.15801,-0.57147
12.92516,15.04871,-0.58504,0.71036,0.31471,0.20663,1.42308,0.25020,0.23973,0.54467,-0.25046,0.88770
13.19666,13.92880,0.45519,0.71205,0.69608,0.10972,0.87796,0.18693,-0.86797,0.20522,0.04854,0.97476
12.62607,13.63556,-2.47119,0.69060,0.16873,0.32538,0.92669,-0.79238,0.88550,0.78776,-0.01051,-0.14017
13.33979,14.47011,-1.30479,1.29204,0.03209,0.38207,1.04300,0.58446,-0.40009,-0.28504,-0.37317,-0.22142
