# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.80990,14.82897,0.22674,1.09318,0.62024,0.20354,0.88943,-0.72556,-0.41534,0.68528,-0.12879,0.27513
12.94133,14.74409,0.21271,0.71825,0.85644,0.30711,0.63353,-0.09101,-0.05535,0.68751,0.01380,-0.35677
13.06806,13.80113,-0.61181,1.47994,0.13499,0.53372,1.10162,0.29670,0.18723,0.81354,-0.21822,0.72137
12.72386,13.97915,-2.46616,1.15000,0.58501,0.07461,1.35349,-0.59207,-0.58220,0.23572,-0.38159,0.05629
12.89213,13.66631,-0.17128,0.94306,0.84065,0.03826,1.09907,-0.06327,0.39814,-0.59161,-0.63252,0.03796
13.60495,14.89330,-0.49914,0.94521,0.55534,0.57496,1.14034,-0.22127,0.49077,-0.90316,-0.59241,-0.79459
12.65387,14.85778,-0.00814,1.45508,0.28299,0.09877,1.46766,-0.04872,-0.49164,-0.55083,-0.42811,-0.45667
12.78307,14.28053,-0.78192,0.78157,0.36150,0.27178,1.02124,0.94923,0.60920,-0.33803,0.13095,-0.21250
13.66482,14.89886,-1.16230,0.93014,0.01875,0.59492,0.80987,-0.96532,0.57857,-0.53684,-0.42153,-0.28357
12.88248,15.00003,0.61935,0.88725,0.77848,0.44308,0.73965,0.33994,0.60154,0.48907,-0.37870,-0.91374
12.89317,14.88903,-1.04939,1.22601,0.07657,0.27401,0.85339,-0.88794,-0.07118,-0.80876,-0.34404,-0.36522
13.45446,14.05912,-1.44548,1.37078,0.68901,0.33687,1.20807,0.70567,-0.65937,0.66054,-0.41561,0.88775
13.23994,15.08663,-1.50511,0.91444,0.24922,0.37622,0.62443,-0.24250,0.20857,0.12293,-0.33162,-0.91902
12.73756,14.68878,-0.14816,0.37653,0.68771,0.32491,1.42047,0.90453,0.88596,0.74073,-0.20029,-0.84011
12.72536,14.25450,-1.71184,0.98606,0.09343,0.09954,1.45431,-0.40415,-0.15735,0.95460,0.09959,0.27870
13.08366,13.64919,-0.69866,0.74501,0.52074,0.54970,0.71299,-0.80973,-0.89627,0.55437,0.12495,-0.88480
13.64266,14.64513,-2.24182,0.33627,0.96589,0.22720,0.81959,-0.97117,-0.20861,0.31439,-0.62695,0.84079
13.09850,14.63954,-0.71815,0.90517,0.00069,0.22610,0.98136,0.83060,-0.20205,-0.48299,-0.31423,-0.95800
12.58884,14.70124,-1.85745,1.30363,0.08146,0.04559,1.09252,0.75860,0.80284,0.19699,-0.60882,-0.52056
12.93083,13.64954,-2.78181,1.14486,0.88981,0.03923,1.26889,0.92132,0.66164,0.24932,-0.56268,-0.07550
13.10750,14.08828,-1.77152,1.38050,0.79140,0.41485,1.29878,0.29438,-0.29923,-0.26724,-0.43509,-0.59549
12.91595,14.48404,-0.91568,1.31839,0.98875,0.26451,1.22288,0.17838,-0.49866,-0.60250,-0.46907,-0.00117
