# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.61631,13.60956,-0.82201,0.95389,0.98482,0.21655,1.00337,-0.80821,0.45458,-0.53121,-0.01984,-0.77788
12.72218,14.68961,0.12468,0.91319,0.53929,0.44164,0.74380,-0.04173,-0.17021,-0.23313,-0.42750,-0.94406
13.22195,14.93681,-0.21835,0.41858,0.15385,0.36967,0.86099,-0.64624,0.37121,-0.20603,-0.13865,-0.44983
13.67470,14.38447,0.22551,0.71894,0.55216,0.03911,0.90526,-0.57872,-0.51979,-0.05004,-0.09584,0.70269
12.88110,14.77323,-1.98884,0.35281,0.44323,0.53060,0.86663,0.75642,0.87785,0.19522,-0.08197,-0.20990
13.69054,13.74285,-0.10435,0.59279,0.21569,0.40803,1.37963,0.75119,-0.74459,-0.02185,-0.14685,0.83355
12.58099,14.39392,0.01320,1.47629,0.94373,0.32886,0.98674,-0.89809,0.36563,0.24542,-0.66881,0.29818
13.49664,14.09888,0.68309,1.42075,0.55212,0.58267,1.04751,-0.49871,-0.66422,0.21589,-0.07627,0.02134
12.60095,14.37973,-1.81103,1.30032,0.38485,0.53183,1.42788,0.15554,0.91860,0.53709,0.10144,0.03010
13.07075,14.69439,-1.94417,0.79426,0.01332,0.47981,1.01845,0.88866,-0.83664,-0.02196,-0.50007,-0.42641
12.69411,14.47034,-2.94230,1.46468,0.01091,0.53649,0.79026,0.18686,-0.68210,-0.45692,-0.47726,-0.07783
13.64831,13.90248,-2.94095,0.51419,0.15521,0.10609,1.26561,0.13255,0.15840,-0.69205,-0.60567,0.87042
13.29890,13.70803,-1.99335,0.71091,0.08304,0.36329,0.98755,0.35555,-0.97259,-0.99748,0.05612,-0.19132
13.12987,13.63127,-1.04058,0.36741,0.91148,0.24365,1.11902,-0.58562,-0.79745,-0.30019,-0.29275,-0.67352
13.23745,14.05043,-2.44264,0.63073,0.95971,0.09075,1.25831,-0.32429,-0.54401,-0.76205,-0.43683,0.06999
12.86016,14.75462,-2.98394,0.63506,0.16293,0.02540,1.23319,0.44496,0.45531,-0.37662,-0.09817,-0.32726
12.82011,14.29933,-2.15215,1.40950,0.04168,0.29857,1.10475,-0.84942,0.14738,0.35904,-0.23914,-0.24989
12.97969,14.78604,-2.04510,0.57288,0.02879,0.28450,1.18989,0.86080,-0.66393,0.36631,-0.63950,0.43347
13.28240,14.42469,-0.39990,0.40827,0.80007,0.17698,0.94461,-0.57414,-0.29869,-0.45465,-0.15827,0.91857
13.15867,14.73816,-1.22492,0.97336,0.51565,0.35630,1.35425,0.92576,0.11046,-0.28425,-0.54163,-0.81487
13.59601,14.43863,-1.08725,1.12397,0.41184,0.51344,0.88854,0.28277,0.08379,0.81505,-0.31745,0.80390
12.85866,14.22977,-1.07524,0.59188,0.31551,0.33344,1.41882,0.31617,0.21841,-0.52883,-0.08234,-0.01516
13.43500,13.95595,-1.66814,0.42259,0.87127,0.52119,1.43120,0.79027,-0.18803,-0.10756,-0.44508,-0.08024
12.66442,14.03367,-0.15595,0.49716,0.24784,0.18744,0.82427,0.10777,0.18440,-0.54608,-0.39187,-0.18972
13.22819,14.31820,-2.12555,0.43318,0.14185,0.59896,0.95241,0.83144,-0.65173,0.25517,-0.21223,0.45057
12.56889,13.91621,-2.61328,1.20410,0.36569,0.30129,1.33173,0.90360,-0.76325,0.95385,0.10830,-0.33959
13.36785,14.22703,-0.00847,1.39762,0.48853,0.20398,0.96301,-0.60075,0.82044,-0.28779,-0.03114,0.11012
13.22222,14.74577,-0.65470,0.85593,0.98436,0.21696,0.71595,-0.93089,0.17905,0.70289,-0.64427,0.38912
12.90739,13.79864,-1.36182,0.43165,0.67716,0.41623,0.89306,0.21229,0.30856,0.88163,-0.02770,0.23131
13.30936,13.90188,0.63685,1.09127,0.04305,0.23209,1.18687,0.10768,0.49617,-0.40105,-0.44437,-0.06157
12.53479,14.24260,-1.55898,1.38951,0.61755,0.58303,1.21599,0.50122,0.72097,0.41663,-0.63174,-0.14231
