# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.24703,14.98152,-2.25203,0.48127,0.88817,0.29142,0.70322,-0.88278,-0.32196,-0.09655,-0.17889,-0.08971
12.95187,14.45319,-0.16358,0.99259,0.96895,0.14626,1.15950,0.78871,0.50879,0.87451,-0.57554,0.05048
12.88433,14.23932,-1.07531,1.09524,0.01727,0.08961,0.61310,-0.15849,0.89717,0.53916,-0.15792,-0.14643
13.18932,14.45302,0.64626,0.62755,0.46635,0.49264,1.04801,0.55810,-0.42251,-0.55799,-0.42711,0.43957
13.62722,14.80117,-0.92128,1.19039,0.80882,0.32918,0.69343,0.57084,-0.31256,-0.33730,-0.26212,-0.04437
12.91519,14.73006,0.16082,0.44522,0.37719,0.29383,0.71554,0.86111,-0.21244,0.73057,-0.38569,0.00093
12.96658,13.93197,-2.74639,0.93315,0.06508,0.29036,1.07022,-0.97610,0.51137,-0.72626,-0.24439,-0.74731
12.83317,14.32445,0.57527,0.36023,0.16384,0.39896,1.19493,0.46910,0.78018,-0.06696,-0.10829,-0.85962
12.91110,14.68499,0.34959,1.20735,0.68002,0.39567,0.59269,0.25409,-0.66053,0.56740,0.03250,0.21047
13.10557,14.66679,-2.86922,1.30302,0.83883,0.07849,0.89123,-0.46126,0.47113,0.77104,-0.43059,-0.76800
13.66609,14.17770,-0.74303,1.09691,0.84085,0.28497,1.23598,0.18699,0.68550,0.77785,-0.59381,0.94305
13.39451,14.05428,-2.62379,1.12161,0.07258,0.09570,1.16519,-0.91809,-0.15576,0.19584,0.06170,0.71550
12.58274,14.61569,-2.33241,0.98550,0.68260,0.22553,0.88044,-0.46317,-0.74035,0.50624,-0.03830,0.10162
12.95625,14.81843,0.06943,0.78713,0.30726,0.29354,1.30965,-0.72269,0.17251,0.61850,-0.20623,0.60961
12.79836,14.56953,-1.90922,0.61924,0.59899,0.43048,0.59228,0.90864,0.92011,-0.42828,0.01892,0.67295
13.16717,14.19507,-0.43781,0.56489,0.66637,0.14545,0.60637,-0.55377,0.60684,0.12801,-0.22495,-0.21239
13.59249,14.47892,0.57961,0.58968,0.47806,0.46507,1.41861,-0.72810,0.43378,0.40286,-0.32861,0.58733
