# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.18694,14.35603,-1.50396,0.97935,0.60460,0.08059,1.35566,-0.43436,-0.80352,-0.34423,-0.05866,-0.62949
13.49978,15.08073,-0.84833,1.04344,0.59648,0.04569,1.00296,-0.12847,0.17227,0.35131,0.00730,0.85840
13.43259,13.99635,-1.98293,0.94858,0.35809,0.02986,1.15431,0.66619,-0.61329,0.55863,0.08848,-0.16543
12.52735,14.98058,-0.76159,1.25787,0.38471,0.15942,0.66655,-0.76756,0.47523,-0.53023,-0.20148,-0.11975
12.63634,14.91045,0.88547,1.25471,0.97750,0.54873,0.69471,0.20992,-0.69040,0.22930,0.07054,0.63389
13.26640,15.00984,-0.27732,0.70515,0.50054,0.24399,1.36108,0.41957,-0.29266,0.87468,-0.55825,0.24176
12.97112,14.87509,-2.05125,1.34062,0.27756,0.56066,0.62444,-0.01652,-0.38170,0.40208,-0.25748,0.46116
12.72478,14.02008,-2.83890,0.63123,0.77303,0.57181,1.33166,0.54500,-0.50886,0.56569,-0.40512,-0.50871
12.69601,14.76905,-1.20894,1.22246,0.75579,0.16519,0.58593,0.10269,-0.76749,-0.11567,-0.52001,-0.02000
12.86967,13.73822,-2.60874,0.92056,0.34114,0.02598,0.77597,0.35287,0.04527,0.95633,-0.12038,-0.11330
13.63877,14.92782,0.41326,0.31161,0.36917,0.39947,1.06438,-0.16647,-0.85514,0.98946,-0.41928,-0.77046
13.23862,13.74966,0.48100,1.20125,0.55262,0.39142,0.77121,0.50598,0.17841,0.64848,-0.11076,-0.81513
12.63583,14.32412,-1.45712,0.44785,0.17046,0.43136,0.96751,0.96058,-0.00552,0.63074,-0.22831,0.54496
12.96745,14.33450,-0.08881,1.13098,0.40739,0.53676,1.30459,0.51398,-0.82930,0.62652,-0.24438,0.83140
12.88041,13.78411,-2.17787,1.26412,0.55120,0.05587,0.60127,-0.84651,-0.92440,0.84399,-0.58037,0.58451
13.46805,14.32458,-1.53153,1.37151,0.88305,0.42530,0.61455,0.30873,-0.79930,-0.24848,-0.28636,-0.84963
13.66125,14.12188,-1.02586,0.51819,0.59664,0.15704,0.87723,-0.18514,-0.18505,0.08081,-0.47403,0.84019
13.53367,13.74185,0.18630,0.30452,0.61355,0.46293,1.46585,-0.50256,0.35337,-0.40676,-0.37670,0.08777
13.16591,14.39082,-0.54567,0.43367,0.04604,0.16028,0.98622,-0.38020,0.03192,-0.24563,0.08040,-0.60446
12.99184,14.30160,-1.13324,0.87933,0.34625,0.39124,0.65644,0.52506,-0.80770,0.98009,-0.08114,0.91030
12.68090,14.13118,-2.06417,1.14998,0.37713,0.32996,0.98893,-0.25670,-0.44076,0.18665,-0.37637,-0.52092
12.55264,14.80694,0.12172,1.47321,0.96016,0.37747,1.18860,-0.42290,0.60959,-0.81002,0.14164,0.34840
12.98633,14.77021,-2.37276,1.34848,0.78791,0.35523,1.37004,-0.74524,-0.12869,-0.90623,-0.66936,0.02894
12.72140,14.85748,-2.86365,0.42468,0.64203,0.41505,0.70683,-0.42031,-0.85389,0.96988,-0.22757,0.09464
12.50169,14.45074,-2.67180,1.24645,0.24997,0.29334,0.92503,-0.07342,-0.25029,-0.90957,-0.57823,0.88656
13.06459,13.66021,0.95131,1.23911,0.73592,0.20587,0.65546,0.94802,0.87082,0.33058,-0.00242,0.44593
12.96503,14.87684,-2.98091,0.58537,0.60678,0.00109,1.20820,0.80092,0.92960,0.82363,0.05790,0.43465
12.66380,14.90190,0.58316,0.39564,0.09431,0.01334,1.47365,-0.89486,0.91379,-0.69382,-0.24771,-0.15003
12.96527,14.36236,-0.47743,1.28231,0.19825,0.13789,0.63637,-0.69063,-0.17377,0.80407,-0.45761,0.72450
13.13790,14.90268,-1.53519,0.82008,0.10257,0.02192,1.05072,0.71237,0.06301,0.44765,-0.10448,0.78418
13.33072,14.19205,-2.86985,0.94938,0.47543,0.59371,0.85078,0.37575,0.75937,0.14590,-0.08055,0.27276
13.56738,14.73315,-1.42790,0.94642,0.31839,0.20486,1.24415,0.90612,0.71168,0.68180,-0.06529,0.92930
13.52615,14.37917,0.53230,0.75186,0.30664,0.55498,1.34636,0.16517,0.54015,0.27286,-0.52470,-0.15766
12.60196,13.83136,0.89075,0.45705,0.57604,0.17695,0.93917,0.00102,-0.93141,0.20793,-0.04373,0.21207
13.03117,13.97644,-0.85496,0.67999,0.94452,0.24090,1.47366,-0.66332,-0.66837,0.44910,0.03682,-0.88185
13.14014,14.47703,-1.18665,0.66108,0.76722,0.43285,1.24850,-0.40723,0.05540,0.72918,-0.41711,0.69719
13.08418,14.04462,0.67865,1.23541,0.28831,0.29447,0.59510,0.52419,0.71457,-0.34604,-0.50916,0.68526
13.17589,14.37169,-2.36060,1.44488,0.55178,0.46663,0.81153,0.93167,0.69490,-0.37541,-0.59781,0.11990
13.69911,13.94190,0.39797,0.92985,0.46210,0.24489,0.84094,-0.30643,0.40968,0.60821,0.19927,0.54386
12.64700,14.02305,-0.13622,1.22397,0.45710,0.09786,1.37371,0.08563,-0.69823,-0.02752,-0.60851,0.42127
13.21721,14.07366,-0.21219,0.92545,0.63025,0.31555,0.75546,-0.77591,-0.56410,0.34500,-0.50478,0.67049
13.15420,13.78041,0.08682,0.46464,0.94840,0.35043,0.94890,-0.58554,-0.75296,0.47411,-0.35564,0.48087
12.80981,14.45736,-2.34091,1.19819,0.41425,0.48343,0.70213,0.26956,-0.51140,-0.10099,-0.35932,0.72544
13.38138,14.12036,0.51471,1.37217,0.16252,0.48588,1.09083,-0.81886,-0.67301,0.67480,-0.50325,-0.70128
13.35254,14.92089,-0.04878,1.15886,0.69782,0.30809,1.01765,-0.10794,0.61671,-0.81838,0.08567,0.98874
12.74190,14.07028,-1.28696,0.77112,0.35404,0.05920,0.59649,0.86177,0.81354,0.79850,0.06268,0.41091
12.95300,13.83746,-0.05075,0.49689,0.58698,0.10948,1.38972,-0.60519,-0.73323,-0.03455,-0.39576,0.17646
12.78278,15.09456,-2.93984,1.31959,0.66105,0.41936,1.09391,0.30368,0.77291,0.13231,-0.17666,-0.30232
13.58097,14.67245,0.91705,0.82484,0.81414,0.33464,0.90444,0.43591,0.04467,0.45241,-0.02269,0.82629
13.44895,14.31463,-2.05456,1.04050,0.84208,0.18714,1.38164,-0.54799,0.01997,-0.88814,-0.59160,-0.15652
12.75586,14.19214,0.49585,0.88318,0.37159,0.56819,1.28851,0.68632,-0.42233,-0.22627,-0.64910,0.29014
13.10266,14.71080,-0.59415,1.23421,0.86179,0.56956,1.18151,-0.57179,0.27178,0.01627,-0.60754,0.93290
12.95820,14.47960,-0.06455,0.70053,0.06057,0.05021,0.76548,-0.38573,-0.15401,0.10316,-0.62803,0.21362
12.96625,14.92172,-0.42124,0.67182,0.14271,0.23632,1.46663,0.49685,0.06711,-0.41286,0.15603,-0.45877
13.16414,13.99231,-0.20296,0.33211,0.65323,0.12553,1.04874,0.81665,0.78605,-0.18130,-0.08625,0.25216
13.37359,13.78734,-2.18522,0.47296,0.08308,0.58007,1.26196,-0.01613,-0.46480,0.06824,0.07701,-0.41428
13.63236,14.34593,0.59944,0.53029,0.05890,0.24358,0.79477,0.95240,0.32376,-0.75305,-0.44336,-0.71296
