# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.61215,14.62822,-1.08516,0.97421,0.87369,0.18180,0.85289,-0.02878,-0.02457,-0.93543,-0.65040,0.92180
13.39523,13.90975,-1.45277,0.98547,0.79618,0.27361,0.82411,0.21556,-0.50899,-0.27388,-0.50070,-0.74527
13.41671,14.57399,-2.96352,1.19076,0.24592,0.42057,0.71094,-0.03704,-0.53273,0.71350,0.18614,0.87163
13.25818,13.93975,-2.43025,0.47470,0.52475,0.34217,0.85575,-0.37385,0.85751,-0.45770,0.09777,-0.72541
13.53730,14.93172,-0.27914,0.56175,0.24272,0.14300,1.41340,0.31463,0.58116,0.69718,0.11664,-0.34218
13.13501,14.78968,-0.82065,0.35294,0.62082,0.25933,1.46183,0.98702,0.92590,0.93445,-0.19290,-0.47435
13.26460,14.16676,-1.03124,0.82511,0.47303,0.48178,1.21402,-0.83798,-0.64159,-0.52514,-0.04682,-0.43707
13.42219,14.15244,-1.77605,0.61834,0.22274,0.05457,0.87380,-0.48809,-0.16333,-0.45215,-0.03134,-0.00969
12.76968,14.23460,0.21781,1.22287,0.63386,0.40649,1.31537,0.34517,-0.46243,0.47298,-0.32458,-0.09118
12.77485,14.77325,-2.22220,1.12139,0.79113,0.26507,0.63351,-0.93671,0.33456,-0.42182,0.05997,0.37573
13.67377,13.80742,0.49799,1.16884,0.85606,0.30088,0.64692,0.78741,0.06229,0.43437,0.19693,-0.65800
13.57877,15.06349,-1.00212,1.29934,0.87899,0.25324,0.83268,-0.13151,0.07770,-0.26832,-0.65367,-0.53246
13.25090,14.63695,0.37363,0.38743,0.51710,0.35861,1.47254,-0.30231,-0.74104,-0.13782,-0.33630,0.06491
12.69914,14.34274,-0.20480,0.47431,0.39608,0.52675,0.89970,0.66693,0.82620,-0.54997,-0.25420,0.06371
13.28152,13.97951,-1.85688,0.69015,0.81576,0.27959,0.75257,0.56572,0.87394,-0.88860,-0.06964,-0.27845
13.57744,15.07694,-0.90125,0.89008,0.66854,0.07622,0.63949,0.94056,-0.18671,-0.19921,0.00649,-0.13618
12.56896,14.99830,-0.47116,1.18357,0.32471,0.36014,0.71870,0.84677,0.22024,0.92496,-0.37968,0.77355
13.08041,15.05706,-0.10357,1.10367,0.50035,0.01223,1.48029,0.62811,-0.73468,-0.75631,0.00479,-0.48521
13.31773,14.98374,-0.10744,1.14791,0.01897,0.09489,1.35006,-0.08729,0.57003,0.99322,-0.31809,0.97056
12.75835,14.09260,-0.37935,0.67322,0.52580,0.59721,0.87964,0.47338,0.14969,0.70842,-0.29846,-0.88636
12.65440,14.24942,-1.03738,0.33273,0.04158,0.50602,0.88418,-0.31838,-0.36632,-0.41985,0.19785,-0.07872
12.76610,14.81628,-2.11692,0.71141,0.40472,0.48051,0.74260,0.11824,-0.21695,0.74799,-0.31923,0.54964
13.37307,15.09476,-0.15168,0.63827,0.86839,0.26313,1.36108,0.39265,-0.96375,0.35030,-0.34003,0.56664
12.84418,14.59732,-0.75139,0.67428,0.00755,0.23535,1.47443,0.47004,0.03298,0.99495,-0.07780,-0.19567
12.95861,13.74950,0.61280,1.00931,0.02981,0.08746,1.17759,0.11980,0.43021,-0.12036,-0.57523,-0.66942
12.86835,13.62203,-1.07097,1.31974,0.58780,0.04169,1.11364,0.06077,-0.41638,0.57421,-0.01476,-0.08367
12.82665,14.81014,-2.40944,0.77889,0.29539,0.41449,0.67633,-0.72236,0.48172,0.54777,0.05402,0.13373
13.31026,13.96469,-1.47303,1.23667,0.52024,0.14709,1.46505,-0.77168,-0.80098,-0.22926,-0.00275,-0.92451
13.59343,14.91774,-0.24800,1.46862,0.88181,0.15829,1.28727,0.49709,-0.51559,-0.00687,0.17977,-0.76546
13.40390,13.90870,-0.93979,0.99268,0.86640,0.53499,0.59019,0.61758,-0.17403,-0.71179,-0.65870,-0.25119
12.69177,14.82095,0.40881,0.48673,0.07527,0.28719,1.44702,-0.28560,-0.10007,0.89483,-0.28090,-0.87292
13.35475,14.55183,-1.52365,0.47433,0.35098,0.00347,1.41976,0.75154,0.30565,-0.89991,0.01989,0.37756
12.61684,14.85047,0.87417,0.64835,0.14086,0.34511,0.93406,-0.04627,0.38947,0.86231,0.19617,0.45378
13.56451,13.83017,0.10699,0.73286,0.09050,0.09946,1.22233,-0.25890,-0.54456,-0.05706,0.02995,0.50314
13.37547,14.40202,0.80581,0.73914,0.18734,0.49618,0.62705,0.27177,-0.95370,0.04218,-0.04471,-0.69603
13.32722,14.84065,-1.23988,1.23210,0.43091,0.12394,1.23772,-0.94583,-0.13199,-0.21402,0.18621,0.52327
12.70697,14.05513,-1.77500,0.60189,0.90041,0.48164,1.17815,0.50213,-0.78738,-0.76956,-0.09442,0.97506
12.82064,13.83717,0.59608,0.59170,0.49786,0.23386,1.28703,0.32871,0.33678,0.81577,-0.45961,-0.06074
13.68158,13.63314,-1.93522,1.23855,0.36334,0.55388,0.87611,-0.89421,0.25478,-0.55403,0.17810,-0.19129
13.38735,14.66912,0.34323,0.83483,0.00059,0.39593,0.64989,0.01123,0.16967,0.87640,-0.61483,0.04052
13.47176,13.81645,0.59765,1.25018,0.08136,0.56073,0.93933,-0.68928,0.52782,-0.08579,-0.60069,0.07116
13.18514,14.32537,-2.08863,0.52330,0.13203,0.05864,1.05857,0.80499,-0.82075,0.49123,0.15818,0.30298
12.82738,13.61827,-2.37894,0.81456,0.84662,0.53306,0.71677,-0.44635,-0.33475,0.01247,-0.34127,0.98600
12.79597,14.98207,-2.77312,1.12326,0.31332,0.44913,0.97752,-0.07681,0.17043,-0.64391,-0.58027,0.02751
13.32338,14.49052,-2.54718,1.36419,0.18131,0.32203,0.96803,0.99510,-0.81820,0.00520,-0.64314,-0.29034
12.95667,14.16137,-2.97946,0.50932,0.11386,0.33397,1.13678,-0.17407,0.74641,-0.54604,-0.36841,-0.65525
13.39054,13.82411,0.32039,0.46789,0.01709,0.60664,0.63614,0.07283,0.59454,0.89735,0.17853,-0.65756
13.18608,15.01391,0.24811,1.32397,0.29794,0.50032,0.81309,-0.58415,0.39497,-0.94201,-0.40803,0.81480
13.43178,14.45598,0.39505,1.24535,0.19018,0.32783,1.00914,0.98711,-0.64066,0.21685,-0.47759,-0.49597
12.54787,13.94791,0.95453,1.30973,0.23530,0.04584,0.74358,-0.16540,0.79488,0.75366,0.11205,0.88259
13.52199,13.85333,-0.66686,0.47618,0.76312,0.33092,0.65194,0.38976,-0.98941,0.60141,-0.51089,-0.71414
12.56666,14.79253,-2.72761,1.16909,0.01646,0.44888,1.45204,-0.07142,0.54307,-0.73887,-0.49161,-0.89215
13.54920,15.00279,0.05286,0.48577,0.12158,0.37419,0.84373,0.60939,0.70755,0.01927,0.17186,0.89280
12.95491,14.93938,-1.41646,0.36092,0.15546,0.42549,1.26209,-0.84336,0.13121,0.48902,-0.20228,0.05012
12.51681,14.51861,0.19757,0.32900,0.91644,0.47253,1.39057,-0.43779,-0.25243,-0.90887,0.19204,0.80333
12.99309,14.30395,0.36732,0.45581,0.22792,0.21474,0.95858,0.11915,-0.18324,-0.01385,-0.28681,-0.46091
12.95668,14.94177,0.65415,1.46884,0.52438,0.19137,1.29132,-0.80140,-0.57007,-0.69288,-0.52406,0.66661
13.30912,14.30715,-1.73040,0.68229,0.32578,0.57379,0.88063,-0.68402,-0.22507,-0.51808,-0.19276,-0.20127
13.58288,13.68348,-1.13824,0.66091,0.40580,0.25542,1.03143,0.86731,0.60778,-0.12628,-0.59561,-0.41625
13.47971,13.97546,-2.17097,0.39921,0.68476,0.50905,1.44585,-0.72512,-0.76466,-0.05842,-0.22893,0.02747
12.76080,14.02580,-1.70090,1.08892,0.46740,0.04042,1.22148,-0.57062,-0.18780,0.33124,-0.55315,-0.28607
12.94066,14.29017,-1.33514,0.84103,0.87600,0.54382,1.13790,-0.17770,-0.50274,-0.68650,-0.64380,-0.15219
13.47449,14.55233,-2.04793,1.27043,0.04577,0.34277,1.36607,-0.57753,0.49949,-0.66442,-0.30350,0.25739
12.62690,14.59883,-0.80969,1.46255,0.71756,0.35082,1.44701,0.51368,-0.12724,0.44983,-0.09085,0.77581
13.17655,13.70003,0.17903,0.93333,0.65296,0.39530,1.27878,-0.78411,-0.59442,0.12323,-0.40643,0.01369
