# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.28217,13.72009,-0.48215,0.84532,0.12485,0.46489,1.19118,0.47405,-0.85284,0.37990,-0.04990,-0.04588
12.75897,13.98076,-1.43288,1.39224,0.29609,0.30447,1.24364,0.84889,-0.08115,0.17988,-0.44017,-0.57281
13.60934,14.59048,0.01403,0.65837,0.87010,0.13326,0.72003,-0.49543,-0.33534,0.64576,-0.00222,-0.73739
13.20953,14.32574,-0.82326,0.98823,0.47404,0.46189,0.99074,0.31014,-0.59157,0.67346,-0.56999,-0.54372
13.11704,14.20183,0.84326,0.45297,0.41718,0.54674,1.16343,-0.92041,0.92481,0.46173,0.19037,0.52139
13.64177,14.75485,-0.00677,1.41446,0.10261,0.18342,0.93303,-0.40101,0.04144,-0.23224,0.14854,-0.85348
13.45378,13.80290,-1.54737,0.57811,0.64837,0.39009,0.72751,0.86256,0.57646,0.93994,-0.54272,-0.41546
13.58636,14.00430,-2.39308,0.51542,0.75825,0.43430,0.90224,-0.36010,-0.43318,-0.76677,-0.09762,-0.33964
13.38226,14.63841,-1.16864,0.64617,0.66079,0.04240,1.31198,0.20240,-0.97728,0.44454,-0.14406,0.82158
12.66355,14.48435,-1.59302,0.59112,0.36877,0.44830,1.19560,-0.06742,-0.18750,-0.21716,-0.19514,-0.51960
12.90444,13.87548,-2.55256,1.18502,0.04265,0.53990,1.47186,-0.38181,0.32398,-0.25515,-0.08850,0.66729
12.59598,14.70709,-2.63827,1.19146,0.96541,0.09132,1.06308,-0.19371,-0.36692,0.16771,-0.21217,-0.08458
13.17889,13.85401,-2.37552,1.41106,0.84380,0.38996,1.09786,0.14180,0.58660,0.79299,0.09290,-0.64715
13.17310,13.60100,0.71345,1.26247,0.05269,0.52934,1.07075,0.64051,0.45971,-0.49781,-0.09012,-0.13450
12.99256,14.06093,-1.70254,0.60035,0.06647,0.32358,1.33236,-0.54871,-0.78196,0.47494,-0.13880,-0.33291
13.26602,14.37367,-1.19467,0.44677,0.12206,0.52695,1.22457,0.58589,-0.09753,-0.00041,-0.10236,-0.31209
12.65438,14.04243,0.76265,1.09308,0.49995,0.45652,1.12867,-0.41387,-0.56624,0.25262,0.18981,0.83138
12.53815,13.98426,0.28602,0.60642,0.90014,0.02054,1.30109,-0.91543,-0.92997,0.57646,-0.49433,0.40074
12.51603,14.14726,0.20021,1.37933,0.70748,0.16385,1.33544,0.99063,-0.71379,-0.86560,-0.06967,0.73132
12.79984,14.28087,-1.77275,1.10002,0.07513,0.24777,1.08699,-0.76120,-0.77453,0.89390,-0.00663,-0.82448
12.92803,14.43057,-2.69573,1.39771,0.65642,0.43202,0.66927,-0.73710,-0.71596,-0.50647,0.14049,-0.91006
13.45737,14.84633,-2.41994,0.51102,0.58497,0.10011,1.28284,-0.39639,0.18336,-0.46390,-0.47634,-0.44996
12.83238,14.56710,-2.68136,0.76929,0.70663,0.15564,0.86891,0.70491,0.10552,-0.51493,-0.24542,0.42398
12.83976,14.34615,-0.49457,1.38664,0.51879,0.28906,0.98092,-0.23501,-0.20203,0.07127,-0.02232,0.86483
13.21584,14.53407,0.87378,0.79426,0.01477,0.45688,1.05233,-0.21650,0.15559,-0.90804,-0.41160,0.95423
13.68917,14.61022,-0.93087,0.97980,0.06808,0.39890,1.05418,0.50513,0.57389,-0.55126,0.11996,-0.45702
12.76114,14.69607,-0.25220,1.23635,0.79094,0.26586,1.05269,-0.49949,0.57794,0.16431,-0.37981,0.03422
13.64107,14.87953,0.10439,1.30506,0.80595,0.20868,0.88989,0.33992,-0.12431,-0.47742,-0.39467,-0.96557
12.65334,14.23624,0.02014,0.32027,0.26576,0.45529,0.66644,0.52887,0.57192,-0.15705,-0.53014,0.30390
13.51549,14.54922,-1.71203,0.46900,0.83521,0.32925,0.90867,0.57701,-0.61736,-0.51496,-0.29302,-0.41810
