# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.97939,14.30462,0.39681,0.86792,0.51639,0.41251,0.73432,0.13924,0.73875,-0.13967,-0.42781,0.51688
13.34169,13.74784,0.79623,1.29951,0.79683,0.49477,0.69011,-0.22051,-0.86158,0.17572,-0.14849,-0.89026
12.96740,14.43413,-0.61324,0.39618,0.71952,0.35848,1.41260,0.30145,-0.79936,0.12040,-0.43091,0.81338
12.54630,14.81191,0.67054,0.52320,0.85687,0.57075,0.84045,-0.80559,0.12437,0.46074,-0.62523,0.48139
12.82765,13.98039,-0.26212,1.38023,0.12485,0.58559,0.97509,0.18996,-0.04025,-0.96522,-0.61135,-0.95216
13.31951,14.22794,-2.67656,1.47949,0.24278,0.29250,1.43065,0.43478,-0.71152,0.18644,-0.48317,-0.34148
12.53957,14.88294,0.40364,1.25600,0.73791,0.44725,1.31141,0.42268,-0.19461,0.72690,-0.37746,0.22147
12.86268,13.83256,0.17096,0.90283,0.32271,0.37737,0.69983,0.37490,0.57683,0.09537,0.06043,-0.77802
13.37968,14.03960,-0.89858,1.33493,0.67775,0.42169,1.27129,-0.27900,-0.63344,0.59810,-0.54149,-0.52903
13.18047,14.50089,0.12213,0.67654,0.75267,0.18291,0.61658,0.57430,-0.43995,-0.70183,0.16322,0.90060
13.21982,14.52570,0.92096,1.36255,0.47820,0.05801,0.94510,0.65714,-0.53633,0.41499,0.08352,0.93419
12.90386,14.71823,-1.48345,0.89832,0.82668,0.34467,0.80324,0.57151,-0.15328,0.51211,-0.32714,0.89125
13.53202,13.65887,0.87742,1.05429,0.37901,0.47929,0.98192,0.22210,-0.09010,0.33611,-0.50059,0.06498
13.10096,14.75232,-2.86509,0.47339,0.14218,0.13574,0.67350,-0.94391,-0.29337,-0.32564,-0.65725,0.29656
13.32861,14.81755,-2.16242,0.78045,0.34647,0.19316,1.08753,-0.80267,0.23300,-0.81028,-0.05272,0.31798
12.65534,14.74444,-1.46004,1.27616,0.92818,0.27619,0.64593,0.33300,-0.91692,0.26874,0.19985,0.81730
13.29361,14.62653,-1.83248,0.33846,0.36184,0.32269,1.12863,0.90979,-0.05466,-0.69504,-0.18398,0.83720
12.55389,14.29717,-0.22000,1.21223,0.50299,0.23808,0.99660,0.11301,0.14798,-0.57534,-0.03607,-0.37780
12.70258,14.77527,0.32873,0.48607,0.68462,0.10759,1.17835,-0.16467,-0.51870,-0.40727,-0.65644,-0.55646
13.39956,14.94515,0.25258,1.23970,0.16428,0.18068,1.03471,-0.03178,-0.09055,0.78101,0.19980,-0.25848
13.46618,14.28628,0.54356,1.29831,0.09750,0.37267,1.24946,0.55678,-0.30339,-0.06777,-0.53887,0.07053
13.19444,14.44137,-1.63471,1.39822,0.16274,0.18482,0.83757,0.68295,0.07786,-0.31000,-0.14139,0.05094
12.74879,14.00347,-1.24831,0.36684,0.96375,0.29022,0.86371,0.76584,-0.43198,0.30358,0.11441,-0.30598
13.47940,14.36311,-0.19198,0.47039,0.66691,0.41457,1.08820,0.06031,0.27296,0.71556,-0.60850,-0.45303
13.05082,14.11709,-0.32375,0.89187,0.81676,0.53566,0.69410,-0.57353,0.01740,0.55550,-0.49099,-0.49709
12.68558,14.63217,-2.09913,1.34074,0.59134,0.44917,0.68973,0.96125,0.56200,0.87723,-0.54100,0.98306
13.26927,13.89346,-1.79246,1.19603,0.78017,0.32453,0.62572,-0.06681,-0.16928,0.40078,-0.59292,0.50613
12.52249,13.94737,-0.45941,0.60611,0.73346,0.14116,1.26248,0.11163,0.10281,0.47632,0.11453,-0.64605
