# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.62240,14.03693,0.46698,1.41211,0.25507,0.36646,0.62663,-0.35543,0.55885,-0.62090,-0.18835,-0.11388
13.48856,13.68130,-1.56871,0.75215,0.80672,0.08328,1.48364,0.96368,0.90341,0.06377,0.15971,-0.41257
12.61520,14.46886,0.68082,0.73077,0.81722,0.22905,0.75838,0.97381,0.22451,-0.26717,-0.12702,0.62194
13.35514,15.06048,-2.22851,1.06874,0.50259,0.17812,0.76864,-0.39542,-0.36685,0.01457,-0.28276,0.26124
13.50120,14.27426,0.30035,0.86950,0.28526,0.26134,1.10436,-0.20965,-0.42151,-0.43323,-0.48483,0.71905
12.88990,14.28949,-0.56231,1.47821,0.63369,0.38249,1.03762,0.92628,0.10452,0.31861,-0.26326,0.63412
13.43974,14.89177,-0.59004,0.38790,0.17272,0.29836,1.39074,-0.11830,-0.08072,0.10224,-0.54479,0.55277
12.59660,14.06926,-2.30508,1.46585,0.31907,0.00820,0.63263,-0.22780,-0.55419,-0.58757,-0.53022,0.03352
13.41693,13.86482,-1.45648,1.38195,0.84033,0.18102,0.98687,0.90073,0.02367,-0.57234,0.10956,0.31656
12.85587,14.06725,-0.87985,0.47013,0.63733,0.11172,1.44456,-0.34647,-0.72217,0.65181,0.14634,0.68558
13.03457,13.74050,-2.22924,1.22624,0.21830,0.06388,1.39404,0.42660,-0.13539,-0.03791,-0.00092,-0.38493
12.92552,14.98239,0.28907,0.45639,0.96005,0.18958,1.36016,0.29809,-0.91024,-0.43438,0.14017,-0.30624
12.98191,14.72718,-2.62159,1.28861,0.27584,0.16523,1.28515,0.09640,0.73629,0.79778,-0.06181,-0.15987
13.42151,14.04198,-2.27934,0.31016,0.87762,0.21897,0.97090,0.43483,-0.96811,-0.26206,-0.04594,-0.68314
12.54429,14.83629,-2.81731,1.42783,0.58132,0.35136,0.70281,0.05285,-0.71595,-0.56784,-0.31855,-0.35513
12.78320,14.85916,0.28871,0.71610,0.71997,0.29476,0.86349,-0.95933,0.65723,-0.76598,-0.11042,-0.49836
13.59833,13.91479,-0.15810,1.46790,0.13528,0.00478,0.93093,0.57484,0.66791,0.55452,-0.39673,-0.35578
