# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.01070,13.69847,0.17901,1.12350,0.21630,0.09431,0.82212,0.38358,-0.32867,0.54552,0.19868,0.37222
12.66647,14.41522,0.81780,0.78724,0.76952,0.57684,1.34567,-0.48069,-0.55064,0.79832,0.18984,0.25799
12.53311,14.52271,-2.70527,0.38852,0.84129,0.13533,1.42758,-0.74073,-0.05672,0.74545,-0.04410,0.79518
13.41574,14.68515,0.75450,1.16422,0.14492,0.35704,1.32895,-0.28731,-0.88638,-0.72633,-0.59955,-0.79904
12.71480,14.65265,-0.30502,1.20832,0.06566,0.29636,0.60543,0.88519,-0.91310,-0.93198,0.09461,-0.46571
13.60547,14.90094,-2.46240,1.38888,0.94137,0.39373,0.91015,0.72039,0.89256,-0.07565,-0.46109,-0.87587
12.69763,14.69434,0.61969,1.37176,0.59291,0.32177,1.01728,0.89373,-0.04417,0.59515,0.02343,-0.13501
13.21315,14.39089,0.44782,0.53239,0.03815,0.16756,1.32144,-0.69784,0.21560,-0.83092,-0.08080,-0.67019
12.54727,14.88917,-2.00203,0.46259,0.21348,0.54566,1.13390,-0.29806,0.25926,-0.96406,-0.24796,0.06041
12.67009,14.14907,-0.81104,0.95493,0.31750,0.01110,1.28074,0.30083,0.01618,-0.62615,-0.18783,-0.18526
13.38469,14.43101,-2.28474,1.44685,0.80182,0.29871,0.85377,-0.49539,-0.67196,-0.43755,-0.18292,-0.93770
13.61121,14.14865,0.88852,0.43438,0.58294,0.56553,1.48984,-0.03281,-0.87313,0.31449,-0.37528,-0.13339
13.60473,14.24261,-2.20517,0.80119,0.60758,0.23894,1.12841,-0.54183,-0.83889,-0.23848,0.04513,-0.35700
12.73319,14.15073,-2.15210,0.51026,0.47953,0.22926,1.18632,-0.57774,0.65525,0.58715,-0.16286,-0.73995
13.45638,14.68633,-1.52503,0.42579,0.27614,0.30024,1.30931,0.81285,-0.04203,0.44309,-0.11639,0.24023
13.18377,14.56518,-1.61815,1.42575,0.33752,0.21953,0.80681,-0.10455,0.20105,0.41275,-0.09410,-0.52031
13.58674,14.40465,0.34359,0.83015,0.16127,0.13926,1.33289,-0.86798,-0.75589,-0.04639,-0.05988,-0.84945
12.94068,14.15580,0.09507,0.88457,0.25493,0.07332,1.10398,0.92629,-0.10593,-0.60508,-0.13349,0.11227
13.60767,14.17884,-1.51656,0.41774,0.81213,0.55907,1.12645,-0.41140,0.40319,-0.30474,-0.45461,0.01844
13.44974,13.73901,0.95018,1.26921,0.22947,0.39953,1.19058,-0.57217,-0.49952,-0.88417,0.04576,-0.82327
