# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.69600,14.63660,0.81747,1.11035,0.38507,0.19680,0.59698,0.53323,0.30654,0.49715,0.04038,0.13460
12.77136,13.66976,0.35891,1.17340,0.40763,0.30517,0.66507,0.96622,-0.64597,-0.71248,-0.22790,0.74528
13.43544,13.64998,-0.79661,0.58051,0.32341,0.19932,0.71481,0.77077,-0.73265,-0.05758,-0.50737,-0.11065
13.36942,14.96802,0.17597,1.19352,0.03314,0.52164,1.45765,-0.17946,0.92404,-0.59025,-0.61586,-0.71397
12.73226,13.71774,-2.25122,1.45467,0.93141,0.04277,1.20863,0.35793,0.26103,0.04823,-0.04053,0.29172
13.04960,14.02602,0.53404,0.62797,0.94245,0.28649,0.94725,-0.39004,0.04837,-0.59235,-0.40217,0.43711
13.62823,14.33179,-1.49580,0.50281,0.85179,0.27522,0.70452,0.42651,-0.44914,0.58376,-0.35821,0.02488
13.65141,14.37994,-2.95439,0.72533,0.05151,0.28526,0.62774,-0.18144,0.34868,-0.09257,-0.52564,0.29165
12.84889,13.79946,-1.46768,1.46445,0.51279,0.47771,0.87368,-0.62609,-0.40278,-0.30743,0.13634,-0.28983
13.16197,14.40364,-2.61690,0.72440,0.21054,0.33807,0.83353,0.63503,-0.30677,0.44312,-0.29511,-0.76347
12.73577,13.97372,-0.70298,0.62824,0.83771,0.54359,0.88671,0.16741,-0.44290,-0.71647,0.17409,0.59883
12.64453,13.69426,-1.87788,0.41973,0.37131,0.34945,1.22452,-0.09768,-0.12722,-0.28910,0.04733,-0.18991
13.52227,13.78633,-1.92894,0.46991,0.77813,0.15393,0.78996,-0.67032,-0.47381,0.93151,-0.15994,0.32953
12.75251,14.96012,-2.14485,1.24913,0.39734,0.55377,0.58059,-0.84911,-0.03632,0.47885,-0.50320,0.29490
12.92527,14.23729,-0.98953,1.36493,0.74994,0.53106,1.10440,0.52748,-0.67098,0.06546,0.06628,-0.32675
12.71645,14.97291,0.47044,0.88131,0.40887,0.44197,1.03915,0.89330,0.77752,-0.27202,0.00708,0.42703
13.18020,14.34948,-0.11295,0.42178,0.16964,0.07411,1.34233,0.68907,0.34314,0.51423,-0.27360,0.67210
13.69527,14.09785,-1.31652,0.43205,0.07930,0.07239,1.34594,0.10180,0.20318,0.62045,-0.16117,-0.15804
13.02913,14.30092,-2.50692,1.05172,0.61022,0.37608,0.84684,-0.24997,0.32352,-0.51649,-0.25564,-0.93945
12.52378,14.72444,-2.50011,1.35952,0.51071,0.22865,0.78924,0.30461,-0.44948,0.71370,0.03591,0.72764
13.31970,14.40899,0.38727,0.31429,0.61856,0.00094,0.68338,-0.62218,0.86574,0.68412,-0.01152,0.74565
13.03957,14.79819,-0.70870,1.29494,0.88252,0.02496,1.09195,-0.97108,0.39174,-0.83948,-0.59111,-0.84840
13.46842,14.90881,-2.72784,0.77698,0.41455,0.56373,0.73434,0.43894,0.31848,-0.34347,-0.50647,0.37812
13.55621,14.99981,0.61024,0.65769,0.14704,0.22081,1.30426,0.09761,0.72104,-0.43426,-0.09649,0.09232
13.11349,14.93351,-1.33188,0.74550,0.43369,0.05319,0.71850,0.91835,-0.89426,-0.74999,0.09966,-0.73882
12.93181,14.27020,0.83320,0.39532,0.96627,0.14360,1.28387,-0.24519,-0.33152,0.19105,0.16263,-0.88123
13.07296,14.36869,0.49531,1.12198,0.07095,0.12632,1.38306,0.27249,0.15164,-0.49384,-0.44642,-0.29297
12.69033,13.62480,-0.94966,0.94376,0.88261,0.09187,0.73047,-0.11640,-0.38960,-0.81153,-0.30246,0.23221
13.16211,15.09545,-2.32766,0.57460,0.41390,0.10697,1.04586,-0.86923,0.31937,0.72601,0.18546,0.53744
12.89938,14.28018,-2.73689,0.42746,0.13376,0.02647,1.46782,0.69559,-0.56853,0.87504,-0.65377,-0.83862
13.10302,14.74028,-1.79135,0.89217,0.91822,0.44960,0.78069,-0.28186,0.85392,0.50027,-0.38560,0.75322
13.10416,13.73405,0.49729,0.59422,0.80204,0.52766,1.15355,-0.48409,-0.61335,0.90198,-0.57142,-0.34749
13.36816,14.34440,-1.41811,0.93780,0.29310,0.43255,1.38880,-0.39024,0.10939,-0.34666,0.13107,0.12476
12.81899,13.87425,-1.54491,1.12175,0.55168,0.58839,1.33504,-0.52847,0.68047,0.16819,0.16896,-0.94406
12.83763,13.86202,-2.71197,1.36156,0.72142,0.50048,1.09555,0.49673,0.90267,-0.22771,-0.60483,0.20728
13.00242,14.56470,-1.62332,0.49023,0.64450,0.06680,1.45990,-0.12923,0.03542,-0.58498,0.11091,-0.65288
12.53004,13.76286,0.32509,0.56843,0.18386,0.57303,1.25491,-0.10790,0.46428,0.51694,-0.45228,-0.96604
13.25599,14.70959,-2.71419,1.46801,0.90549,0.35094,1.41584,-0.03070,-0.09470,-0.69509,-0.08958,0.73788
13.64045,13.74265,-2.74892,1.21592,0.52424,0.51678,0.62945,0.21782,0.31610,0.51894,0.09944,0.53488
13.58025,14.78773,-0.43456,1.15105,0.53192,0.07732,0.62652,-0.52576,-0.72781,-0.21306,-0.00576,-0.37754
13.42208,14.26610,-0.26224,0.74877,0.51812,0.07575,1.12288,0.65712,-0.65889,0.10556,-0.32616,0.20294
12.79905,14.82154,-1.79741,0.67985,0.82776,0.01821,0.70598,0.38343,0.03562,-0.21152,-0.53110,-0.04543
12.59254,14.94675,-0.44520,1.37496,0.31964,0.21161,1.22699,0.00819,0.87043,-0.48850,-0.50723,-0.27685
13.14308,14.81263,0.55597,0.56263,0.59748,0.05453,1.37905,-0.57150,-0.12126,-0.65649,-0.47135,0.80745
13.54102,14.87517,-0.47975,0.83233,0.56780,0.48275,0.64585,0.84942,-0.30853,0.26775,-0.26174,-0.65206
13.48170,13.63391,0.39674,0.41951,0.63671,0.06674,1.05854,0.42778,-0.10150,-0.92976,-0.48629,-0.12369
12.94260,14.07828,-2.88616,0.55544,0.56291,0.39645,0.73161,-0.55436,-0.68253,0.63170,-0.65388,0.28238
13.28229,14.69984,-1.42083,0.65773,0.82946,0.26669,0.83230,0.70407,0.55214,0.86298,-0.58387,-0.60117
13.66214,14.61081,0.87281,1.06034,0.55914,0.35533,0.81997,-0.89768,0.06722,-0.96945,-0.12457,-0.74428
12.53358,13.94323,-0.41506,0.82476,0.59295,0.18746,1.18321,0.91392,-0.28969,0.21178,-0.35503,0.49516
13.30406,14.24383,0.10883,1.20628,0.91774,0.29455,1.43286,0.41590,0.30485,-0.37403,-0.57167,0.54460
12.83245,15.03987,-2.84743,1.06199,0.18616,0.59402,0.93847,-0.73398,-0.04768,0.49053,-0.49496,0.82465
13.02175,14.20641,-2.81434,0.52005,0.28232,0.51269,1.30096,0.31444,-0.86538,0.85698,-0.41554,-0.38183
12.62334,14.16072,0.23252,0.46022,0.03970,0.42612,1.26621,-0.89667,0.07370,-0.10691,0.18570,-0.25956
13.69088,14.96453,-0.86786,0.45385,0.39870,0.45794,1.17803,-0.77106,-0.36083,0.87240,-0.23801,0.08257
13.26495,14.35698,0.08802,1.28973,0.88209,0.15896,1.10278,0.61437,-0.10873,0.88227,0.00639,-0.05770
12.72572,13.76043,-2.27059,0.35911,0.01987,0.16546,1.40870,0.56268,0.53056,0.63711,-0.14334,-0.23426
13.13957,13.94060,-1.82759,0.49298,0.46088,0.07428,1.21413,0.22415,0.25987,-0.49296,0.06964,-0.63132
13.33104,14.99593,0.57726,0.43724,0.93346,0.44193,0.91728,0.45364,0.91225,0.74734,-0.63182,-0.06758
12.78770,13.86505,-0.41535,0.32157,0.96523,0.59295,1.36915,0.53455,0.10146,0.26083,-0.31463,-0.87616
12.60444,13.75513,-1.48998,1.21346,0.14712,0.40366,1.08329,-0.78508,0.38195,0.42497,-0.65703,0.81896
12.50916,13.99139,-0.76632,0.98805,0.17134,0.28410,0.59002,-0.84759,0.72336,0.38094,0.07428,-0.94719
12.56874,13.68896,0.69643,1.47256,0.79047,0.00257,0.58703,0.05254,0.87204,-0.80353,0.10804,-0.87837
12.76232,14.95483,0.01967,0.50971,0.73839,0.57509,0.94601,0.14117,0.73231,-0.83735,-0.62834,0.03757
12.82208,13.84854,-0.06376,0.66047,0.42686,0.17410,1.16876,-0.06316,0.35029,0.16625,-0.22842,0.38212
13.00258,13.73597,-2.15150,0.36400,0.57256,0.23873,0.81143,0.43136,-0.86191,-0.08327,-0.64715,-0.00177
13.19693,14.94363,-1.50848,1.45815,0.96114,0.07696,1.04728,-0.01518,-0.48765,-0.12255,0.04525,0.96273
13.54210,14.89337,-1.75857,0.45979,0.88286,0.31825,1.13685,-0.05708,-0.29429,-0.82349,-0.50284,-0.66971
13.49367,14.15228,-1.83292,0.73949,0.07875,0.28522,0.61302,-0.22975,-0.91242,0.94584,-0.46376,-0.39882
13.25830,14.98980,-0.13138,0.34266,0.29367,0.52955,1.33304,0.02231,0.05427,0.96227,-0.02543,-0.86901
13.02966,14.42401,0.28438,0.89306,0.94315,0.26949,1.25954,-0.97718,-0.56995,-0.70158,-0.55465,0.61102
12.59795,14.06924,-2.48041,1.35362,0.33714,0.53744,1.43610,-0.82597,0.91966,0.12323,-0.60070,0.33705
12.88489,14.68897,0.16888,1.12858,0.90491,0.23200,1.41880,-0.07176,-0.69360,-0.68752,-0.24869,0.59434
12.63371,14.05878,0.41042,0.39154,0.72163,0.23507,1.19690,-0.50688,-0.15196,-0.62292,-0.01843,0.08545
13.67751,14.31523,-1.22885,0.47229,0.31541,0.54444,1.48703,0.20124,0.40376,0.10485,-0.01266,-0.16780
13.42123,13.93549,0.46474,0.87104,0.85382,0.30545,1.45773,-0.17687,0.34123,0.47345,-0.05882,-0.55406
13.07163,13.94234,-0.44015,1.01663,0.44053,0.04524,1.02371,0.73364,-0.73816,0.48785,-0.56949,0.97701
13.23590,14.26531,0.69325,0.85685,0.09157,0.33077,1.00154,0.85664,-0.98064,-0.47401,0.05532,0.00335
12.83964,15.02756,0.65531,1.12007,0.25921,0.60259,0.85849,0.48779,-0.98914,0.55269,0.09982,0.36088
12.85025,14.00369,-0.40477,0.36884,0.42140,0.57221,1.26757,-0.34274,-0.93943,-0.27060,-0.32838,-0.70511
13.25507,14.97593,-2.17735,0.62929,0.19704,0.22963,1.21989,0.94705,-0.22187,-0.50900,-0.65831,-0.58623
13.38424,14.30586,-2.38925,0.90799,0.09597,0.29855,0.89895,0.50396,0.25392,0.80884,0.02946,0.97332
12.98227,14.50265,-0.94152,0.80678,0.20205,0.60618,1.01217,-0.87923,0.00773,0.85843,-0.45390,0.15000
12.72648,13.76704,-1.49323,0.73734,0.14785,0.21657,1.45782,-0.45120,0.25047,0.47955,0.17910,-0.25331
13.63163,13.93575,-2.62296,0.55909,0.59907,0.50728,0.89557,0.09723,0.54187,0.74302,-0.11749,-0.86405
13.11854,14.35226,-2.08032,1.07202,0.21577,0.35733,1.42130,-0.36649,-0.37757,-0.73992,0.04662,-0.17754
13.52819,15.07238,-2.77410,1.40473,0.62452,0.17232,0.73707,0.32249,0.88529,0.68986,-0.31286,-0.71078
12.66458,14.23938,-1.27583,0.74579,0.63775,0.41300,0.91815,0.78744,-0.43971,0.08044,-0.13369,-0.11127
13.02215,13.69781,-1.86239,1.00011,0.51716,0.50024,1.00960,-0.95026,0.38220,0.01046,-0.24321,0.84749
13.33481,14.51192,0.26683,0.92668,0.21416,0.25478,1.47881,-0.46653,-0.84116,-0.75186,-0.59455,-0.55649
12.78739,15.00772,0.43076,0.88829,0.60834,0.20675,1.18316,0.91232,0.62396,-0.56825,-0.05547,0.19672
13.03511,14.79140,-0.16668,1.44188,0.56368,0.06459,0.93297,0.29364,-0.80856,-0.39768,-0.06034,-0.93768
12.55556,13.97575,-1.35945,1.39786,0.48168,0.36007,1.00709,0.07146,-0.68031,-0.16279,-0.16450,-0.25255
13.06408,14.91359,-2.18841,0.94954,0.13261,0.32158,0.88357,-0.87523,-0.79922,0.27539,-0.48966,-0.13825
13.62516,14.80299,-0.75018,0.50598,0.71089,0.00822,1.29271,-0.67753,-0.73219,-0.07550,-0.25568,0.28008
13.25078,13.70764,-1.63078,0.89857,0.16336,0.59413,1.12289,-0.08239,-0.93128,0.26546,-0.03411,0.75018
13.11624,13.87012,0.07859,0.63446,0.54161,0.37060,1.06805,0.68104,-0.08417,0.34667,-0.50841,-0.21390
12.67749,13.82461,-1.48821,1.31944,0.48674,0.49813,1.21774,0.42055,-0.00206,0.40244,0.15332,0.69376
13.48918,14.46474,-2.58348,1.04001,0.39182,0.20587,1.33561,-0.96867,-0.94351,-0.71174,0.10773,0.03309
12.92700,14.13770,-1.43070,1.45612,0.51611,0.54598,0.94709,-0.69319,-0.86836,0.77759,0.16032,0.62381
13.18472,14.94296,-2.85608,0.55821,0.52483,0.04201,1.19156,0.13725,0.20684,0.38906,-0.65094,0.59476
13.18961,14.76952,-2.98067,0.46405,0.03898,0.00877,1.21266,0.48354,0.48897,0.74770,-0.10959,-0.06307
12.73527,13.65985,0.17066,0.55193,0.70258,0.00162,0.66158,0.80488,0.30483,0.57549,0.06701,0.73257
13.58322,13.75703,-1.17633,0.32334,0.33641,0.52677,0.82827,0.58061,0.34232,0.37912,-0.01663,0.87761
13.07457,13.85131,-2.35885,1.11003,0.09582,0.02097,1.19754,-0.56509,-0.70718,0.99521,-0.25939,0.81319
13.64572,14.83949,-2.81595,0.76404,0.42246,0.37698,0.91682,-0.82310,-0.34500,0.27583,0.15270,0.48713
12.93059,14.40844,0.30976,0.54456,0.19459,0.12311,0.61234,0.39369,-0.08396,0.63008,-0.64193,-0.80204
12.65484,14.51987,-2.39577,0.85007,0.20638,0.56055,1.43702,-0.26188,-0.17238,-0.71760,-0.65143,-0.58393
13.23387,14.97510,-0.72794,0.31696,0.10322,0.40426,1.45246,0.34149,-0.46585,0.13139,0.03752,-0.17862
12.88837,14.22277,0.92615,0.49131,0.41726,0.53085,1.19581,-0.75473,0.18506,0.13574,-0.48240,0.52828
12.52707,14.57329,-2.89975,0.44116,0.86829,0.49849,1.43867,-0.30171,-0.89086,-0.21356,-0.39574,-0.93064
13.33835,14.09986,-2.54875,1.03755,0.95679,0.32493,0.88307,0.58193,0.21916,0.58236,-0.36160,0.14442
13.44069,15.07874,-1.83655,0.38286,0.51384,0.42292,1.15864,-0.47206,-0.78400,-0.70254,0.07399,-0.72540
12.97890,14.19122,-0.26539,0.59045,0.73738,0.28756,1.17508,-0.16044,-0.40443,0.01012,-0.51349,0.94991
12.68801,13.86168,-0.36090,0.86813,0.87096,0.05427,0.64113,0.99461,-0.40709,0.00837,-0.05086,0.13549
12.50945,14.28971,-2.07934,0.36873,0.28001,0.54337,0.68996,0.67604,-0.64391,0.19420,-0.08670,0.24896
12.87316,14.17893,-0.21883,1.10122,0.48322,0.53933,1.26689,-0.73830,0.19799,-0.36907,-0.42760,0.98093
13.28638,14.81222,-1.25421,1.39357,0.57777,0.00480,0.60255,-0.86235,-0.01432,-0.11139,-0.31493,-0.57712
13.46767,14.43966,-0.12956,0.90670,0.23487,0.42044,0.71676,0.27440,-0.50986,-0.72256,-0.57955,-0.78999
13.69089,15.04348,-2.12198,1.44410,0.07873,0.21442,0.58973,0.11809,-0.45150,0.95092,-0.48770,0.49820
12.70228,14.08606,-0.42806,0.83993,0.12994,0.32417,1.18088,-0.28337,0.01081,0.92537,0.03334,0.84755
13.55713,14.89498,-2.21660,1.32665,0.73129,0.00385,0.96472,0.49221,0.51334,-0.62097,0.09368,-0.21112
13.55468,13.67741,-1.27677,1.11156,0.80417,0.58516,1.46552,0.58772,-0.78180,-0.56313,-0.07678,0.47895
13.22800,14.62648,-0.83176,0.62929,0.21665,0.34034,1.32163,0.61672,-0.39597,0.85255,-0.30581,-0.01189
13.45077,14.17531,-2.02664,1.09739,0.82276,0.25853,1.02500,0.38372,-0.28838,0.09345,0.04856,-0.47765
12.54983,14.71389,-2.90760,1.47953,0.34808,0.47712,0.72401,-0.12468,-0.79255,0.88566,-0.24956,-0.91988
13.07953,13.75105,-2.70381,0.38461,0.71198,0.30251,0.61288,-0.76304,-0.21892,0.75955,-0.50605,-0.60571
13.65984,14.11268,-2.19189,1.16085,0.68120,0.34869,0.75445,-0.90711,-0.80378,0.16899,-0.13906,-0.17515
12.84902,14.58540,-2.58405,0.70787,0.15797,0.51501,0.86228,0.74679,-0.51607,-0.09726,-0.06402,-0.82144
12.76681,13.67582,-2.55872,1.43581,0.11345,0.34504,0.98737,0.06450,-0.16344,0.83169,0.10476,0.47203
13.57599,13.72445,-0.51754,1.15487,0.64379,0.55467,0.96380,-0.37877,-0.50035,0.31154,0.18096,-0.88400
13.57737,14.57180,0.03483,1.09591,0.10724,0.13930,0.73446,0.94371,-0.73182,-0.88615,-0.57531,0.86886
13.33698,14.22356,-1.91675,0.58103,0.92625,0.43791,0.70883,-0.10962,-0.22387,0.04141,-0.35215,0.94514
12.75192,14.43999,-1.60155,1.17749,0.74316,0.10811,0.81361,0.90583,-0.94533,-0.74880,-0.57934,-0.18974
13.46061,15.09879,-1.68556,0.85926,0.46288,0.19896,0.94029,-0.49105,0.75418,-0.19513,-0.46773,-0.47296
13.54680,13.89009,0.37388,0.88842,0.52021,0.10497,1.15428,0.60338,-0.94701,0.91733,-0.15115,0.41941
13.26678,13.92025,-0.93506,1.23692,0.46182,0.44848,0.92569,-0.10267,-0.09010,0.49568,0.16512,-0.56797
12.62555,14.20145,-2.78228,1.11287,0.14829,0.37910,1.22673,-0.60991,-0.28488,-0.92138,-0.29427,-0.84224
13.24136,13.89273,-0.88968,0.52006,0.03585,0.45163,1.24872,-0.96278,0.28331,-0.66879,-0.42265,-0.69390
13.34258,14.12888,-1.95438,1.33006,0.92287,0.17881,0.59329,0.55731,0.20204,0.69994,-0.61273,-0.22161
13.47048,14.56433,-1.11128,0.52007,0.96759,0.60441,1.13296,0.65725,0.89228,-0.84579,0.15717,0.03663
12.74505,14.26548,-0.49418,1.23472,0.82849,0.12583,1.31316,-0.43981,0.67216,-0.49685,0.16266,0.63864
12.85015,13.91658,-1.41580,0.94310,0.18059,0.45302,1.45330,0.24585,-0.92622,0.93598,-0.52191,0.77234
12.98873,14.70762,-2.93865,0.76554,0.24471,0.32435,1.02063,-0.95863,-0.42433,0.35355,-0.51426,0.91207
13.40433,14.86572,-2.11901,0.67753,0.96701,0.49461,1.26908,0.74289,0.55713,0.37346,0.14468,0.70346
13.39672,14.00544,-2.30084,0.82662,0.05476,0.48871,1.41739,0.57113,0.26180,-0.12094,-0.42908,0.19947
12.55280,14.04872,-0.73118,0.99221,0.00229,0.53162,1.09935,-0.66740,-0.80418,-0.37988,-0.60501,0.32976
13.07224,13.60080,-0.46342,0.74656,0.60790,0.44933,0.88338,-0.80672,-0.67034,-0.13269,0.00644,0.54975
13.07799,14.92502,-0.63815,1.24758,0.92121,0.15038,1.12584,-0.91886,0.62940,0.00666,-0.31116,-0.96346
13.12514,13.63599,0.46912,0.40757,0.95354,0.03865,0.65511,-0.71027,-0.86507,-0.09311,-0.19164,0.17412
13.36483,14.76529,-0.99779,0.96816,0.40382,0.33952,0.73995,0.72973,0.10771,0.89994,-0.53257,-0.06221
12.95589,14.93657,0.94936,0.98964,0.42687,0.13282,0.82154,-0.52740,0.52374,0.99037,-0.37960,0.98766
12.94573,14.14726,-2.47483,0.96724,0.52627,0.54133,1.09528,-0.51561,0.44850,-0.77202,-0.28192,-0.58295
13.63238,15.04270,0.51614,0.98078,0.08514,0.13036,0.83765,-0.32838,0.06936,-0.77739,-0.39739,0.46730
13.29265,13.71541,0.02094,0.49095,0.29515,0.00763,1.45413,-0.05501,-0.00285,-0.26354,-0.10684,-0.76789
12.58384,14.17107,0.17871,0.39125,0.60929,0.36994,0.61543,0.54597,0.62570,0.39320,-0.13671,0.65133
13.37301,14.87129,0.73444,1.08093,0.96010,0.02535,0.77813,-0.23056,0.29951,0.13208,-0.12982,0.09063
13.17384,13.83282,-0.93628,0.73328,0.95264,0.45189,0.66112,-0.05861,0.42400,0.22500,-0.32839,0.73573
12.50789,14.05078,-2.96958,1.31880,0.58385,0.50832,0.87387,-0.74050,-0.69637,-0.19496,-0.18827,-0.76266
12.71595,14.51734,0.25258,1.32968,0.44398,0.40863,0.90601,-0.70992,0.63169,0.33116,-0.18428,-0.47273
13.16373,14.77039,0.36144,1.03294,0.77000,0.02955,0.92217,-0.78458,0.52138,0.06034,-0.25476,-0.14201
12.98196,13.62396,0.56159,0.92269,0.02262,0.44349,1.35442,0.79746,0.07253,-0.25295,-0.27063,-0.47029
13.60111,14.96744,-2.71851,1.37680,0.25940,0.34778,1.17897,0.64727,-0.93286,0.92135,-0.45544,-0.10651
13.44507,14.16525,-1.28078,0.94715,0.35842,0.43929,1.06031,0.56062,0.73662,-0.27014,-0.16838,0.90925
13.18526,14.08319,-2.66243,0.70439,0.86252,0.37510,1.37110,0.05746,0.89073,-0.12049,-0.00891,-0.12710
12.77450,13.91489,-2.28907,0.36656,0.67747,0.10802,0.93920,0.38618,-0.09751,0.17996,-0.37397,0.12770
12.74720,14.79849,0.95116,0.75573,0.77446,0.15135,0.64765,-0.41802,-0.41002,0.52913,-0.27526,-0.33720
13.38521,14.30912,-1.83032,1.18818,0.40339,0.48249,1.48382,0.89003,-0.01090,-0.50436,-0.12146,0.65124
13.60821,15.05953,-1.31096,0.81834,0.30193,0.11674,1.25061,-0.10323,-0.08158,0.70630,-0.54125,0.16688
13.64901,13.78413,-1.44468,0.61733,0.97581,0.50279,0.97411,-0.23394,-0.47237,0.95334,-0.47256,0.49223
12.82409,14.99937,-2.78285,0.81648,0.01981,0.08227,1.27321,0.58107,0.24341,-0.25781,-0.50309,0.77966
13.60551,14.65230,-1.83001,0.85735,0.22740,0.03223,0.86134,-0.24277,0.08185,0.61346,-0.49232,-0.71886
13.26488,14.12518,-0.23061,1.03933,0.24118,0.38421,1.31358,0.82998,0.61279,0.05272,-0.47679,0.98710
13.44517,13.75552,-0.21953,1.00806,0.10732,0.48073,1.18254,-0.15173,0.69394,0.95991,-0.12023,0.50919
13.46535,14.01860,0.65137,1.35300,0.03541,0.27533,1.04821,-0.96513,-0.74502,0.87636,-0.53089,0.37961
12.73974,14.67986,-0.74629,1.12535,0.58129,0.45159,0.92902,-0.20303,-0.15464,-0.29830,0.04576,-0.12798
13.57141,14.67098,-1.27919,0.75414,0.23712,0.21275,0.66085,-0.63307,0.71836,0.54946,-0.25509,0.33462
13.15623,14.94808,-0.13008,0.92122,0.55759,0.43817,1.18780,-0.37381,-0.28976,0.51437,0.09395,-0.17818
13.38359,14.27182,0.44381,0.72865,0.43130,0.06045,1.47068,-0.46503,-0.94282,0.83078,0.11944,0.41113
13.22933,13.99253,-0.78789,1.19082,0.77413,0.58209,0.99697,-0.34939,0.13070,0.66346,-0.47929,-0.71918
13.30596,14.26943,-1.13245,0.74912,0.84535,0.04525,1.28301,0.09480,-0.27799,-0.17520,-0.19514,0.62260
12.95783,14.49847,-2.91651,1.38290,0.18882,0.05478,0.61213,-0.32586,0.14765,-0.74945,-0.16085,0.32694
13.41581,14.85043,-0.31967,0.48131,0.11807,0.27429,1.37150,-0.69685,0.35204,-0.42976,-0.14941,0.37714
13.40024,14.57367,-0.39212,0.52736,0.40210,0.30795,0.66643,-0.01583,0.10806,-0.95529,0.11757,0.34545
12.94408,13.68786,-1.42463,0.64238,0.15189,0.06895,0.83074,-0.61177,-0.38765,-0.35014,-0.52442,-0.57142
12.70262,13.90402,-0.59964,0.74859,0.59150,0.14443,1.29751,0.20905,0.39996,-0.61234,-0.29392,0.86936
12.84834,13.96651,-1.35903,0.53627,0.87441,0.30806,0.98284,0.59255,-0.90192,-0.56181,-0.32136,-0.31687
12.51204,14.47246,-0.56543,0.65439,0.35343,0.12462,0.99097,-0.96207,-0.08795,0.89948,-0.29999,-0.88305
13.08161,15.02889,-0.30232,1.31721,0.76964,0.26545,1.30871,0.39416,-0.17851,-0.60498,0.17037,0.55300
