# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.74110,14.51533,-1.62277,0.89243,0.80271,0.04425,0.65813,-0.58234,-0.72354,0.56417,-0.42418,-0.15708
12.99780,13.63924,0.94443,1.44715,0.23733,0.43403,0.84938,0.28338,0.60507,0.77503,-0.33016,-0.48620
13.64471,14.72192,-1.65549,0.31289,0.90136,0.20264,1.30333,0.53369,0.28683,0.27768,-0.37795,-0.56846
13.38235,14.68437,-0.33276,1.39216,0.17565,0.13843,1.42633,0.34212,0.68090,0.59582,-0.14557,-0.93940
12.68476,13.72312,-2.36103,0.63470,0.68053,0.16472,1.25594,-0.57383,0.18122,-0.86824,-0.11163,-0.56847
12.56542,14.56385,0.89403,0.85008,0.28166,0.03025,0.99020,-0.60452,0.30187,-0.73231,-0.14276,0.23687
12.81531,14.03620,-2.74512,1.32951,0.68914,0.19501,0.93763,0.92758,0.83515,0.72188,-0.08816,0.14480
12.78172,14.93759,-0.14294,0.42992,0.38260,0.39720,1.48243,-0.46479,-0.68452,0.41976,0.04090,-0.56386
13.60764,14.81274,-0.00578,1.44045,0.17358,0.53977,1.02461,0.10586,-0.52446,0.36100,-0.51564,-0.71504
13.62846,14.36924,-0.44643,0.85096,0.40098,0.48958,1.12802,-0.96627,0.76746,-0.54337,0.10170,-0.65087
13.40906,15.02953,-1.08025,1.13496,0.34258,0.22055,0.96643,0.91811,0.17601,0.69838,-0.62209,-0.89459
12.99402,14.27130,-0.43583,0.48595,0.67234,0.48740,0.59709,0.09931,-0.26663,-0.47107,-0.29659,-0.21289
12.78375,14.37322,0.00239,0.71241,0.49433,0.36324,1.13178,0.24256,-0.15155,-0.73108,-0.10908,0.08470
13.28676,13.64564,-2.72411,0.49114,0.44641,0.22962,0.58366,0.01283,0.84289,0.46051,-0.51345,0.63733
13.28985,14.82152,-2.45078,1.43848,0.19136,0.14210,0.98155,0.00197,0.79301,-0.31372,0.16847,0.84599
13.31331,14.23091,-0.75735,0.74286,0.20615,0.42467,1.20415,-0.43098,-0.12104,0.75531,-0.12550,0.69826
12.82275,14.49940,-0.69941,0.81435,0.59811,0.32344,0.90222,-0.00308,0.29170,-0.44977,0.11306,-0.42409
13.44726,13.97064,-1.46201,0.71685,0.07296,0.19175,1.29605,-0.13281,0.01821,-0.08365,-0.04120,-0.39068
13.08209,14.53303,-2.54609,1.17074,0.97284,0.21917,1.46508,-0.93131,-0.02557,-0.27902,-0.46583,-0.93989
13.59969,14.95991,-1.84125,1.22034,0.28099,0.27006,1.21510,-0.76446,-0.55821,-0.71378,0.04748,0.34310
13.56590,14.83825,-2.46402,1.09248,0.37349,0.40812,0.98871,0.53861,0.01284,0.68944,-0.42153,-0.62947
13.68596,13.71704,0.32960,1.25349,0.60430,0.14155,1.22881,-0.33121,-0.79492,-0.53070,0.09390,-0.28702
12.63522,14.99112,0.82812,1.17329,0.74845,0.40197,0.77551,0.02405,0.55526,-0.59124,0.00146,-0.37833
13.22091,14.93639,-0.93834,0.53092,0.26692,0.12393,0.87909,0.12527,0.36456,0.59398,-0.00898,-0.09382
