# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.46641,13.62174,0.60437,0.79878,0.24673,0.17143,0.59392,-0.40081,0.19447,0.28668,-0.34128,-0.90104
12.67683,15.08249,-1.91840,0.33074,0.82503,0.26710,1.32601,0.64136,0.02717,0.34099,-0.43043,-0.28894
13.47242,13.84888,-0.19397,0.62936,0.91079,0.27896,1.35761,-0.69514,0.52752,-0.86310,-0.39617,0.26136
12.88917,14.53857,0.48788,0.63867,0.20399,0.12581,0.91253,-0.31525,0.69387,-0.50079,-0.47005,0.57875
12.88025,14.49539,-2.73808,1.29335,0.85664,0.27820,1.14514,-0.36293,0.55505,0.02444,-0.02317,0.17278
13.13635,13.60236,-2.65593,1.40145,0.02269,0.50950,0.93862,0.30611,-0.49199,0.69141,0.17992,-0.52017
12.64042,14.87635,-0.74554,0.31995,0.66421,0.45349,1.37750,-0.90003,0.21903,-0.86371,-0.06125,0.30424
12.53736,14.61157,-1.96349,1.00885,0.80808,0.55338,1.27275,-0.57144,0.28013,-0.28536,-0.34863,-0.34571
13.02428,14.76655,-2.29405,1.10825,0.35529,0.23442,1.02942,0.28003,-0.68938,0.58707,0.19995,0.39876
13.67326,14.05586,0.41977,1.35938,0.73210,0.28239,0.95849,-0.82768,0.36862,-0.31964,-0.12255,0.66475
12.64014,13.76887,-1.95538,0.34218,0.44427,0.48505,0.67088,-0.11515,0.14362,0.47274,-0.33134,-0.69814
13.62206,13.63389,-1.17145,0.83939,0.52020,0.32606,1.33326,0.90011,-0.37457,-0.14037,-0.09069,-0.40212
12.65230,14.81621,-2.09186,0.84199,0.85513,0.50662,0.84461,-0.60792,0.76232,0.00523,-0.02065,0.78544
13.36383,14.80987,-0.25937,1.20157,0.90388,0.22751,1.22600,0.30170,-0.09379,0.13592,0.07128,0.66272
13.06510,14.98545,0.12303,0.44076,0.66839,0.57002,0.95151,-0.19508,0.04373,-0.46300,0.06839,-0.38256
13.52365,13.75680,-2.03376,0.63912,0.29587,0.44435,0.98505,0.80105,-0.11874,0.44908,-0.58965,-0.61154
12.59220,14.44613,0.92608,1.36191,0.21885,0.58798,1.26536,0.44106,0.30575,0.39829,-0.40136,-0.39814
13.44090,14.07478,-1.96358,0.93098,0.15165,0.31514,0.68978,-0.78358,-0.62868,-0.76308,0.16067,-0.68478
12.91098,14.17807,-0.59555,0.88824,0.68069,0.21312,1.40818,0.60396,0.15922,-0.09155,-0.07514,-0.43490
13.64817,14.24270,0.09421,1.47523,0.87490,0.56157,0.85480,-0.61356,-0.05291,-0.23330,0.04037,-0.96448
12.54333,14.71830,-2.48309,1.42547,0.27364,0.22049,0.78016,-0.92873,-0.37653,0.60972,-0.22178,0.34867
12.55523,14.21162,-1.16413,1.00665,0.73388,0.36871,1.02839,0.52585,0.14551,0.59726,-0.22804,0.38622
13.66588,14.17114,-1.11168,0.55745,0.22762,0.22854,0.83065,0.47321,0.49715,-0.90303,-0.57771,0.40829
13.32633,13.76669,-1.93854,1.42688,0.66438,0.34759,0.66069,0.77453,0.22861,-0.41966,0.03386,0.63682
