# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.01833,13.77510,-0.56385,0.44201,0.29151,0.21389,1.00565,-0.58482,0.77918,0.18551,0.04028,-0.29128
13.25091,14.63886,0.41145,0.58717,0.36301,0.40731,0.63301,-0.05237,0.57818,0.37956,0.08981,-0.38420
12.72397,14.73066,-2.00945,0.87275,0.30306,0.54378,0.90956,0.28180,-0.73838,-0.38215,-0.51014,-0.14473
12.89738,13.60056,-0.88160,0.33089,0.65423,0.29708,1.45557,0.12293,0.54093,-0.37182,0.16262,0.84895
12.78453,14.96922,0.48279,0.73447,0.96305,0.17161,0.58218,0.24555,-0.07526,-0.02966,0.18522,-0.74426
12.81222,14.69664,-1.47567,0.92972,0.79173,0.35838,1.22576,-0.14340,-0.33681,-0.63377,-0.19945,0.65533
12.69209,14.38418,-0.45175,1.39211,0.24038,0.25177,0.96276,-0.87821,-0.65402,-0.31328,-0.48762,0.89349
13.65122,14.00864,0.47818,0.39344,0.05291,0.01139,1.48535,-0.40179,0.28294,-0.33465,0.19276,-0.54080
13.21868,14.52385,0.02487,0.80254,0.57983,0.17306,1.04900,-0.52043,0.42139,0.44235,-0.33641,-0.45144
12.68361,14.76800,-0.37728,0.75431,0.66907,0.55338,1.39770,0.12992,0.04949,0.88595,-0.29063,-0.25117
12.76917,13.86546,-0.60405,1.47522,0.88450,0.46316,1.44252,-0.38725,-0.22724,-0.70358,-0.65998,-0.47538
12.93901,14.95148,-1.31210,1.12339,0.40199,0.43696,0.84753,0.37615,-0.94022,-0.84024,-0.58482,0.23309
13.37114,14.66516,-2.97420,1.19332,0.05238,0.06809,1.39114,-0.17412,0.15073,0.51157,-0.13792,0.51866
13.39482,14.43260,-2.71805,0.71829,0.93304,0.06439,0.78632,-0.02328,-0.36328,-0.85056,-0.31608,-0.51538
12.55869,14.35878,-2.35837,0.81446,0.90877,0.32808,1.31185,0.41932,0.09872,0.80898,-0.11542,-0.85588
13.31956,15.02628,-1.89359,1.09366,0.86654,0.13496,0.76229,0.43272,0.46392,0.46457,-0.18390,0.29280
13.47195,13.60398,0.73850,0.55790,0.63781,0.53703,1.28252,0.86856,0.62027,-0.73792,0.05608,-0.38520
13.04899,13.60618,0.41966,1.41663,0.38326,0.37209,0.71324,0.27150,-0.01585,-0.51838,-0.42139,-0.88095
12.72290,14.66370,-2.44524,0.65058,0.62845,0.59511,1.30314,0.21884,0.63790,0.45822,-0.04938,-0.73875
13.60265,13.83362,-0.61910,0.98586,0.08646,0.41106,1.19934,-0.43436,0.71782,0.61777,-0.57176,0.56999
13.07025,14.44319,-2.76467,1.41954,0.05717,0.43100,0.92591,0.81059,0.06814,-0.69077,-0.01207,-0.35750
12.60737,14.85968,0.57846,0.40144,0.96525,0.45792,1.07869,0.62077,0.24549,-0.58106,-0.64470,-0.35841
13.32709,13.98672,-1.59145,1.28507,0.41703,0.39612,1.23276,0.09394,-0.04745,0.92291,-0.66101,0.44048
13.01797,14.27954,-0.61011,1.21938,0.45288,0.38879,1.38912,-0.79415,-0.19480,-0.86353,-0.42563,0.93878
12.81938,13.65946,-1.21018,1.07346,0.07617,0.59289,1.14805,0.59630,0.07549,0.83892,-0.41681,-0.02521
13.37647,14.95537,-1.52593,1.11653,0.80803,0.08214,0.61126,0.07779,0.72307,0.72237,-0.58221,0.74881
12.89238,14.62678,-0.43930,1.36616,0.43026,0.46245,0.59705,0.70436,0.06026,-0.75646,-0.33091,0.78815
12.70628,14.00253,-2.14558,0.92874,0.72006,0.15147,0.87477,0.51721,0.62788,-0.41805,-0.63187,0.42661
13.52864,14.25167,-0.48848,1.36276,0.95897,0.03291,0.91354,-0.28823,0.81000,-0.31805,-0.25999,-0.44196
13.22691,14.89877,-0.03608,1.34201,0.27217,0.10110,1.06082,-0.91913,0.38840,-0.22928,-0.64288,0.85216
13.57429,14.19991,0.05942,1.27857,0.90324,0.59846,0.61726,-0.56102,0.28340,0.96664,-0.62091,0.84828
12.71908,13.84831,-1.34923,0.38850,0.87625,0.28179,0.77162,-0.40945,0.75853,-0.64472,-0.44093,-0.67772
12.84534,14.54830,-0.17259,1.17161,0.44444,0.07162,1.21279,0.03768,-0.09760,-0.11795,-0.58502,-0.20526
12.96715,14.51339,-2.77496,1.19835,0.54399,0.43057,1.00074,-0.71331,-0.23748,0.89248,-0.02506,0.49811
13.45758,14.75396,-2.80114,0.94207,0.98631,0.23056,1.41698,-0.73713,0.42885,-0.99889,-0.24285,-0.02107
13.18141,14.47847,-1.44712,0.73396,0.06587,0.02167,1.35424,0.26383,0.08520,0.93254,-0.15289,0.27290
13.14770,13.72620,-0.13873,0.57678,0.07162,0.20090,1.03390,-0.01265,-0.73759,0.08549,-0.66429,0.76395
12.77700,14.06876,-0.89595,0.56393,0.27616,0.11685,1.08086,0.42620,-0.81425,0.90257,-0.05363,-0.58735
13.13665,14.39668,-2.03541,1.40577,0.87170,0.39483,0.65028,0.06377,0.44748,0.85337,0.17772,-0.93696
12.84260,14.75242,-1.80827,0.65982,0.58224,0.08174,1.13001,0.15977,0.64338,0.06903,0.13166,-0.14633
13.11826,13.86166,-0.52126,1.33298,0.55645,0.12047,1.14447,-0.68794,0.13465,0.93296,-0.08317,0.81060
12.58853,14.93155,-1.80943,1.15027,0.31466,0.09428,1.29984,0.28987,-0.68726,-0.21913,-0.12997,-0.20081
12.57700,14.37754,-1.94211,0.91984,0.74388,0.23176,0.91684,-0.89455,-0.39445,-0.75914,-0.19822,-0.36924
