# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.70205,15.06786,-0.58784,1.45318,0.76664,0.40323,1.39242,0.71869,-0.25766,0.36236,-0.66998,0.96354
13.24541,13.78871,-1.81632,0.85277,0.80478,0.17952,0.71894,-0.87877,0.42623,0.14805,-0.25870,-0.08820
12.85833,14.70787,-2.34832,0.65122,0.76987,0.49969,0.58228,0.86950,0.20862,-0.46700,-0.55554,0.89603
13.29907,14.11395,-0.53576,1.19179,0.10364,0.42193,1.34367,-0.60125,-0.96110,-0.08952,-0.54646,0.71597
13.36129,15.00144,-2.38033,0.70579,0.42099,0.36490,0.99641,0.51475,-0.00354,0.20085,-0.53586,0.09856
12.60078,14.16971,-2.97838,0.74825,0.02900,0.25082,1.01819,0.68480,-0.34687,0.25232,-0.58770,0.46469
13.67219,13.72105,0.85089,0.77727,0.20124,0.13853,1.28334,0.08943,0.19203,0.59612,0.15860,0.57119
13.17747,14.36133,-2.08723,0.98115,0.12564,0.52835,1.11249,0.63688,0.90847,-0.05260,-0.00662,0.28007
13.13472,14.38394,-1.69174,0.48378,0.93587,0.23006,0.89133,-0.10274,-0.54675,0.35527,0.02671,0.33181
13.64704,15.06901,0.34080,1.14642,0.95378,0.18280,0.99982,0.39689,0.28466,0.72907,-0.64077,0.86470
13.21555,14.68812,-1.79344,0.52416,0.83108,0.44833,0.84871,-0.75286,0.02393,-0.41840,-0.20226,0.52787
12.87208,14.71683,0.42357,1.02421,0.57638,0.39542,1.33940,0.85717,-0.47933,0.69736,-0.10085,-0.55666
13.41825,13.83758,0.21573,0.47215,0.41147,0.06087,1.30487,-0.31790,0.51980,0.58162,0.09025,-0.47451
13.21089,14.78904,-1.81093,0.93174,0.43125,0.49153,1.43059,0.44879,-0.09006,0.42279,-0.19098,-0.95910
12.80144,14.09659,-0.60408,1.27028,0.75707,0.04837,1.10991,0.88730,0.32439,-0.35079,0.02793,0.23715
13.38895,14.43502,-1.27813,0.37000,0.96455,0.03505,1.14666,-0.48369,0.15042,-0.27458,0.04318,-0.69662
12.78531,13.73510,-0.48405,0.84948,0.92428,0.30956,1.36153,0.17830,0.43968,-0.04293,-0.47013,-0.70539
12.77626,14.76642,0.15236,1.08467,0.93993,0.59022,1.01884,-0.78590,-0.09240,-0.40763,0.02529,-0.25694
13.68687,14.66434,-0.94072,0.71838,0.45355,0.25531,1.14233,0.03756,-0.51620,0.68342,-0.56708,0.67660
13.33279,14.97007,-2.37420,1.43325,0.00284,0.19395,1.04167,-0.26455,0.67871,0.95570,-0.03447,-0.72363
13.26835,14.27387,-2.53305,0.70275,0.03150,0.06800,1.43254,-0.73179,-0.40014,0.89249,-0.01241,0.24201
12.80199,13.90263,-1.10798,1.02344,0.61659,0.38239,1.37964,-0.32604,-0.41499,0.34874,-0.60445,-0.67380
13.54857,13.93412,-2.06045,1.04306,0.33219,0.21645,0.58037,-0.64168,-0.06455,0.29948,-0.51528,-0.47081
13.44584,14.41978,-2.11906,1.30850,0.27359,0.05782,1.02535,-0.38361,0.59172,0.71831,0.11618,-0.86392
13.32604,14.01172,0.44420,0.82119,0.09887,0.02263,0.66248,0.36113,-0.55612,0.88897,0.16849,0.86043
13.29838,14.53836,-1.37257,1.10504,0.26163,0.41756,1.17142,-0.97488,-0.18281,0.70618,-0.41960,-0.87267
12.60299,14.21055,-0.24261,1.44021,0.82644,0.59131,0.67279,-0.29924,0.52702,0.85026,-0.44160,0.34934
13.66230,13.99423,0.52242,1.12988,0.20559,0.13889,1.00645,0.33152,0.39519,-0.18728,-0.00548,0.94078
12.93579,14.76977,-1.18400,0.38960,0.87586,0.02108,1.25923,0.04876,-0.70405,0.19389,-0.07665,-0.14921
12.96330,14.05819,-2.66149,0.78145,0.08640,0.07332,1.11250,-0.65942,0.27635,-0.57486,-0.19877,0.86227
12.50764,15.05989,0.79671,0.31340,0.92227,0.24787,0.83362,-0.67795,0.76221,-0.27304,-0.41178,0.74610
13.19102,14.62897,-1.21578,1.12804,0.20446,0.12875,1.18896,-0.92511,0.51654,0.26924,-0.26251,0.89425
13.61652,14.71435,-0.52022,1.33569,0.27708,0.03426,1.24213,-0.76696,-0.74346,0.30900,0.09068,0.58480
13.66099,14.36174,-0.64261,1.43446,0.45122,0.42955,1.29111,0.06898,-0.60482,0.52044,-0.31727,-0.86395
12.87674,15.05054,-0.99548,1.47701,0.90161,0.45664,0.71652,0.98980,0.75446,-0.92672,0.07822,0.31375
12.72667,13.88349,-1.15473,0.80254,0.08114,0.49619,0.85823,-0.13019,-0.20280,0.29261,-0.11298,-0.28234
12.84444,14.52839,0.57273,1.00338,0.74403,0.49649,0.78156,-0.74167,0.15798,0.73256,-0.07735,0.50472
12.99303,14.24713,-0.72998,0.93540,0.45960,0.36151,1.24571,0.51344,0.20236,-0.17555,0.16470,0.86095
12.63070,14.42234,-0.40878,0.91539,0.98284,0.47326,1.32630,-0.86882,-0.13513,0.89606,0.10830,0.81997
13.07447,14.83435,-1.73214,0.55628,0.95536,0.01900,1.05788,0.83038,0.55815,0.39480,-0.53684,0.20223
12.97043,14.19318,-2.79051,1.19591,0.39986,0.14361,0.87116,0.42157,0.33865,0.35460,-0.64604,0.78892
12.72201,13.96329,0.01710,0.59268,0.66401,0.26293,0.98724,-0.50999,-0.29028,0.25086,-0.12298,-0.38395
12.97638,14.57205,-1.20460,0.99311,0.35210,0.19130,0.78504,0.74095,-0.57046,-0.07268,-0.33151,-0.32890
13.17790,14.94071,-1.84482,1.28061,0.70293,0.20776,0.99692,0.91676,-0.72051,0.16185,-0.40412,-0.20917
13.34808,13.98878,-1.51846,0.66082,0.08264,0.41325,1.36771,-0.25491,0.06523,-0.57344,-0.12935,0.46351
13.41727,13.70299,-2.28206,1.46112,0.23861,0.22640,1.13350,-0.42026,-0.28469,-0.14952,-0.00638,0.02273
13.41257,14.65653,-1.79747,0.54841,0.25104,0.36912,1.14213,0.08799,0.00138,0.50024,0.07315,0.02520
13.02236,15.07042,-1.75286,0.73918,0.82257,0.45395,0.70136,0.75271,0.27627,-0.99689,-0.22396,-0.56383
13.56924,14.73223,-2.76431,1.13030,0.33896,0.03782,1.45601,-0.34740,0.47775,-0.54148,0.19355,-0.82356
13.55047,14.15940,-2.53841,1.45348,0.70858,0.49018,1.19356,-0.68939,-0.44394,-0.22920,-0.65736,-0.17926
13.17668,14.10592,-2.09372,0.40108,0.07414,0.30620,0.85122,0.82207,-0.53465,0.15289,-0.46208,0.03859
12.98006,14.35839,-0.57264,0.87463,0.85947,0.25254,1.44127,-0.79576,0.84919,-0.98235,-0.30750,0.54155
13.09840,14.02116,-2.09064,1.24615,0.84400,0.01199,0.93872,0.74349,-0.26592,0.23347,-0.12772,0.95126
13.12090,13.86959,-0.29642,0.51506,0.59573,0.24824,1.16226,0.05229,-0.08684,0.71143,-0.43408,0.16369
13.50965,14.55768,-2.22758,0.87907,0.93629,0.21833,1.45305,0.11208,0.56087,0.80341,0.14945,0.79469
13.11606,14.73510,0.62475,1.32389,0.18810,0.56247,1.25680,0.13023,-0.10951,-0.00024,-0.17103,0.45951
13.58110,14.87933,0.90472,1.38094,0.05405,0.13165,0.86225,-0.04676,0.88311,0.45908,0.05654,0.06507
12.65843,14.56663,-2.35793,1.23379,0.09052,0.09840,1.37896,0.37088,0.37743,0.99978,-0.00017,-0.23121
13.37912,13.66074,-1.95330,0.70279,0.77362,0.26418,1.05640,-0.80397,-0.08656,0.37670,-0.20904,-0.72455
13.69459,13.69834,-2.84460,0.53784,0.74138,0.47045,1.00426,0.85339,-0.80864,0.99320,-0.38496,-0.01142
13.65077,14.43775,-1.61243,0.93715,0.17046,0.49827,0.88032,0.17883,0.24140,-0.22051,-0.61685,0.43343
12.57216,15.02605,0.23639,0.65336,0.70417,0.11030,0.80833,-0.04672,-0.62010,0.83099,0.12978,0.15710
12.89546,14.67835,-2.16349,1.39247,0.55232,0.44213,0.98428,0.13064,0.34271,-0.55155,-0.12685,0.92626
13.65074,13.60626,-2.33362,1.43803,0.36138,0.18523,0.82327,-0.88136,-0.58655,0.49188,0.14575,-0.77702
12.98470,13.61633,0.52011,0.30990,0.98344,0.58122,0.67271,0.14210,0.75337,0.95608,0.06935,0.57689
13.03323,13.99478,-1.98078,1.32715,0.94083,0.37976,1.09344,0.00440,0.50411,-0.19747,-0.28993,0.91325
13.48995,14.39759,-2.35041,0.80927,0.40531,0.23474,0.96054,-0.78391,-0.56069,-0.07808,0.00274,-0.13499
13.58052,13.92482,0.40043,0.56962,0.24515,0.40847,1.29576,-0.34898,-0.70264,0.58098,0.15877,-0.65826
13.04467,14.16363,-0.01297,0.81929,0.45292,0.23933,1.31387,-0.57059,-0.68529,-0.80733,0.10848,-0.52522
12.69764,14.85371,-2.56927,1.22102,0.29438,0.22635,1.37429,0.05042,0.77671,-0.05092,-0.44966,0.84953
13.55870,14.87670,0.22382,0.64530,0.97916,0.60014,1.20533,0.57486,0.08579,-0.81556,-0.41103,0.28722
13.22162,14.81554,-1.56731,0.58843,0.45546,0.26100,1.39957,-0.68339,0.62774,-0.26959,-0.22908,0.04119
12.85621,14.48775,-2.12583,1.11714,0.41297,0.22252,0.85970,0.60196,0.45864,-0.60905,0.05214,0.76816
12.52528,13.90105,0.85725,0.38298,0.54011,0.19256,1.15944,-0.39941,-0.63668,-0.88740,0.11177,0.13301
