# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.57393,13.75858,-0.09943,0.77765,0.96055,0.60395,0.84332,-0.08201,-0.74832,-0.98032,-0.59310,-0.88301
13.26763,13.87100,-1.02656,1.39062,0.56961,0.23034,1.14003,-0.37869,-0.04497,0.22154,-0.52053,0.56378
13.22128,14.23030,-0.76468,0.30518,0.74122,0.27852,0.68237,0.54861,-0.80147,-0.55967,-0.19029,0.56319
13.00531,13.75285,0.15055,1.07625,0.59864,0.49035,1.29412,0.08498,0.49063,0.52360,-0.31940,-0.33632
12.69763,14.75248,-1.43299,1.21436,0.32191,0.43713,1.27927,0.38109,-0.17447,-0.97080,-0.11569,-0.59361
12.58914,14.26647,-2.49429,0.39255,0.77197,0.07586,1.07513,-0.22743,-0.66652,-0.31145,0.07189,-0.58415
13.16369,14.39056,-2.15756,0.55684,0.29384,0.44992,1.44394,0.93584,0.15194,-0.50195,-0.02454,0.50373
13.57805,14.98816,-2.88317,0.66293,0.21618,0.15847,0.81800,0.74686,0.02461,-0.19290,0.13509,-0.22392
12.79677,13.61089,-1.98345,0.42352,0.03930,0.46207,0.70513,0.25355,0.12401,0.30050,-0.66526,0.03921
12.71255,14.01903,0.84125,0.82361,0.74795,0.30523,1.17293,0.88759,-0.67724,-0.18358,-0.33408,-0.15184
13.04408,14.42964,-0.92319,0.59226,0.92284,0.22685,1.00050,0.46161,0.81131,0.86759,-0.41837,-0.04509
13.21174,13.84222,0.26325,0.37862,0.29132,0.26078,1.31195,-0.46169,-0.83107,-0.43530,-0.64838,0.10004
12.98986,14.55782,0.35914,0.48880,0.09204,0.40033,1.00875,-0.09629,0.28197,0.55301,-0.41264,0.74265
12.63036,13.99986,0.93405,0.30861,0.22773,0.14076,1.19470,-0.05102,-0.98981,-0.32432,-0.12038,0.11565
13.24816,14.54636,-2.10098,0.76474,0.44797,0.23962,0.94346,-0.12800,-0.71119,-0.73067,-0.07174,0.18256
12.70569,14.77562,-0.33242,0.47906,0.94889,0.02837,0.64485,0.26929,-0.84950,0.88972,-0.35515,0.44223
13.05637,14.65051,0.02162,0.63713,0.69323,0.09856,1.13653,-0.55198,0.37716,-0.87833,0.09599,-0.01804
13.67248,14.33420,-2.00908,1.28101,0.37486,0.47772,1.08672,0.71839,0.07013,-0.04003,0.08729,0.84037
13.18953,13.76427,-2.77468,0.60277,0.57622,0.49693,1.07427,0.11753,-0.63110,0.93965,0.09202,0.83573
12.53280,14.00362,-1.13609,1.08171,0.06580,0.00707,0.72285,0.89222,0.75472,-0.12142,-0.02742,-0.77621
13.22900,14.81004,-2.84895,1.38391,0.04773,0.52553,1.33987,-0.35699,-0.24189,-0.24848,-0.55085,0.23466
12.99416,14.36804,-2.89766,0.36955,0.29386,0.55122,1.18255,-0.67887,-0.50345,-0.33352,-0.56974,0.35067
13.35787,14.76097,-1.80340,1.37242,0.79272,0.47201,0.85328,-0.16590,-0.10158,-0.06107,-0.15317,-0.57083
12.89113,14.29383,-0.23338,0.65115,0.46177,0.53589,1.07711,0.25437,-0.12088,-0.31188,-0.13487,-0.30628
13.04298,13.68128,-0.56987,1.40198,0.87743,0.05619,1.37035,-0.84236,0.54556,-0.64120,-0.62747,0.31210
