# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.22450,14.78276,0.46959,0.81415,0.28655,0.31599,1.48292,0.08065,-0.42679,-0.43065,0.13125,-0.27213
12.61486,14.90075,-0.84131,1.12471,0.09864,0.59796,1.23896,-0.89374,-0.94609,-0.12927,0.01197,-0.78663
13.15803,13.80341,-2.26791,0.39498,0.31459,0.27261,0.96684,0.77342,-0.90536,0.27635,-0.50349,-0.18807
12.70270,14.32020,-2.89028,0.30989,0.08882,0.57306,0.77257,-0.45315,0.40925,0.64766,-0.04739,-0.03748
12.60884,13.64859,-2.35349,1.02430,0.34450,0.52109,0.99257,0.49547,-0.40213,0.48416,-0.47100,0.57798
13.36106,13.67005,-2.32854,0.55423,0.04641,0.45857,0.85727,-0.13393,-0.53430,0.67390,-0.53972,-0.85105
13.49964,13.95290,-0.40742,0.46289,0.64590,0.16225,1.07269,-0.52873,-0.59054,0.55199,0.07552,-0.65997
13.51781,14.63636,-2.57316,1.46849,0.52636,0.06838,1.08809,0.84567,-0.41765,0.49193,-0.09558,0.87410
13.09353,14.21577,-2.62796,0.32814,0.77219,0.55660,0.69821,0.49165,-0.81338,-0.76683,-0.56368,-0.15401
12.52221,13.70392,-2.65139,0.89576,0.83541,0.35435,0.98620,-0.73746,-0.97353,0.62066,-0.18742,-0.24040
12.55248,14.55039,-1.38178,0.93905,0.25716,0.53148,1.11708,-0.18962,0.69388,-0.83752,-0.20726,-0.35370
12.62929,13.97145,0.01223,0.32907,0.28562,0.46607,1.25714,0.32214,0.83191,-0.86002,0.02625,0.64758
13.63860,14.05189,-1.68500,0.53031,0.14761,0.43284,1.47490,0.86994,-0.43372,-0.47728,-0.24063,-0.41796
13.16576,14.55209,0.79252,0.51600,0.56063,0.53988,1.34900,-0.55546,0.38081,-0.67627,-0.40295,0.34454
12.92688,14.42725,-0.97374,1.36936,0.78564,0.44637,0.86278,0.89956,0.15150,0.91372,-0.04690,0.71717
13.35681,14.52543,-2.41838,0.76402,0.93232,0.60928,0.58763,0.04252,-0.00651,0.98741,0.19242,-0.56368
12.55499,14.78483,-2.88837,0.54056,0.69775,0.47530,1.41019,0.19407,-0.59843,-0.58694,-0.50482,-0.52093
13.50034,13.93595,-1.92736,0.43469,0.49499,0.09123,0.80623,0.24258,0.70414,0.94880,-0.35101,0.52069
13.28755,14.50319,-2.08350,0.47424,0.12890,0.38323,1.41356,0.47642,0.63446,-0.57155,-0.25488,0.20262
13.04796,14.60904,0.27447,0.56970,0.73914,0.16752,0.97149,0.09266,0.58251,0.86266,-0.50574,0.28813
12.60850,13.78314,-1.73626,0.39261,0.83739,0.58604,0.90040,0.97253,-0.12240,-0.00290,-0.22517,0.95494
13.33275,15.08645,0.80201,0.55900,0.29233,0.53922,1.28191,-0.84499,-0.41297,-0.30497,-0.38548,-0.85839
13.33366,14.34416,-2.48893,0.43442,0.41713,0.30250,1.44616,0.46322,0.85326,-0.21129,-0.05317,0.67634
12.80345,13.97293,-1.35297,1.31697,0.39572,0.05746,1.16912,0.80327,-0.40120,-0.81688,0.02029,-0.56816
12.61548,13.92502,0.56783,0.62127,0.96122,0.44435,1.46922,-0.11900,0.75925,0.35556,-0.28606,-0.18662
13.41011,14.92224,-1.58509,0.34302,0.29752,0.36414,1.01894,0.52983,-0.59943,-0.06094,-0.55997,-0.77519
12.64903,14.56921,0.01260,0.52375,0.72886,0.52919,0.79991,0.82631,0.56194,-0.53723,-0.31529,-0.33775
12.69245,14.32434,0.80611,0.81298,0.55278,0.00434,0.95576,-0.38058,0.60398,0.89808,-0.13841,0.13777
12.81744,14.37956,-0.20745,0.81573,0.34479,0.51647,0.70064,0.76259,0.40742,-0.63834,0.05286,0.08818
12.82311,14.49307,-1.44291,1.15588,0.73667,0.21315,0.67158,0.47976,0.68872,-0.87216,-0.27888,-0.42803
13.17433,14.90086,-2.22103,1.30322,0.41950,0.41035,1.30183,-0.06924,-0.22236,0.64669,-0.52898,-0.62259
13.33903,15.01511,-1.09475,1.15255,0.68208,0.12372,0.80160,0.65186,0.33681,0.68665,0.19651,0.63847
12.78250,13.91018,0.90397,0.92595,0.58460,0.18567,1.03658,0.87854,0.15333,-0.93330,-0.42135,0.83071
13.18075,14.18596,-1.70938,0.61177,0.39795,0.11735,1.23154,-0.43315,-0.68783,-0.72721,-0.11162,-0.63820
13.07398,13.99294,-2.12416,0.55627,0.65205,0.26847,0.77372,-0.97442,0.22228,0.78118,-0.36469,0.46883
13.50225,14.63260,-2.03094,1.12099,0.17841,0.54931,0.84474,0.41644,-0.05632,0.53783,-0.10227,-0.35940
12.80253,14.60877,-1.06613,0.81177,0.01116,0.35541,0.95031,-0.38949,-0.57311,0.60223,0.03072,-0.50014
13.58616,14.75748,-1.41164,0.62537,0.56603,0.19078,1.45779,-0.03499,0.81603,-0.89647,0.07532,-0.47092
12.84741,15.00499,0.12372,1.23028,0.25041,0.41624,0.80189,0.93495,0.65375,0.08430,0.19890,-0.81060
12.61725,14.06965,-0.33150,0.89806,0.26214,0.48772,1.28664,0.63966,-0.45909,0.18774,-0.61693,-0.26897
12.86847,14.50874,-1.23720,1.05171,0.45893,0.43322,0.77270,-0.56084,-0.31826,-0.45016,-0.30985,0.07129
13.56720,14.47989,0.13521,1.19040,0.15270,0.25544,1.37422,0.37370,0.04013,0.79985,-0.17608,0.80406
12.74619,13.97710,-0.14115,1.04678,0.87191,0.14429,1.22896,0.71526,-0.53450,0.24229,0.19257,-0.35237
13.47487,13.81076,-1.37221,0.60663,0.52933,0.11483,1.03585,-0.88475,-0.60627,-0.51788,0.19458,0.71654
13.20128,14.73802,-1.82621,0.35083,0.10607,0.34723,0.88589,-0.87089,-0.71697,0.65194,-0.01092,0.32996
12.65382,14.29949,0.37359,0.60059,0.86804,0.06319,1.05267,-0.64618,0.89224,0.75383,-0.46104,0.91560
13.12869,14.52440,0.29864,0.38072,0.23000,0.02612,1.48555,-0.50711,0.24372,-0.80813,-0.43384,0.84179
12.86976,14.27470,-1.57689,0.62663,0.66634,0.08965,1.15031,0.39894,-0.01769,0.41416,-0.34349,-0.00980
13.28304,14.60365,-1.68244,0.30595,0.89530,0.39614,1.34420,-0.56649,0.16218,0.06821,-0.44390,-0.39261
13.43220,13.61694,-1.34880,0.54659,0.49935,0.44494,0.68298,0.69082,-0.65170,-0.09797,-0.05143,-0.23648
12.90937,14.14849,-2.96655,1.02132,0.29534,0.52515,0.67854,0.70495,0.20244,0.76736,-0.65021,-0.30994
13.23489,14.47986,-2.70476,0.88384,0.49012,0.27797,0.87752,-0.25018,-0.81833,0.85773,-0.48308,-0.09095
12.54924,14.02179,-1.10230,1.44262,0.78470,0.44731,0.80339,0.49357,0.31380,0.02882,-0.02643,0.57975
13.00407,14.76378,-0.19818,1.30113,0.44350,0.35532,0.75577,-0.92011,0.66391,0.05111,-0.35270,-0.95383
13.19020,14.05448,-2.51268,1.33783,0.76750,0.02208,1.09968,-0.75057,-0.34917,0.63023,-0.19771,0.75107
13.42927,14.12072,-0.25804,0.98045,0.82850,0.40244,1.26348,-0.81022,-0.02608,0.93792,-0.21202,0.94789
12.55174,13.61469,-2.03177,0.94169,0.87977,0.14436,0.70412,-0.46745,-0.98571,0.86720,0.13669,0.82746
