# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.37802,14.07635,-0.41952,1.33928,0.87291,0.16229,0.90154,0.11458,0.83110,0.97830,-0.45339,-0.70306
12.65287,14.52466,0.48922,0.85219,0.36655,0.12930,1.15233,-0.35869,0.45016,-0.38402,-0.27936,0.37500
13.69269,13.84035,-1.22875,1.29333,0.48236,0.44024,1.01997,-0.88856,0.12846,-0.08825,0.03986,-0.33089
12.84239,14.66950,0.66317,1.06668,0.11828,0.36416,1.16760,-0.32286,0.83148,0.25427,-0.19231,-0.63412
13.05836,13.63037,-1.68039,1.39350,0.87963,0.27004,1.12593,-0.80499,0.91165,-0.21856,0.06832,-0.84001
12.69636,15.05177,-2.12682,0.35884,0.84660,0.56915,1.42957,-0.07942,0.74723,-0.33198,-0.46108,0.85578
13.08396,14.17353,-0.74101,0.99467,0.18449,0.14221,1.13540,0.46666,0.86653,0.93254,-0.26799,-0.95906
13.36132,14.65321,0.43419,0.97430,0.48875,0.57328,0.68525,-0.74091,-0.29716,0.82437,-0.45234,-0.69661
12.84418,14.74973,-2.29541,0.74774,0.96728,0.02223,1.26841,-0.30064,0.40409,0.07711,-0.38915,0.75832
13.03743,14.24162,-0.56833,1.05588,0.69720,0.05637,0.90556,0.24902,-0.46262,-0.04486,-0.38370,0.29885
12.81861,14.05973,-2.73508,1.14207,0.23685,0.16555,0.66568,-0.09313,-0.93765,0.71248,-0.40075,0.82403
13.57803,14.53185,0.49222,1.17598,0.81691,0.24010,1.05005,0.41868,-0.09143,-0.76934,-0.35906,-0.06530
13.04827,14.28681,-0.83416,1.42360,0.33277,0.60956,0.86070,-0.27742,-0.56715,0.83426,-0.46467,-0.83750
12.70323,13.97605,-0.75986,1.23834,0.35448,0.60053,0.64263,-0.77170,0.83887,0.64238,0.15717,-0.60843
13.02969,14.97459,0.00411,1.10061,0.08245,0.00235,1.21453,0.42749,-0.62369,-0.18497,-0.39011,0.62832
12.91001,14.16406,-1.01587,0.46264,0.91330,0.50410,1.46532,-0.87255,-0.92523,-0.76808,0.11512,0.08586
13.58115,14.94953,0.76096,1.03868,0.96811,0.41817,1.04299,-0.91657,-0.74415,-0.60903,-0.32941,0.21729
12.78806,13.89018,0.15622,0.98498,0.67932,0.12414,1.30197,-0.25211,0.59174,-0.12720,-0.20324,0.27820
12.64465,14.17804,-2.69967,0.87054,0.15790,0.29833,0.80442,0.04019,0.00001,-0.74654,-0.09580,-0.31752
13.46447,14.55945,-1.34707,0.66915,0.24534,0.53879,1.14335,-0.66203,0.36062,-0.76580,-0.02137,-0.12943
12.94828,14.20094,-1.46109,1.26012,0.96290,0.56090,1.30854,0.54722,-0.69706,-0.32417,0.00434,-0.77623
13.68132,14.57665,-0.24669,0.55914,0.47435,0.10651,0.62696,0.19829,-0.21611,0.43763,0.16027,0.14223
13.03323,15.02732,-0.60874,0.30546,0.45664,0.09261,0.89098,-0.14189,-0.26492,-0.00955,-0.30819,-0.19786
13.65224,15.01663,-0.71138,1.43312,0.62959,0.06396,0.89143,-0.39208,-0.32563,0.85652,-0.48751,0.93064
12.54094,14.37476,-1.81399,0.52205,0.98059,0.14552,0.97755,-0.50916,-0.51620,0.42667,-0.56920,0.35017
13.48252,14.78657,-2.92400,0.54105,0.37948,0.42359,1.14286,-0.85570,-0.47791,0.12591,0.14887,0.44224
13.33934,14.31138,0.43056,1.38744,0.56779,0.35890,1.26652,-0.83764,0.81792,-0.86824,-0.52163,0.86858
12.51803,14.96671,-2.15301,0.50811,0.57632,0.20241,1.23828,-0.67111,0.47092,-0.08149,-0.04081,0.25270
13.65032,13.78990,0.80051,1.26524,0.79200,0.43208,0.73419,-0.27393,-0.20970,-0.65876,-0.03795,0.24255
12.79858,14.30163,-1.71025,1.21466,0.48603,0.40942,0.89264,-0.44757,0.27047,-0.10940,0.03904,-0.24561
13.35462,14.23320,-1.66396,0.59795,0.91492,0.19419,0.75384,-0.91414,-0.74848,-0.34803,-0.14532,0.46031
13.33183,13.79148,-1.87459,0.36689,0.50631,0.51642,0.93203,-0.20517,-0.47871,0.29951,-0.32394,0.33330
13.66694,14.66475,-0.57612,0.71237,0.95690,0.16138,0.76082,-0.33865,-0.43413,0.26557,0.09407,-0.18476
13.33830,14.32857,-1.27366,1.15337,0.91797,0.24559,1.47173,-0.59368,-0.35928,0.30216,-0.34086,0.61254
13.28241,13.60979,0.93993,0.67872,0.84120,0.20418,1.10341,-0.65406,0.08770,0.52891,-0.26501,-0.32895
12.93541,13.79334,-2.62979,1.41985,0.70190,0.14906,0.91560,-0.56379,-0.79718,0.70508,-0.20254,0.68497
13.13960,14.20830,-0.34852,0.43236,0.84002,0.38196,0.96020,0.66402,-0.68990,-0.39482,-0.02221,0.17870
13.18582,14.10722,-0.46758,1.25475,0.34248,0.51212,0.75692,0.85845,-0.11083,-0.99517,-0.53694,-0.70085
13.65319,14.29815,-0.04929,1.45779,0.17589,0.33537,1.17826,0.86152,-0.10375,-0.45013,0.11021,-0.64140
12.54755,14.65907,0.84255,1.27157,0.03309,0.25008,1.28485,-0.95763,-0.92292,-0.86442,-0.20960,-0.82074
13.50782,14.64897,-2.93819,0.62062,0.65056,0.07244,1.43009,-0.64062,-0.73308,-0.01203,-0.63461,-0.77491
12.51464,14.44420,-0.65847,0.76341,0.16521,0.13090,1.40646,0.71587,0.58679,-0.28058,-0.37414,-0.07646
12.73882,13.85622,-0.65741,0.88535,0.54505,0.24930,0.81567,-0.27816,-0.93405,0.29287,-0.37977,-0.72164
13.01549,14.02054,-0.42875,0.71217,0.87599,0.14870,1.07592,-0.35930,0.53154,0.95840,0.10355,0.07946
13.44075,14.04665,-1.45573,0.45666,0.26004,0.42071,1.00593,0.43399,0.53538,-0.64366,-0.41455,-0.60258
12.94268,13.88213,0.34425,1.10588,0.77767,0.20193,0.66464,-0.73002,0.19935,-0.76898,-0.33520,0.91145
12.62341,14.15627,-1.92997,1.03051,0.38843,0.46534,1.20099,-0.71393,0.49058,0.52944,-0.34102,0.11126
12.85846,14.18729,0.43468,1.29919,0.76042,0.11367,0.84439,0.11392,-0.92963,0.07827,-0.09168,-0.28393
13.41189,13.82913,0.15930,1.05939,0.88384,0.02482,1.36442,0.79196,0.19266,0.62816,0.03456,-0.72964
13.04032,15.02954,0.82426,0.81863,0.32503,0.19459,0.88879,-0.33210,0.67839,0.51104,0.01129,-0.29201
13.23798,14.34199,-1.66709,0.84925,0.24412,0.19204,1.47639,-0.31154,0.39183,0.23313,-0.62023,0.52087
12.78804,13.64968,0.91151,0.36248,0.95845,0.14064,1.01013,-0.12375,0.65150,0.84190,-0.14477,0.94536
13.49039,14.29202,-2.26924,0.45137,0.98382,0.51066,0.91038,-0.89291,0.30498,-0.32410,-0.53292,-0.23215
12.67937,14.74829,-1.33023,1.38456,0.66289,0.03554,1.06505,0.67218,-0.82661,-0.84900,0.09420,-0.42446
12.90651,14.18321,-0.52192,0.96086,0.89944,0.57198,1.30825,0.92085,-0.96711,-0.64250,0.00856,0.77134
13.69100,13.74378,-1.21973,0.67600,0.41854,0.54724,0.82458,0.46700,-0.80762,-0.08527,-0.44934,-0.35764
13.68105,14.03903,-1.72728,0.88232,0.65415,0.32991,1.00744,-0.73849,0.54422,0.47716,-0.57035,-0.24577
13.40441,14.81310,-2.54956,0.51867,0.12919,0.26121,1.40295,-0.53234,0.25726,-0.93655,0.17969,0.45339
13.32970,14.67210,-1.96584,1.37667,0.80255,0.27055,0.69315,0.10834,-0.72004,-0.65582,-0.13946,0.55322
13.22127,14.12949,-0.80121,1.41792,0.51878,0.39526,0.72823,0.40649,-0.31039,-0.31524,-0.23677,0.46311
13.12443,14.67905,-2.90593,0.63502,0.37229,0.51360,1.36761,0.06041,0.70457,-0.55521,0.17812,-0.57276
13.05821,14.81823,0.39507,0.93193,0.65335,0.42068,0.83002,0.68138,0.76648,0.35673,0.16164,0.15327
13.12208,15.00572,-1.75759,1.37972,0.42301,0.54979,0.68043,0.94278,-0.66738,-0.03784,-0.52646,0.56840
13.33892,14.75267,-1.49728,0.97852,0.35912,0.23180,0.91216,-0.57503,0.24392,-0.97958,-0.66770,-0.32140
12.92643,14.37490,0.69727,0.71620,0.01090,0.44586,1.11808,0.01995,-0.34824,-0.62055,-0.17547,-0.74989
12.61954,13.72897,-1.43510,1.08014,0.36261,0.44311,1.28600,0.94425,-0.33619,0.61197,0.06229,0.29957
13.21778,13.68398,-0.19683,1.25626,0.09943,0.15762,0.81266,0.86697,0.17689,-0.26370,-0.44377,-0.06562
13.63267,13.65038,0.49313,0.91784,0.57344,0.55431,1.19015,0.87022,0.91409,0.62142,-0.26597,0.17240
12.98280,14.83673,-1.76962,1.10032,0.40045,0.42428,1.14381,-0.79342,-0.14524,0.52425,-0.32036,-0.67533
12.75569,14.20442,0.13762,0.38905,0.02743,0.59512,0.75606,-0.63911,-0.42563,-0.97020,-0.11445,-0.81657
13.40003,14.26107,-2.72550,0.80207,0.98748,0.14699,0.63570,0.92138,-0.67769,0.66192,-0.46010,0.25475
13.40721,14.28323,-0.59792,1.13914,0.33061,0.40106,1.24673,-0.54602,-0.81788,-0.41651,-0.23267,-0.51805
13.04013,14.68939,-1.81048,0.74948,0.10123,0.33139,1.37729,-0.36264,0.20427,0.14812,0.03257,0.69910
12.53337,14.33982,0.32073,1.47335,0.57481,0.07017,0.74696,-0.95773,0.72510,0.72051,0.05108,-0.16286
12.76301,13.85432,-0.94723,0.72448,0.92762,0.46477,1.22111,0.16645,-0.48453,-0.51511,-0.66362,0.60464
