# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.32109,13.84469,0.40864,1.36919,0.08990,0.50204,0.74043,-0.33547,0.19862,-0.68237,-0.40420,0.98648
12.83548,15.05498,-1.92094,0.73342,0.95812,0.51740,0.63223,0.57693,0.35517,0.70096,-0.45706,-0.43320
12.96055,14.43701,-1.94848,1.16090,0.23095,0.27211,1.08692,-0.52199,0.91354,0.53125,-0.52656,-0.71851
13.29965,14.24579,-1.30063,0.95982,0.60084,0.25463,0.87024,-0.91557,-0.59057,0.85481,-0.22802,-0.24369
13.21824,14.51565,0.61495,1.06896,0.34471,0.45706,0.58563,0.08321,0.43530,-0.88108,-0.41155,0.66828
12.71086,13.69250,-0.11195,0.81580,0.29584,0.48214,0.90725,0.90021,-0.37842,-0.93210,0.02152,0.64426
13.10880,14.17721,-1.47533,0.93559,0.52000,0.47669,1.44859,0.13776,-0.37166,0.06148,-0.20915,-0.96134
13.40584,14.23369,0.04107,0.30508,0.51682,0.00557,1.29542,-0.83336,0.54223,-0.34311,0.08969,-0.29556
13.09141,14.14169,-1.07553,0.75425,0.00157,0.38556,1.31226,-0.71425,-0.98376,-0.95922,0.14457,0.21327
12.79260,13.85835,0.38692,0.95424,0.25030,0.23803,1.42082,0.13339,0.21713,0.06061,-0.30274,0.59044
12.98922,14.55596,-2.75364,0.68710,0.92864,0.47347,0.60002,0.47616,0.17404,-0.81276,-0.46383,0.42487
13.51841,14.01614,-0.22782,1.12871,0.29655,0.03482,1.05405,0.38307,-0.03840,-0.59291,-0.42319,-0.00582
13.46954,14.84024,-2.54372,1.21475,0.12496,0.22629,0.79272,-0.22963,-0.88046,0.79002,-0.22935,0.20890
13.28943,13.87835,-0.72455,0.82202,0.92499,0.24187,1.18247,0.15153,0.85598,0.72756,-0.44126,0.98776
12.93467,14.87286,-2.97285,0.64557,0.30398,0.00177,0.96827,-0.28336,0.88607,-0.21910,-0.63205,0.46432
13.12614,14.46994,-1.40796,0.98663,0.11995,0.23441,0.74013,0.97425,-0.22425,-0.53625,-0.18952,-0.75606
