# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.10974,13.61757,-2.94834,1.14780,0.41540,0.47725,1.46684,0.21941,-0.48539,-0.45142,-0.45739,-0.07665
12.52345,14.22274,-2.07836,0.31535,0.49974,0.27576,1.44823,0.05570,0.57091,0.66810,-0.43610,0.07009
13.61754,14.09360,-1.63034,0.33329,0.71061,0.28833,0.99751,-0.79401,0.33138,0.78989,-0.62772,0.89222
13.35380,13.88512,-0.03410,0.90734,0.08235,0.00053,1.34607,-0.30216,-0.97353,0.14280,-0.25708,-0.30740
12.82773,14.49887,-2.58138,0.45030,0.30992,0.35068,1.24941,-0.36024,-0.27618,-0.39821,0.17284,0.02944
12.51969,13.84451,-2.44694,1.08489,0.10807,0.02715,1.24803,0.33320,-0.39295,-0.42729,-0.22240,-0.23204
12.62173,14.52347,-1.10542,0.78439,0.08061,0.41159,1.00270,-0.45969,-0.55217,-0.54372,-0.20017,0.90354
13.50857,14.29726,-2.20665,0.67769,0.21591,0.10877,0.66568,0.31015,0.54766,-0.72986,-0.00399,0.25812
13.27941,14.16492,0.81882,0.61785,0.86977,0.03478,0.74060,-0.03450,-0.90532,0.55754,-0.42619,-0.45215
13.63104,14.56257,-2.12940,1.44010,0.18188,0.38358,1.40801,0.79485,0.22052,-0.33587,-0.23533,0.26014
12.77210,13.72777,0.81147,0.89377,0.48424,0.54293,0.86399,-0.19442,-0.24944,-0.15053,-0.59026,0.67949
13.60921,14.60860,-1.03221,1.32746,0.06446,0.52752,1.20195,0.88383,0.68331,-0.17906,-0.07993,0.67323
13.19874,14.43992,-1.93142,0.88991,0.89018,0.50977,1.31753,-0.09632,0.01533,-0.25743,-0.60982,0.79494
12.51448,14.40601,-1.00885,0.42996,0.85181,0.45952,0.64839,0.97478,0.67486,-0.45615,-0.41980,-0.09472
12.89356,14.44170,-1.42791,0.95241,0.31933,0.04566,1.45439,0.96132,0.70303,-0.04763,-0.27323,-0.43495
13.37299,14.77563,-2.10638,1.46875,0.33241,0.11025,1.33691,-0.28652,-0.15225,-0.34921,0.18476,0.00576
13.33399,14.32766,-2.80028,1.13084,0.70908,0.19656,1.45825,0.60895,-0.03900,0.06894,-0.56973,-0.56413
13.51704,14.69402,-1.38172,1.43288,0.40043,0.06591,1.25472,-0.51665,0.71832,0.03682,-0.56082,0.10033
13.52147,13.67189,-2.72961,1.34981,0.12657,0.46296,1.47733,-0.59865,-0.40410,0.25558,0.02659,-0.61148
12.77322,14.46111,0.27638,0.64626,0.22339,0.16574,1.22405,-0.64898,0.16751,0.30689,-0.36596,-0.78479
12.54404,14.78998,-0.06034,0.86820,0.34827,0.06821,1.37712,-0.57517,-0.54906,0.97864,-0.26557,-0.00784
13.34152,13.67134,0.76111,1.06817,0.47507,0.29474,0.78761,-0.68734,-0.92071,0.68639,0.12397,-0.40309
12.56848,14.72272,-0.71199,1.15976,0.44800,0.40826,1.48682,-0.68626,0.11315,0.29646,0.02356,-0.16076
13.16257,14.06573,-0.67850,1.29618,0.50491,0.24523,1.06901,-0.07377,-0.23551,-0.53624,0.10926,0.25349
13.57333,14.88655,-1.60237,0.67457,0.50219,0.59808,1.33778,-0.27701,0.13679,0.70896,-0.55365,-0.84508
13.67050,14.35742,-0.89939,1.29509,0.68272,0.46218,0.92866,-0.90055,-0.00367,0.86210,-0.43495,-0.12278
13.50915,14.44471,-2.36927,0.69794,0.83968,0.17252,0.76269,0.03598,0.64021,-0.66541,-0.10956,-0.48073
13.21191,14.75194,-1.38650,0.97816,0.03900,0.06132,0.69206,0.19629,0.81269,0.24569,0.11229,-0.78038
13.14635,13.81905,0.58346,0.83262,0.89728,0.33608,1.19777,-0.20216,0.37369,0.63296,-0.62289,0.64611
12.50494,14.47974,-0.83627,1.22844,0.94828,0.20383,0.67841,0.55126,-0.18874,0.17754,-0.39406,0.04551
12.88268,14.61930,0.54956,1.40072,0.30433,0.57974,0.83570,0.89296,-0.18602,0.03454,-0.52697,0.79941
13.26484,14.86594,-0.55335,0.67943,0.37249,0.54180,0.74116,-0.79168,0.53897,0.16038,0.18328,0.72765
13.08673,14.05140,-2.95538,0.41943,0.15304,0.46971,0.89736,-0.22519,0.69334,0.63522,-0.22539,-0.96518
13.20029,14.58728,-1.03406,0.69400,0.98471,0.36613,1.24495,0.74662,0.23910,0.09155,-0.44944,0.35442
12.91546,14.13023,0.39513,0.30058,0.58724,0.15489,1.35344,0.80556,0.61042,-0.74726,-0.63290,0.22974
12.89962,13.77894,-0.79067,1.30451,0.87338,0.34340,0.78134,-0.31833,-0.29693,-0.63474,-0.24533,0.43930
13.40812,14.09035,-1.10911,0.64261,0.23494,0.20879,1.39041,0.08416,-0.68403,-0.68854,0.09825,0.32882
12.68132,14.91607,0.83132,0.85349,0.44603,0.60909,1.12284,0.26716,-0.38313,0.43656,-0.66978,-0.58377
12.65350,14.28369,0.91974,1.24726,0.67703,0.08030,1.33101,0.34865,-0.44440,-0.64745,-0.58703,-0.27897
13.21217,13.76619,0.47138,1.08477,0.19393,0.53904,0.82503,-0.77319,0.87128,-0.75854,0.12533,-0.09362
12.77051,14.32585,-1.24736,0.88114,0.28492,0.14230,1.22780,0.37221,0.87856,0.79964,-0.29866,0.83721
13.13804,13.66299,-1.04781,1.36538,0.75980,0.17472,1.05547,0.93191,-0.69791,0.27420,-0.51777,-0.11170
12.72140,14.36770,-0.52903,0.69351,0.23451,0.24912,1.15588,0.64714,-0.91527,0.71659,-0.37332,-0.33080
12.87597,14.94308,-0.03722,0.92970,0.48785,0.42514,1.16634,0.65318,-0.39011,0.44327,-0.53744,0.10098
13.20913,15.06645,-0.26788,1.23918,0.60003,0.60710,1.36759,-0.94160,0.56932,0.70993,-0.30431,0.90189
13.46416,14.15059,0.86587,1.19365,0.30172,0.34802,1.29640,0.65139,0.51918,0.16545,-0.03700,0.82740
13.63637,14.82052,0.41756,1.09390,0.05673,0.27475,0.58387,0.28715,-0.68212,0.62757,-0.00005,-0.52400
12.51976,14.13034,-1.83121,0.33602,0.87359,0.08450,1.00272,-0.10570,0.33359,-0.53221,-0.35353,-0.77667
13.51389,13.65965,-1.08302,0.73655,0.09010,0.37473,0.80666,-0.92290,0.56321,-0.04448,-0.48333,-0.89867
13.59901,14.37876,-0.33985,0.58861,0.92682,0.27797,1.10744,-0.63907,-0.47070,0.98783,-0.42938,-0.38502
13.40302,14.00675,-0.29314,1.07807,0.22688,0.21481,0.77631,-0.36282,-0.20824,-0.28674,-0.12844,0.74397
12.80412,14.10212,-1.11312,1.23231,0.71305,0.51874,0.58802,-0.19999,-0.05682,0.79584,0.07260,-0.46318
13.05851,13.74109,-0.03009,1.47066,0.21671,0.58556,1.31904,-0.52315,0.73173,-0.93355,-0.48961,-0.37775
12.51099,13.88848,-1.26010,0.40724,0.92882,0.43549,0.78915,-0.89037,0.22566,-0.13510,-0.01568,0.33544
13.65648,14.03055,0.21031,1.03109,0.97500,0.23502,0.70044,-0.89912,0.32524,-0.11154,-0.63750,0.28009
13.20171,14.84524,-0.12979,1.39042,0.50805,0.13354,1.04738,0.02079,-0.00990,-0.66812,-0.53143,-0.32281
13.25776,14.23204,0.51658,0.42479,0.33431,0.27859,0.75988,-0.53087,-0.45593,0.65297,-0.31444,-0.61691
13.20603,15.08215,0.66346,0.71457,0.78492,0.49870,1.04729,0.57430,-0.94473,-0.85336,0.01635,0.77968
13.50108,13.69323,-1.30840,0.43453,0.28602,0.22875,1.13689,-0.03567,-0.25126,0.65460,-0.37402,0.68030
12.78315,13.85302,-1.42138,1.28346,0.60090,0.09865,0.75039,0.57900,0.29820,0.66268,-0.42685,0.71917
13.53708,14.55572,0.94531,1.05304,0.27213,0.37072,1.16002,-0.52214,-0.15434,-0.60548,-0.23260,-0.10310
13.25815,14.72285,0.76977,0.54794,0.96909,0.07779,1.15854,0.69561,0.55086,0.21520,-0.36769,0.92038
13.31027,13.95385,-1.81571,1.13166,0.38256,0.51395,0.85756,-0.58769,0.40203,0.37382,-0.21899,-0.31396
12.97931,14.85662,-2.49996,0.63641,0.52655,0.09553,1.14850,-0.85691,0.68595,0.85466,-0.52586,0.59965
12.98723,14.84393,0.53518,0.42322,0.47728,0.22799,1.07810,-0.58367,-0.81917,0.52702,-0.43162,-0.88487
13.48018,14.83855,-1.19793,1.08166,0.15783,0.52183,1.10126,0.04911,-0.56216,0.62133,-0.18395,-0.95283
12.53254,14.09236,-0.85017,1.03359,0.16058,0.60581,0.90565,0.15737,-0.37864,0.12437,-0.49580,0.65239
12.72154,14.85279,0.83309,1.36354,0.36668,0.50543,0.62649,0.10694,-0.84099,0.20243,0.06617,0.83149
12.73922,13.95239,-2.95262,0.94057,0.29330,0.18393,1.20632,0.38809,0.56589,0.79548,0.15796,-0.33883
13.60088,14.77647,-0.86352,0.39950,0.00159,0.26643,0.80149,0.58279,-0.62704,0.21374,-0.16696,-0.60242
13.20286,14.80623,-2.12989,0.67301,0.65043,0.60995,1.17719,0.15587,-0.19359,-0.59582,-0.59761,0.19463
12.57437,15.09247,-0.34526,1.19077,0.57801,0.51518,0.76458,-0.05873,-0.58218,-0.94152,-0.22739,0.78767
12.85839,14.60777,-0.50628,0.31916,0.06928,0.53196,1.07210,-0.29454,-0.55081,-0.51778,-0.41437,0.18206
12.52560,14.31843,-2.52108,0.85907,0.68162,0.23117,1.19823,0.96016,-0.91903,0.19288,-0.28934,-0.37721
12.72340,13.61023,-1.80842,1.22917,0.81705,0.48462,0.99250,0.28209,-0.78813,-0.12140,-0.45668,0.86021
13.06328,14.37487,-0.80544,0.40904,0.38168,0.30644,1.44028,-0.67588,-0.68544,0.89160,0.12432,-0.20087
12.83929,14.17187,-1.34155,0.88519,0.67537,0.30544,1.00224,-0.69643,0.66246,0.30070,-0.33067,0.84173
