# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.03079,14.73302,-1.84347,1.27825,0.55351,0.21740,1.13596,-0.57775,-0.99108,-0.28583,-0.22345,-0.45854
13.62830,14.22462,0.24139,0.84778,0.80266,0.94971,1.94448,-0.72689,0.25189,0.43439,-0.39519,0.20914
12.06527,14.79705,-2.44515,1.14698,0.78083,0.01479,0.01499,-0.84614,-0.64828,0.73242,0.36577,0.57825
13.07527,13.15760,-3.26244,0.83444,1.25478,0.06379,0.27579,0.70673,0.54039,0.81529,-0.64684,0.46623
12.03138,14.73019,-1.07629,1.01638,0.05907,0.73177,0.57150,-0.68736,0.68007,-0.07495,-0.71863,-0.47002
13.11044,14.44655,-2.32017,0.75923,1.46610,0.26395,1.07025,-0.80133,0.77311,-0.38113,0.71087,0.37047
13.03941,13.86570,-1.44491,1.46376,1.34230,0.80802,0.56454,0.08173,0.98102,0.22760,-0.67845,0.04774
12.20868,14.23628,-1.72242,0.74571,0.61193,0.34786,0.29612,0.57980,-0.45051,-0.45351,-0.19338,-0.69012
12.34102,14.04286,0.58398,1.18999,0.57202,0.88824,1.55669,-0.43015,-0.84789,-0.54780,0.83680,-0.95386
13.82292,14.17082,0.86617,1.36297,0.49038,0.80149,0.45124,-0.26653,-0.37950,-0.66866,-0.91294,0.01531
12.18534,14.30300,-1.10679,1.10811,0.38316,0.64267,0.43300,0.91049,-0.60335,-0.78593,-0.96174,0.70025
13.34203,14.81318,-1.27077,0.90801,0.74547,0.50312,1.43601,0.24453,0.25738,0.02412,0.64058,-0.68328
12.31229,13.51022,-2.15215,1.12641,0.22551,0.16058,1.73490,-0.63272,0.86715,0.29576,0.61903,-0.91511
12.32518,13.48779,-3.13844,1.45298,1.42882,0.20186,1.19760,-0.53126,-0.93866,-0.75906,-0.45597,-0.14950
13.92777,13.07470,-1.51012,0.78974,0.93841,0.75095,0.86240,-0.85023,0.71811,-0.18358,-0.51771,-0.68818
12.06794,14.38393,-0.25871,1.31074,0.37978,0.32139,0.65861,-0.05773,-0.70101,-0.89392,-0.85884,0.79711
12.92479,13.48992,-0.77262,0.93273,0.30333,0.00592,1.88857,0.09541,-0.00398,0.42000,0.84908,0.09084
12.04527,14.99189,-0.55049,1.44524,1.48516,0.63008,0.01398,0.52986,-0.69027,-0.70252,-0.42438,0.82545
12.29569,13.04135,-0.35131,0.65150,0.56167,0.37097,0.63892,0.11046,-0.28995,0.09913,-0.75279,0.01918
12.12486,13.75702,-1.28132,1.39541,1.40168,0.96448,0.87014,-0.04476,-0.57691,0.84668,-0.10748,0.20520
13.74289,14.71015,-1.01286,0.70117,1.25950,0.50087,1.35891,0.18045,-0.79131,0.38513,-0.57316,-0.30818
12.21119,14.31847,-3.31586,1.00638,0.76842,0.81716,0.60448,-0.80521,-0.96241,0.75451,0.85603,0.86431
12.18339,14.00235,-3.41663,0.87596,1.37399,0.81910,1.74985,0.14832,-0.19031,-0.41978,0.84475,0.84569
13.93276,14.22414,0.22573,1.41469,0.61578,0.66617,0.43563,0.33513,-0.81864,0.68847,-0.50210,-0.11567
13.76934,14.19190,0.89264,0.60389,0.09661,0.85910,0.43583,0.38234,0.13750,0.37411,0.70365,0.89888
13.77489,14.80133,-1.31865,0.83732,1.48625,0.93087,0.68076,0.49845,-0.16421,-0.31523,-0.15448,0.92479
