# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.75716,13.79651,-1.56758,1.46646,1.09768,0.08737,0.60937,-0.12763,0.69361,-0.16507,-0.21463,0.42475
12.75208,13.71993,-1.89141,0.98528,1.27933,0.65724,1.21136,-0.53945,-0.35301,-0.37096,-0.92439,0.76968
12.52124,14.85943,-2.85446,1.32037,1.20921,0.30514,1.27190,0.16161,0.06872,-0.20326,0.34360,-0.01238
12.53283,14.80020,-1.78537,0.59500,0.77038,0.74652,0.37595,-0.84407,0.50576,0.62204,0.22858,0.52727
12.12004,14.65948,-1.91719,0.92392,0.09106,0.42090,0.66861,0.04091,-0.06089,0.62995,-0.99338,0.91691
12.24138,14.97236,0.34900,1.42856,1.48588,0.61037,0.48281,0.06213,0.52459,-0.57807,0.53467,-0.34047
13.56618,13.94737,-0.06596,1.11561,0.12845,0.02741,0.38807,-0.20388,0.76584,-0.39809,0.99247,-0.76963
13.04256,14.12426,-2.44961,1.15882,0.78631,0.95882,0.42669,0.28268,-0.56086,0.51308,0.82536,-0.42019
13.19989,13.41030,-2.34298,0.61877,0.82390,0.76517,0.03587,0.49933,0.13684,0.60488,0.86897,-0.11350
12.87764,13.76517,-0.10825,0.97005,0.32770,0.43793,1.10601,-0.48383,-0.99619,-0.38499,-0.50228,-0.51186
13.59980,14.52612,-1.30938,1.00339,0.69803,0.51538,1.96649,-0.60038,0.28867,0.69748,0.45019,-0.42008
12.61935,14.31385,-2.82808,1.31209,0.96426,0.86325,0.62667,0.84951,-0.18798,0.76571,0.23625,-0.07872
13.39853,14.22555,-1.31997,1.10532,0.36740,0.83431,0.50228,-0.68967,0.53398,-0.97524,0.82446,-0.54151
13.32400,13.57635,0.85409,1.12266,0.34556,0.17088,0.90900,0.91296,0.96181,0.05100,0.31718,0.47262
12.77803,13.73046,-0.88773,0.60426,1.20622,0.25393,1.38709,-0.54210,0.86272,0.73883,-0.84975,-0.05933
12.96443,13.35501,0.43527,0.93129,0.15059,0.23421,0.86608,0.13640,0.06503,-0.68002,0.78444,0.92731
12.30832,14.79335,-0.79222,1.29694,0.95508,0.83271,1.40185,-0.44881,-0.67038,0.36270,0.03760,-0.92284
12.22636,13.04317,-2.02357,0.83049,0.70528,0.19067,0.38745,0.18728,0.92383,-0.66093,0.72379,-0.09028
12.73416,13.07516,-1.02846,0.52257,1.41792,0.53770,0.18031,-0.24893,-0.30216,0.53212,-0.55048,-0.57901
13.71955,14.06303,0.93781,0.62503,0.69589,0.16761,0.87420,-0.17449,-0.36598,0.56365,-0.22128,-0.41969
13.49511,13.52457,-3.33188,1.05131,0.28788,0.60068,1.53606,0.24258,-0.59714,0.18818,0.44906,0.97827
13.99016,13.45583,-0.09529,0.92282,0.91335,0.21777,1.53817,0.18713,-0.76854,0.14026,-0.60527,0.08624
12.75956,14.16603,-0.21126,1.04624,0.74243,0.29260,1.97577,0.99033,0.21252,-0.47982,-0.09089,-0.02245
12.86500,13.43790,0.27570,0.59402,0.72418,0.15019,0.76720,-0.50511,-0.49881,-0.61690,0.82357,0.22549
12.26447,14.21991,-2.59020,1.37968,0.93104,0.30172,1.94518,0.38004,0.12466,-0.14920,0.03901,0.73154
