# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.54529,14.39727,-0.88421,0.64134,0.60125,0.58777,0.30759,0.24459,-0.20345,-0.12150,0.44576,-0.30196
13.78427,14.28853,0.22437,1.08214,0.52101,0.14305,1.97584,0.56621,-0.34721,-0.24884,0.88661,0.72925
12.41230,13.40107,-3.10015,0.68907,0.57251,0.54222,1.18198,0.31610,-0.33361,-0.38384,-0.09119,0.84994
12.65651,14.45538,0.76839,0.72762,0.20105,0.21953,1.50734,-0.92183,0.03178,0.07895,-0.23401,0.32813
13.70349,13.27030,-3.32883,0.55027,1.46857,0.04135,0.03557,0.99368,0.43748,0.02062,-0.50437,-0.57877
13.01355,13.26797,0.86346,0.50401,0.21666,0.69265,0.10071,-0.18595,0.09020,-0.57344,-0.20449,-0.57531
12.26508,13.46108,-0.06652,0.98426,0.61773,0.02573,1.88268,-0.63800,-0.25479,0.49993,-0.18473,0.10382
12.32794,13.20264,-0.32210,1.41080,0.85185,0.24084,0.84964,0.91591,0.11740,0.85411,-0.50292,-0.31234
12.01365,14.02366,-1.70256,1.24656,0.36579,0.54561,1.86458,-0.46672,0.10811,0.17860,0.66260,-0.99212
12.18299,13.87781,0.07141,1.24230,0.96632,0.28360,0.29124,0.25711,0.22238,-0.93536,-0.90804,-0.58247
13.61672,13.84882,-3.44553,0.62229,1.38690,0.47484,0.63717,0.54280,-0.40369,-0.65971,0.67755,0.48116
13.34456,14.86337,-0.33707,1.19446,0.58843,0.17857,0.65429,-0.64174,0.38440,-0.03653,0.51588,-0.42204
12.39172,14.54728,-2.09808,1.13447,1.22738,0.33753,1.95736,-0.86844,0.40698,-0.82832,0.85210,0.25484
12.93080,13.84259,-1.49020,1.12768,0.71205,0.71986,1.64518,-0.14878,0.06644,-0.27596,-0.18646,-0.18394
13.84513,14.45928,-1.55654,1.47144,0.93606,0.16923,1.82176,-0.08862,0.68138,-0.74242,-0.71696,-0.25101
13.61885,14.16471,0.85543,0.89772,0.06209,0.72205,1.57538,0.97606,0.61345,-0.10879,-0.68082,0.31569
12.93629,13.25892,-2.02851,0.74373,0.44167,0.99388,0.63243,0.47904,-0.11284,0.66551,0.48450,0.63523
12.82378,14.26674,-0.92448,1.09448,0.01816,0.59010,1.39348,-0.17785,-0.09345,0.77628,0.50038,-0.68379
12.99977,13.97819,-2.92804,0.76710,1.04203,0.84450,0.27045,0.06426,-0.46703,-0.20355,0.28673,-0.27766
12.70579,13.91947,0.67449,1.16173,1.22846,0.96337,0.49865,0.18484,0.80596,0.27855,0.21125,-0.99377
13.40925,13.05124,-1.87045,1.45964,0.76576,0.18617,1.12059,0.84766,0.80823,0.81961,0.26661,-0.73312
12.69715,13.24248,-1.17905,1.28111,0.30474,0.82895,0.42888,-0.74807,-0.43531,-0.22952,-0.95317,0.86711
12.35518,13.80132,0.06551,1.14759,1.16936,0.06758,1.39475,-0.87991,0.26873,0.61680,-0.08320,-0.80682
12.66672,13.02750,-0.58955,1.36982,0.07976,0.58346,1.57529,0.31199,0.74574,-0.28356,-0.82602,-0.54285
13.10136,13.48944,-1.65379,0.93246,0.83057,0.80492,0.10160,0.09623,-0.49534,0.47199,-0.18963,0.33422
13.99659,13.01202,0.72490,1.04588,0.75171,0.25771,0.34369,0.50728,0.88569,-0.08393,0.36161,0.19839
13.18998,14.34395,-2.01362,1.42196,0.57368,0.99426,1.16978,-0.50712,-0.78078,0.93325,0.67398,0.28512
12.94265,14.29526,-0.79615,1.23342,0.48020,0.97751,0.64478,0.81886,-0.35754,-0.06561,0.82647,-0.26101
13.24729,14.46368,-1.87998,0.66294,0.27289,0.54980,0.75612,0.58777,0.00065,-0.20390,-0.61668,0.55783
13.96897,13.82159,0.88250,1.05745,0.64500,0.06599,0.00302,0.34123,-0.03846,0.61152,0.32967,-0.23551
12.06379,13.77290,-0.73492,1.45470,0.22587,0.45888,0.27674,0.04750,0.36552,-0.22454,-0.45565,0.96250
13.17359,14.64233,-1.50325,0.97329,0.26846,0.54554,1.88797,-0.42026,0.73119,-0.13705,-0.13268,0.39416
13.03432,13.58230,-0.08120,1.13667,0.35878,0.72040,1.40463,-0.59348,0.62349,-0.00307,0.35087,-0.07665
13.04080,13.82794,0.54659,0.59309,1.27715,0.26805,1.23435,-0.52592,-0.49167,0.57979,-0.93779,-0.72280
12.52360,13.08194,-1.16967,1.40963,0.91786,0.53886,1.78493,-0.35692,-0.43908,-0.51546,0.32274,-0.82438
12.81281,13.11594,-2.30869,0.79365,1.30852,0.19563,0.88412,-0.46968,0.75372,0.20694,-0.34140,0.52657
12.72672,14.57511,-2.93132,0.92978,0.49123,0.93463,1.37268,0.79616,-0.51054,-0.27355,0.03159,0.65105
12.92974,13.51111,-3.30358,0.75121,1.13699,0.00136,0.29671,0.41578,0.44448,0.37365,0.63515,0.12947
12.98721,13.35046,-3.08696,1.26602,0.61348,0.94900,1.20908,-0.48644,-0.20986,0.34060,-0.65470,-0.23163
13.47522,14.70162,-2.25992,0.56774,0.60599,0.83764,1.08886,0.22567,-0.76574,0.74207,0.07310,-0.09037
12.24119,14.77060,-3.05902,0.89578,0.31293,0.47423,1.52086,-0.10101,0.34864,-0.96251,-0.82399,0.89277
13.26316,13.11919,-0.85345,0.59950,1.22304,0.52887,1.45573,0.67051,-0.57185,0.80565,0.69761,0.96091
12.52580,14.04405,-2.39481,0.93484,1.10706,0.19711,1.48378,0.87259,0.46009,-0.64194,-0.63303,0.58467
13.13206,13.96724,0.30661,1.22049,0.58834,0.88426,1.69332,0.06532,-0.52258,-0.86717,-0.17095,-0.17906
12.59275,13.57614,-1.22843,1.08668,0.72060,0.75125,1.81340,-0.83845,-0.43367,-0.85049,0.15062,0.41199
12.36223,14.28899,-2.83844,0.56168,0.70602,0.19408,0.85367,0.10823,0.75684,0.40664,-0.15311,-0.28593
12.81952,14.86754,0.35062,0.86622,1.03816,0.88524,0.40890,0.41484,-0.57105,0.14403,0.56012,0.27927
12.49227,13.85237,-1.02755,1.26636,0.50465,0.07533,1.63454,0.49133,-0.64866,-0.90447,-0.12995,0.70209
13.52553,13.31021,-2.64488,1.43940,0.93049,0.54995,0.00733,-0.27061,-0.06617,0.55184,-0.78688,0.88468
12.19492,13.91356,0.16363,1.13192,0.44979,0.54955,0.55866,-0.85858,-0.39632,-0.98376,-0.12764,-0.32757
13.64519,14.90405,-1.66355,0.90530,1.46757,0.44992,0.76467,-0.19891,-0.85814,0.88766,-0.50263,0.43506
12.44626,13.41786,-1.79116,1.18175,0.20729,0.10430,1.73825,0.61385,0.43770,0.89442,-0.41041,0.15755
12.97825,13.89671,-2.26725,0.96877,0.94862,0.61645,1.68889,0.65104,-0.54315,0.83895,-0.72949,0.11382
12.15041,14.76096,-1.84085,1.17665,0.24787,0.48277,0.15723,-0.68624,-0.43651,-0.57923,-0.39285,-0.73198
12.56337,14.29725,-0.24653,0.92996,0.36606,0.31959,1.41331,0.12689,-0.45379,0.30520,-0.51336,0.94661
12.81715,14.20141,0.24839,1.21918,0.80598,0.47758,1.45913,-0.21018,0.89514,0.10725,-0.43681,-0.60054
12.76157,14.14984,-0.71852,1.34606,0.70084,0.94316,0.40499,-0.27558,-0.03896,-0.50829,-0.53154,0.22014
12.41516,13.57964,-2.16231,1.05244,0.14879,0.98906,1.47964,-0.10196,-0.50308,-0.13033,-0.96817,0.83120
13.97750,14.58604,-1.33728,1.25260,0.16987,0.32666,1.69245,0.79244,-0.31862,0.40795,-0.14942,0.88254
13.26653,14.78919,0.71874,0.91373,0.42356,0.92624,0.56352,-0.97256,0.18589,0.14724,-0.70268,-0.82266
13.44195,13.14864,-2.03836,1.34160,0.54094,0.11062,0.28942,-0.09977,-0.84865,-0.47769,0.85622,0.25050
13.58602,14.75209,-1.83667,1.49453,1.03877,0.80289,1.31111,-0.64620,0.22504,-0.34037,0.37862,-0.03305
12.94149,13.25390,-1.68065,1.04403,0.44252,0.06875,1.17180,0.87383,-0.88093,-0.48450,0.03007,0.62999
12.91203,14.31727,-1.90374,1.13323,0.19331,0.59129,1.39772,-0.31173,0.49428,0.25801,0.41536,-0.60022
13.62794,14.40476,-3.35092,0.83150,0.81521,0.54565,1.41428,-0.99736,-0.36692,-0.31021,0.11161,-0.18726
12.52185,13.61823,0.89077,1.44585,0.44003,0.92683,1.24482,-0.78471,-0.27629,0.65838,0.44360,-0.72567
13.22049,14.05793,-1.34475,1.23691,0.63363,0.61755,0.05039,-0.14360,0.30274,0.70684,-0.61327,-0.66643
13.11791,13.03499,-1.23445,0.61647,0.33357,0.06134,1.97669,-0.63987,-0.81186,0.21352,0.35544,0.65231
13.74456,13.36517,-3.24215,0.86183,1.47237,0.63513,1.97274,-0.03412,0.11332,-0.72328,-0.18518,0.50759
13.78282,14.73086,-0.20496,1.47653,0.04440,0.34223,0.95399,0.80172,0.20460,-0.03114,-0.39525,0.73091
12.58198,13.96334,-1.38378,1.17290,1.48138,0.21493,1.56306,0.35512,0.58166,0.60274,-0.48023,0.38141
13.65910,13.83840,-3.39270,1.28546,0.72608,0.85400,1.59025,0.43619,0.80382,-0.11707,-0.37218,-0.10605
13.27265,14.18767,-3.49302,1.38361,0.98860,0.73347,0.20025,-0.42421,0.71838,0.45636,0.61790,-0.66238
13.52897,13.05011,-1.97407,0.62831,0.72101,0.57286,1.73700,-0.33569,-0.51226,-0.00196,0.89772,0.70400
12.90580,14.04957,-1.01992,0.74908,0.92454,0.15201,0.83803,-0.60680,0.91108,0.89917,0.47144,0.54688
12.58194,14.27294,0.62661,0.67786,1.29875,0.67689,1.45415,0.72933,0.74662,-0.42470,-0.91558,0.64222
13.56057,13.89941,0.87607,0.59632,0.83940,0.76071,0.80432,0.07720,0.08788,0.60682,-0.03464,0.94904
13.85218,14.89552,0.29085,0.95960,0.30241,0.30919,0.69283,-0.63124,0.71268,-0.83090,0.45308,0.76462
13.96620,13.31038,0.51121,1.17496,0.09907,0.53627,1.16550,0.91633,0.76770,0.13421,-0.96600,0.19346
13.33702,14.87141,-2.96413,1.07485,0.62765,0.77474,0.95794,0.25207,0.22134,-0.47114,0.54841,-0.95465
12.88949,13.02478,-1.94144,0.58051,0.94936,0.07723,1.77146,0.40699,0.62735,-0.31811,-0.44990,0.21231
12.04349,13.69884,-2.07634,1.38787,0.45597,0.42182,0.07627,-0.43415,-0.28858,0.60712,-0.62813,-0.67638
13.85739,14.95349,0.14132,1.24077,0.53578,0.33495,1.91727,0.46284,-0.52420,0.75797,-0.61463,-0.53060
13.12795,13.75886,-2.57371,0.54828,1.46054,0.84843,0.34644,-0.65911,0.78200,-0.78098,0.57449,0.21812
13.19253,14.62788,-0.84815,0.56326,0.71282,0.50217,0.44938,0.14085,-0.37231,0.67765,0.70253,-0.88648
12.23510,14.06243,-0.67601,0.78987,0.63635,0.82443,0.67332,-0.12030,0.22390,0.80180,0.08995,0.82999
12.51872,13.89033,-0.22687,0.64293,1.08172,0.29615,1.54272,0.15195,0.34783,0.16049,0.77513,0.61761
12.14761,14.84092,-2.58813,0.60075,0.43681,0.30425,1.49784,0.52962,0.41759,0.37202,-0.23604,0.82430
12.24151,13.88314,0.30109,0.75790,1.47510,0.21840,0.68322,-0.01967,-0.37305,-0.07227,-0.74507,0.67887
12.39560,13.40374,-0.13582,1.39197,0.91070,0.86528,0.05778,-0.69652,0.40652,-0.20034,-0.71770,0.89116
12.40877,13.69688,-1.49178,1.38140,1.00503,0.28954,0.48566,0.66547,-0.48368,-0.77859,0.46640,0.09286
12.28675,13.44174,0.70302,1.08889,0.86183,0.52703,0.33905,0.59495,0.11612,0.60686,-0.58246,-0.57209
13.29539,14.84013,-3.42759,0.93610,0.63522,0.31980,1.38320,-0.44608,0.31841,-0.31381,0.47327,-0.12037
