# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.84898,14.60747,0.84544,0.53309,1.14890,0.54004,1.04743,-0.65512,0.13345,0.64451,0.60379,-0.82996
13.03323,13.11753,-1.58167,0.67240,0.51741,0.91203,0.54674,-0.81813,0.92745,0.62420,-0.61723,-0.59046
12.64320,13.43082,-2.04326,0.96293,0.42528,0.82631,0.51314,0.82622,-0.43109,0.52390,-0.83791,0.03206
13.34789,14.61964,-1.38668,0.94940,0.87469,0.27385,0.74301,0.44226,0.86755,-0.94152,-0.66469,-0.78291
12.22138,13.49791,-3.02800,0.62336,1.29578,0.81184,0.49559,0.41368,0.76006,0.48084,-0.79256,-0.59173
13.22349,14.28351,-1.68799,1.40859,0.04704,0.46969,1.04194,-0.62846,-0.62177,-0.00541,0.47954,-0.07367
13.09613,14.19576,-2.37469,1.22667,0.43557,0.18048,0.20997,-0.65449,-0.96340,0.75009,0.78892,-0.76032
12.23914,13.85776,-3.35200,1.38826,0.04894,0.59885,1.13534,-0.65915,0.03941,0.62343,0.98218,0.20708
13.61136,13.30354,-0.59865,0.75390,0.79224,0.00464,1.71604,-0.08087,0.16069,-0.30431,0.75801,0.50303
13.63668,13.29894,-3.34290,1.41094,0.82576,0.07800,1.31666,-0.34366,0.82784,0.00154,-0.31522,0.06285
12.15472,14.94752,-2.72412,1.29885,0.90061,0.46064,1.59964,0.74188,0.30977,0.65813,-0.46240,0.95080
13.76341,14.55251,0.94275,1.25365,1.46782,0.16256,0.13481,-0.02958,0.67935,0.54714,-0.45937,-0.56186
12.83619,14.13982,-3.11179,1.00910,0.94224,0.22944,1.91179,-0.87379,0.71069,-0.62819,0.31158,0.94233
12.01244,14.44876,-2.89099,0.54698,1.11280,0.80168,1.62989,-0.82168,-0.73119,-0.46109,0.48910,-0.53633
13.86482,14.57886,-1.87748,0.70576,0.72591,0.16382,0.01691,0.44110,-0.98341,-0.71253,-0.61862,0.14088
12.84512,14.48142,0.34809,1.25805,1.30849,0.99370,1.05599,0.90512,0.45554,-0.20889,-0.24710,0.79316
12.12745,14.84245,0.96349,0.54453,0.47188,0.46542,1.76929,-0.34564,-0.09599,0.92556,-0.34023,-0.68416
12.41557,13.50781,-1.07468,1.29088,1.04332,0.66451,1.71533,0.58815,-0.11625,-0.79732,0.83072,-0.75041
13.26474,14.15290,-3.06688,1.06690,0.38836,0.92660,0.06643,0.95576,-0.79379,-0.40807,0.18549,-0.39105
13.22736,14.99404,-2.80704,0.57638,1.01912,0.92708,1.28544,0.12864,0.21291,0.75506,-0.54406,0.55994
12.88241,14.07856,-0.53141,1.34216,0.85521,0.68650,0.58868,-0.88214,-0.33109,0.34402,-0.67194,-0.28733
12.37800,13.31886,0.13432,0.73912,0.14804,0.17334,0.36768,0.95865,0.73380,0.17426,-0.49016,0.51413
12.70602,14.81276,-3.12963,0.68634,1.18937,0.74810,1.87679,0.71592,-0.66545,0.83029,-0.58086,0.01964
12.53112,13.02201,-2.71829,1.38054,0.67584,0.34624,0.87673,0.37016,0.33545,0.98116,0.46008,0.27258
13.58075,14.12030,-1.65556,0.61922,0.03078,0.71962,0.05529,0.27214,-0.89361,0.96578,-0.48495,-0.24146
13.46512,13.13518,0.75947,1.37692,0.87138,0.75280,0.20558,-0.51862,-0.72815,0.39335,0.28198,-0.79117
12.53624,13.95992,-0.44621,1.38879,0.67345,0.24425,0.93572,0.84040,-0.13282,0.92722,-0.00730,-0.94637
13.56389,13.58405,-1.53306,1.08908,0.65416,0.41879,0.13696,-0.55185,-0.50024,-0.52358,-0.70047,0.73545
12.22817,14.99423,-3.04654,1.13621,0.52192,0.91508,1.01174,0.22470,0.00262,0.45209,0.78442,-0.24459
12.48478,13.08579,0.39832,0.71902,1.14529,0.17879,0.78058,0.60800,0.91296,-0.93483,0.16975,-0.32550
13.40539,13.83233,-1.16267,1.37781,0.13006,0.47748,0.55720,-0.53733,0.80666,0.40786,0.00616,0.31049
13.37377,14.16800,-1.78906,1.46310,1.43647,0.36911,0.50283,0.89411,0.18469,-0.73254,-0.46073,-0.28450
12.36488,13.85350,0.19106,0.61382,0.30003,0.66173,0.75431,-0.58285,0.05496,0.56341,0.11174,-0.28077
12.94588,13.70432,-2.13714,0.77287,0.24298,0.73127,0.21098,-0.91536,0.29752,-0.81791,0.97164,-0.54778
12.65973,13.29632,0.15115,1.42680,0.85527,0.63116,1.78340,0.23531,-0.05888,0.81185,-0.51046,-0.82686
