# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.69082,14.37440,-1.67725,1.36103,1.41481,0.83040,0.67690,0.73451,0.25019,-0.34483,0.86572,-0.50909
13.25667,14.43375,-2.33465,0.70909,0.12445,0.22134,1.94401,-0.11246,-0.37153,-0.85349,0.35221,-0.08402
13.68608,14.52940,-0.72087,1.17610,0.49313,0.41807,0.41501,0.85168,0.99939,0.06363,-0.89440,0.60908
12.71481,14.87825,-0.62064,1.20549,1.13232,0.30840,1.32167,0.01606,0.92899,0.55077,-0.84995,-0.22094
12.87095,14.04154,-1.50929,0.87425,0.25476,0.99441,0.31810,0.96259,-0.28935,-0.40930,-0.82931,-0.68205
12.97006,13.45921,-2.33623,0.77405,0.60162,0.38470,0.17758,-0.35881,0.21171,0.98273,0.16316,-0.80441
12.39371,13.73608,-3.24356,1.07184,1.15797,0.34826,1.80364,0.44379,-0.23388,-0.75466,0.82214,0.85263
12.83887,14.91013,0.50401,1.36855,1.01879,0.15280,1.66886,-0.93551,-0.03409,-0.00149,-0.99664,-0.43170
12.52728,14.13268,0.79461,0.88862,0.14945,0.17553,1.13544,-0.35641,0.38859,-0.07061,-0.04314,-0.75001
13.45121,14.35940,-1.45706,0.79009,0.52213,0.83247,1.08742,0.89550,0.80392,-0.36739,0.91555,-0.79364
13.30204,13.89695,-0.75208,1.04541,0.56739,0.78835,1.56468,0.71869,0.63151,0.90183,-0.06881,0.91319
12.78262,14.90456,0.16233,1.16313,1.49149,0.65595,0.70436,0.40171,-0.30535,-0.56527,0.83425,-0.76143
12.52333,14.25573,-2.82929,0.69834,0.33124,0.45944,0.20088,0.58831,0.32491,0.10448,0.97294,-0.00288
12.86742,13.00702,-0.19471,1.39023,1.44063,0.09585,0.67066,-0.32487,0.37790,-0.88677,-0.25672,-0.06911
13.52473,13.21935,-2.03121,0.63945,1.18079,0.03789,0.10941,-0.53337,0.22572,0.51259,-0.98459,0.39688
13.62618,14.24429,-2.89577,1.49724,1.21676,0.47703,1.02019,0.31423,-0.60868,-0.62337,-0.75563,0.04849
13.59970,14.04862,0.56283,0.50242,1.49281,0.95418,1.46618,-0.04271,-0.65308,-0.44729,-0.77744,0.09140
13.15884,14.19727,-3.03283,0.80838,0.61319,0.39758,0.29092,0.54312,0.06870,-0.51439,-0.14654,-0.33113
12.18678,14.57010,-1.38969,0.73100,1.31959,0.95869,0.34726,0.18081,0.85968,-0.46698,-0.56034,-0.75863
13.48459,13.74235,-2.01037,1.02012,0.58576,0.47742,0.22132,0.91608,-0.06406,0.69831,-0.94429,-0.67241
12.07912,13.79853,0.08092,1.02634,1.37816,0.29217,0.13548,-0.04951,0.54336,-0.44626,-0.29699,0.84480
12.70612,14.40889,-2.01024,1.06205,0.76301,0.63089,1.31830,-0.59787,0.60232,-0.97677,-0.49954,-0.49865
12.09881,14.25497,-2.62607,0.86858,0.38179,0.39493,0.35145,-0.45698,-0.00665,0.30142,0.46730,0.73073
13.38241,13.64605,-1.37650,1.21409,0.25606,0.17570,1.07426,-0.50263,-0.73309,0.12630,-0.35757,0.44146
13.55738,13.75361,-2.30545,0.54461,0.95241,0.61213,0.64950,0.53876,-0.79566,-0.06674,0.54521,-0.70403
12.07563,14.35685,-1.92535,0.67435,0.28242,0.54563,1.16076,-0.03394,0.47939,0.73380,-0.03814,0.01490
12.67375,13.74045,-0.84936,0.63792,0.86759,0.72072,1.10875,-0.55074,-0.11447,-0.24912,0.01374,-0.36015
13.89925,14.64269,-2.41235,1.32918,0.63554,0.72481,1.76798,0.28822,-0.46630,0.27795,-0.75296,0.06870
13.93711,14.60902,-3.48338,1.34937,1.29479,0.75822,1.84023,-0.71262,0.38478,0.95536,0.14528,0.27243
12.09014,13.56671,-3.17516,1.14839,0.10206,0.88718,0.47466,-0.71066,-0.49017,-0.92742,0.13017,0.64565
12.06620,14.57379,-0.47434,1.49353,1.38291,0.71956,1.51415,-0.05418,-0.86790,-0.16950,-0.06899,-0.23003
12.05138,14.67959,-0.96251,0.99910,0.49371,0.35474,1.20185,0.82851,-0.42485,0.44354,0.57908,-0.89323
13.86597,14.53664,0.21486,0.64996,0.40585,0.76638,1.79898,0.88800,-0.80943,-0.61604,0.88345,-0.83952
13.35007,14.81628,0.45508,1.49439,0.69331,0.40727,0.24932,-0.52867,0.22609,0.58728,0.79251,-0.96036
12.87198,13.24943,-0.35160,0.55753,1.07055,0.19651,0.93198,0.63010,-0.72101,0.04368,0.79369,-0.33072
12.87628,14.05324,0.19819,1.47459,1.45323,0.24303,0.24852,-0.93741,0.60501,0.25340,0.27130,0.73763
13.84481,13.32258,-0.04395,0.89702,1.43068,0.04028,1.54527,-0.70723,0.49526,0.02331,0.69486,0.79073
12.38115,13.93140,-1.10122,0.78168,0.50517,0.47894,0.47088,0.98288,0.88097,0.97590,-0.57590,-0.51506
12.34892,13.35050,-2.30644,1.43418,0.62937,0.02869,0.77988,-0.19572,-0.48569,-0.74708,-0.32634,0.37232
12.47751,14.57012,-2.18146,0.66104,0.54267,0.45385,0.81649,-0.49654,-0.79149,-0.06979,-0.72379,-0.67864
13.31621,14.90485,-2.38333,1.19505,0.20412,0.70466,0.50057,-0.62286,0.28790,0.14810,-0.26754,-0.08635
13.35859,14.99038,-2.12936,1.06680,1.00990,0.51792,1.23890,0.48241,0.34817,-0.47837,0.13405,0.79346
13.53855,14.02877,0.39483,1.33651,0.65729,0.14388,0.58645,0.23144,-0.21276,0.53624,0.75287,-0.02572
12.10539,14.43626,-0.40282,0.79444,0.59976,0.70866,0.42147,-0.72255,0.76977,-0.08349,0.33548,-0.66473
12.41662,13.60106,0.30256,0.94134,0.30248,0.76170,1.31357,-0.07154,0.52425,0.92700,-0.07710,0.07975
12.63460,14.85814,-2.61957,0.76781,0.79432,0.42771,0.82279,-0.65309,0.48306,-0.82505,0.86330,-0.54085
13.31485,13.78173,-0.39153,1.19885,0.69816,0.92211,0.82983,0.85385,-0.63939,0.97140,0.04836,0.84288
13.60907,13.55358,0.31805,0.72701,0.07402,0.87628,0.63879,-0.83365,0.58157,-0.05317,-0.03117,-0.28334
13.41551,13.19203,-1.91169,1.45290,0.41976,0.46773,1.42583,0.59010,-0.26999,-0.06580,-0.01451,-0.96199
12.93973,14.92105,0.46642,1.16035,0.19607,0.95235,1.94836,0.53148,-0.61059,-0.27004,0.68633,0.49586
13.04012,14.73061,-1.83165,0.56535,0.14893,0.23724,1.27553,0.07857,-0.08959,0.96123,0.73670,-0.40040
12.08264,14.56166,0.37947,0.84690,1.15034,0.69937,1.24368,0.27788,0.56048,-0.42592,0.33842,-0.43914
12.81550,13.80817,-3.18471,1.48456,1.43560,0.10069,1.03781,0.08667,0.61157,-0.45422,0.88856,-0.39723
12.94220,13.97546,0.18167,1.02419,1.31089,0.14544,0.26355,-0.57596,0.36018,0.35397,0.82578,-0.19436
13.29623,14.49485,0.66681,1.12332,0.67334,0.20008,0.12120,-0.75663,0.61750,-0.26654,-0.30110,-0.72711
13.07654,13.49138,-2.01887,0.87012,0.74090,0.06491,1.25985,0.15320,0.66105,-0.08449,-0.77602,0.43673
13.61056,13.76527,0.68984,1.27627,0.26684,0.01118,0.74941,0.75961,-0.90372,-0.58253,0.30139,-0.99359
12.15181,14.48917,0.52475,1.43723,1.03997,0.35834,0.55044,0.56287,0.92913,0.43053,-0.53849,-0.05111
13.64082,13.07815,-0.69407,0.94662,0.07905,0.19614,1.30889,0.79593,-0.71222,-0.80537,0.86479,0.16824
12.71556,13.57458,-2.02615,1.19988,0.52105,0.23899,1.62163,-0.55343,0.18521,0.03412,0.03286,0.83341
12.19839,14.61262,-0.16195,1.10845,1.32644,0.47785,0.88373,-0.12785,-0.81725,0.10634,0.53042,0.05089
12.90462,13.10491,-2.95615,0.64105,1.01541,0.12609,1.66883,-0.23389,-0.21878,-0.08871,0.12378,-0.88442
13.60484,13.33056,-2.44098,1.15760,0.43267,0.45828,1.61202,-0.82567,-0.04383,0.55875,0.40875,0.02831
13.43257,14.33299,-1.23442,1.20786,0.61127,0.05338,1.10806,0.05220,0.66436,-0.46640,0.65348,-0.19275
12.94624,13.68841,0.57850,1.36796,0.00647,0.97068,0.31551,0.30213,0.19345,0.22351,0.54165,0.81247
13.79955,14.49792,-3.31918,1.00413,0.07933,0.77105,0.00008,-0.88269,-0.87281,0.46192,-0.01154,0.13676
12.66602,14.25070,-2.47506,1.16142,0.86844,0.02698,1.69436,-0.63584,-0.94065,-0.36551,-0.75770,0.55369
13.40874,13.61624,-1.26690,1.42078,1.15156,0.67611,0.70175,-0.99369,-0.92869,0.51343,-0.33568,0.43444
12.61047,14.33580,-1.15803,0.51691,0.39873,0.76605,0.29133,0.51683,-0.27228,-0.20859,0.12177,-0.18781
13.17244,13.01602,-2.45674,0.98274,0.48349,0.05800,0.48602,0.22464,-0.88649,0.40682,-0.88551,-0.37357
