# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.64927,14.71267,-3.43988,0.54103,0.32175,0.09766,0.77654,0.93452,0.06289,-0.29090,-0.09275,0.25790
13.36495,14.81762,-0.31207,1.45458,0.08914,0.77794,0.83324,-0.31063,-0.14383,-0.75493,0.08074,-0.30827
12.38616,13.55193,-0.61416,1.26455,0.41884,0.60188,0.56781,-0.54159,0.91821,0.60559,0.31133,0.99811
12.01095,13.38784,-0.20015,0.57674,0.66318,0.66247,1.53114,-0.41716,0.92948,0.22265,0.69985,-0.84872
12.76455,13.18088,-1.29622,1.30205,1.48963,0.06295,1.03480,0.85892,-0.35326,-0.26369,-0.44095,0.45741
13.30948,14.90643,-0.57003,1.19355,1.36415,0.31021,1.57305,-0.69286,0.11651,0.15267,0.83555,0.96013
13.02290,14.36935,0.02008,0.95295,0.86941,0.64007,1.31950,-0.79667,-0.04306,-0.36067,0.95937,0.10666
12.93186,14.87989,-3.06721,1.11229,0.95295,0.72024,0.61580,-0.12934,-0.07548,0.80007,0.71402,0.63394
13.52854,14.05801,-0.35963,0.95218,1.33278,0.20178,1.72988,-0.95436,-0.79012,-0.36465,0.61199,0.81420
13.35558,14.09884,-1.79505,1.14595,1.32948,0.64071,0.39364,-0.74182,0.04307,-0.57160,0.19760,0.05498
12.32851,14.53075,0.43440,1.20178,0.38546,0.03871,1.01356,-0.45610,-0.65470,0.62299,0.31601,-0.60443
13.99932,14.65515,-2.47284,0.97544,0.72110,0.68780,0.73490,0.07520,-0.12243,0.55193,-0.75834,0.65868
12.18810,14.17822,-0.71696,0.94424,0.79270,0.14741,1.50408,0.63426,-0.71762,-0.20881,0.39895,0.98128
13.75651,13.86700,-3.31653,1.46221,1.34626,0.03394,1.48521,-0.27403,0.07440,0.05432,-0.74130,0.88847
12.20826,13.99591,-2.96948,1.21725,0.21485,0.44643,1.80103,-0.07898,0.88125,-0.28486,-0.50039,0.26403
13.42831,14.12912,-2.96155,0.58565,0.98531,0.41793,1.65318,-0.89671,-0.47655,-0.71533,-0.04742,-0.72477
13.93139,13.55966,-2.54429,1.30852,1.01427,0.37546,0.04186,0.99703,0.84174,-0.09113,0.92064,-0.48020
13.90380,13.37901,-2.98522,0.50504,0.28633,0.01631,1.10640,-0.75213,0.72355,0.82979,-0.21002,-0.36708
12.26702,14.99399,-0.45214,1.04910,0.01471,0.56515,1.56980,-0.54750,0.86537,0.32110,0.26325,0.03159
12.20276,14.14999,-1.39111,1.14178,1.42466,0.39710,0.08678,0.26944,0.78752,0.26360,0.16491,-0.22663
13.21009,14.90759,-2.32785,0.84941,0.02000,0.28177,0.11939,-0.14906,-0.40258,0.06043,-0.03636,-0.55133
12.38185,13.72067,0.53090,1.05331,1.30267,0.57544,0.84246,0.16535,0.93093,0.06220,-0.72096,-0.73105
13.06017,14.92395,0.46033,0.95835,0.55829,0.12489,0.72857,0.61031,-0.98698,-0.41491,-0.46123,0.64494
13.23232,13.09761,-3.36562,1.01137,0.83292,0.95897,0.61410,-0.32850,0.05445,0.20717,0.27054,0.39569
13.99823,14.09214,-0.48281,1.10488,0.85834,0.02376,0.32120,0.53690,-0.73526,-0.71484,0.73702,-0.98252
13.63411,13.58811,-3.19778,1.10374,0.25756,0.10812,0.86801,-0.17949,-0.29190,0.88519,-0.07078,-0.83624
12.67476,14.78811,0.67972,1.05875,0.98648,0.66712,0.37406,-0.66874,0.29993,0.70193,0.81003,-0.79970
13.84968,13.97829,-0.10590,0.72002,0.76299,0.39902,1.80038,-0.05723,-0.16308,0.28997,-0.81069,-0.22125
13.70537,14.98015,-2.64776,0.61988,0.33706,0.73938,1.68050,-0.75733,0.56893,0.29793,-0.83316,0.65536
13.34324,14.68890,-1.40146,1.39438,0.47182,0.17895,0.42314,-0.36006,0.55334,0.78549,-0.21691,0.80162
13.15543,14.40959,0.24233,0.71143,0.99739,0.11310,1.39908,0.31410,0.61685,0.41193,-0.11539,-0.39022
12.66220,14.20938,0.75526,1.45660,0.68271,0.42391,0.49620,0.51531,-0.34877,-0.21013,0.61243,-0.34013
12.38375,14.31507,-1.61457,0.59583,0.20886,0.13106,1.68055,0.54008,-0.41187,0.73008,0.31175,0.39035
12.65924,14.36599,-0.74673,1.01198,0.27398,0.99256,1.57509,0.88381,-0.51098,-0.86139,0.46532,0.97088
13.65354,14.07893,-1.85713,1.25154,1.22177,0.48035,0.01668,-0.37585,-0.09324,0.57768,0.78118,-0.17196
13.58097,14.27519,-0.17974,1.39430,0.57103,0.86266,1.72057,0.00031,0.88433,-0.64613,0.89389,0.04614
13.73256,13.29397,-2.32623,0.82340,0.66312,0.48679,1.40344,0.58365,0.52402,0.95678,0.37422,-0.52789
12.13019,14.34743,-0.34415,1.34832,0.60566,0.03551,1.82671,-0.88379,0.25238,0.73480,0.83350,-0.18709
13.00710,14.53965,0.01070,0.89412,0.01288,0.72115,0.59542,-0.84420,-0.61175,0.96473,0.83868,0.01721
12.80623,13.25408,0.05957,1.29757,1.02456,0.27568,1.16068,-0.70517,-0.50185,-0.04125,0.97410,-0.60746
13.80388,13.42230,-0.02586,0.62252,0.81381,0.33315,1.40476,0.98875,-0.88044,-0.07854,0.92049,-0.00762
13.75338,14.74657,-2.64854,1.42383,0.19665,0.37909,0.31921,-0.32721,-0.04046,-0.99511,0.70227,-0.29525
13.08712,13.80348,-2.77841,1.33535,0.75549,0.94066,0.58616,0.54469,0.39510,-0.31802,0.43306,-0.84544
13.16429,13.28185,-1.94937,1.32478,0.06498,0.77430,0.33831,-0.74586,0.28412,0.38793,-0.19277,-0.46610
13.67152,13.59202,-1.63260,1.40233,1.26287,0.38101,1.08123,0.45596,-0.31597,-0.63863,0.76245,-0.41510
