# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.69292,14.55830,-2.96941,1.46532,0.70924,0.70317,0.39815,-0.80673,-0.23874,-0.76707,0.99495,-0.15619
12.39824,13.27551,-1.23693,1.24160,0.33487,0.52740,0.07773,-0.40686,0.23093,-0.70173,0.74947,-0.54789
12.41847,14.90789,-0.59564,0.64638,0.69502,0.87716,0.83403,0.57750,-0.88014,-0.62621,-0.13755,-0.85255
13.06904,14.08441,-1.51805,0.63694,1.42828,0.21454,0.18348,0.51537,-0.64351,0.83115,0.86740,-0.52723
13.03924,13.03631,-0.07996,1.38445,1.30509,0.77592,1.16633,0.88427,-0.43961,0.56155,0.81772,0.19873
12.87340,13.50282,0.04876,1.46394,0.70255,0.80027,0.80298,-0.68702,-0.98761,0.51682,-0.37421,-0.09073
13.21876,13.58788,-0.12737,1.35554,1.41626,0.34312,1.24022,-0.59472,0.48670,0.31465,-0.05108,-0.67935
13.67004,14.86614,-2.45501,1.06801,0.17937,0.77630,1.66853,-0.95155,0.28186,-0.72074,-0.48185,-0.13035
13.29486,13.01363,-0.48482,0.90357,0.36863,0.63642,0.31791,0.55061,-0.92798,0.11371,0.36870,0.85587
12.77201,14.55371,0.45245,0.62889,0.56746,0.69189,1.01661,0.84889,-0.96343,0.58597,-0.77484,-0.10986
13.23698,13.50434,-1.48020,0.63056,0.45565,0.09004,1.27256,0.39945,0.90643,-0.04589,-0.57691,-0.46247
13.32569,14.07820,-0.43466,1.17602,0.88542,0.34398,0.22302,-0.32513,-0.41126,-0.13356,0.55405,-0.29235
12.47717,13.40436,-1.36979,1.45787,0.35311,0.21759,1.56395,0.08096,-0.45931,0.84095,0.26915,0.34503
12.97600,13.21679,-0.55301,0.90228,1.38511,0.62583,1.15330,-0.63378,-0.98581,0.77460,0.38293,-0.12441
12.22318,14.66262,-3.14403,0.65245,0.34712,0.33612,0.87862,-0.07521,-0.37378,-0.77753,0.30139,-0.65709
13.51406,13.49368,-0.87123,1.23585,0.50739,0.29462,1.25718,0.66551,-0.06940,-0.89056,0.82478,-0.26205
13.56647,13.89358,-1.24548,1.49664,0.81409,0.70947,0.48052,-0.44535,-0.23149,-0.17032,0.24270,0.45750
13.19449,14.11388,-2.02070,1.09993,1.22588,0.30129,0.25450,-0.50457,-0.17468,-0.66833,-0.89373,-0.48026
12.34921,14.80298,-2.04579,0.50165,0.89238,0.36144,0.44271,-0.23031,0.70712,-0.41186,0.48042,-0.16445
12.04396,13.86288,-2.35769,1.48239,1.49839,0.63533,0.25504,0.68241,0.11404,-0.98629,-0.44829,-0.55113
13.51882,14.17323,-3.19472,1.21129,0.49596,0.38750,1.71876,0.34477,-0.01763,0.56794,0.76360,-0.61533
13.56297,14.39637,-0.51796,1.40570,1.30772,0.07261,1.83451,0.33232,0.82096,0.51067,0.66360,0.45754
12.88156,14.82954,-2.74092,1.16828,0.46592,0.20337,1.88915,-0.05429,0.13647,0.42166,0.63705,-0.72407
12.46169,13.82339,-0.49143,1.38212,0.16022,0.49813,1.47595,0.81155,0.23940,0.53196,0.79793,-0.73703
13.20978,14.98603,-1.18972,0.55942,1.02752,0.26552,1.71046,-0.77198,0.96351,-0.46270,0.27197,0.19644
12.28927,14.13265,0.01591,0.98308,0.50691,0.95960,0.27886,0.76590,0.54173,-0.23776,-0.95076,-0.06590
12.64755,14.69614,-1.15337,1.03832,1.30145,0.99541,0.76842,0.52579,0.34432,-0.07335,-0.93523,-0.95422
12.86161,14.20189,-1.88192,0.65200,0.53218,0.19118,0.61654,-0.02220,-0.57379,-0.51603,-0.00457,0.79321
12.36777,14.12735,-2.57425,1.37357,0.13780,0.65114,0.31093,-0.14556,-0.66955,0.04530,-0.13230,-0.08455
12.89187,14.33348,-0.68996,1.24008,0.94380,0.72133,0.20230,0.41930,-0.00252,0.22311,-0.64786,-0.63291
12.39228,13.00481,-1.20451,0.83584,1.23245,0.03348,0.49207,0.81706,-0.68435,-0.44155,0.67197,0.02665
13.32717,14.58766,0.40259,0.77698,0.15022,0.54450,0.86297,-0.11928,-0.93212,0.42501,0.07367,0.53111
12.24724,14.15603,-2.10850,0.62635,0.48253,0.39486,1.38932,0.62749,0.89918,0.86674,0.32723,0.94288
13.00650,13.52595,-0.28726,0.63618,0.76538,0.72460,1.98612,0.04624,-0.15137,-0.49021,-0.32589,-0.36442
12.85813,14.01335,-0.06968,1.21704,0.48319,0.06762,0.21924,0.49534,0.04552,0.63792,-0.16458,-0.44753
13.58682,13.06797,0.38635,0.97833,1.01645,0.60511,0.16057,-0.40737,0.31096,-0.85855,0.87474,0.08729
12.11273,13.46166,-2.00034,1.23599,0.25808,0.01276,0.42193,0.38778,-0.39562,0.64492,-0.93657,-0.65501
12.49975,14.86365,-0.84641,0.82638,0.85036,0.69888,0.60362,0.29049,-0.11781,-0.45903,0.31509,0.38462
12.73383,14.00496,-3.22096,1.10696,0.67276,0.56317,1.81797,-0.02614,-0.87343,-0.89145,0.27735,0.49808
12.24358,14.77038,-0.57519,0.84160,1.05693,0.21279,1.37673,0.76713,-0.28598,-0.66109,-0.84555,0.54210
12.87995,14.45852,0.97110,0.50458,0.64042,0.53232,0.28522,-0.39132,0.40619,0.04904,0.09470,0.03014
12.02174,13.78669,-0.02424,1.26338,1.20153,0.73214,0.97799,-0.12396,0.53451,0.87653,-0.82560,-0.81633
13.77961,13.31010,0.90472,1.10785,0.60719,0.82793,0.52158,0.45907,0.78537,-0.58578,-0.64109,0.12729
13.71698,14.70922,-3.47330,1.16349,1.13037,0.70791,0.46976,-0.13677,0.66088,-0.29100,0.84434,-0.99290
13.78295,13.80895,0.78576,0.91648,0.16345,0.01873,1.75595,-0.10467,-0.45934,0.39403,-0.75965,0.81160
13.58999,13.25242,-1.04870,1.07106,0.62680,0.78846,1.51018,-0.81613,-0.62565,0.07478,0.64338,-0.18177
12.98588,14.02389,0.13297,1.37585,1.31326,0.65312,1.12313,-0.48681,0.10933,-0.06731,-0.89034,-0.20086
12.55295,14.30926,0.25068,0.51943,0.93277,0.40899,0.30885,0.37749,-0.28521,0.96942,-0.78523,0.17370
12.92723,13.63389,-0.81827,0.84454,1.29239,0.42385,0.18435,-0.59133,0.31251,-0.05943,0.13270,-0.93890
13.86643,13.72302,-0.63310,0.82152,0.05760,0.61841,1.09710,0.59724,-0.97705,0.84099,-0.11758,0.18628
13.57290,14.51713,-0.58833,1.20008,0.39907,0.88304,1.44667,-0.42709,0.10628,0.83824,0.87301,-0.38520
