# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
13.95872,13.97074,-3.00071,1.13705,0.75902,0.14236,0.19128,-0.45029,-0.86715,-0.50958,-0.79338,-0.02174
13.05579,14.52511,-1.57659,0.88285,0.62218,0.38871,1.56002,-0.56208,0.65813,-0.87807,-0.68456,-0.68004
12.18664,14.55363,0.54644,0.97924,1.04726,0.76490,0.58939,-0.21435,0.12943,0.62553,-0.16384,-0.57389
12.71884,14.58630,0.29558,1.15385,1.18834,0.03334,0.99840,0.15390,0.11217,0.94188,0.96522,-0.32893
12.89800,13.12807,-2.83952,1.03990,1.23051,0.16859,1.22680,-0.85419,-0.97095,-0.87646,0.73326,0.75197
13.87710,13.02998,0.88107,1.45281,0.78135,0.60217,1.44492,-0.43426,0.72248,0.25396,0.49199,0.64831
13.35282,14.03328,-1.27778,0.58405,0.16676,0.56608,0.10401,0.61133,-0.38210,0.42307,-0.82004,0.91644
12.80480,14.97784,-2.22823,0.70758,0.25983,0.08952,0.11979,-0.73492,-0.71556,-0.17626,0.92909,0.85630
12.16467,14.85725,-2.43629,0.64707,1.24493,0.61627,0.24241,-0.81915,-0.63354,0.36191,0.25392,0.31600
12.69824,14.54271,-3.11073,0.68159,0.12360,0.64679,0.72584,0.60625,0.01609,0.66023,-0.13174,0.44302
12.83121,14.55323,-3.29378,0.74349,0.80116,0.11403,0.22914,-0.52692,0.42048,-0.42888,-0.50466,-0.04885
12.00999,14.89633,-2.99244,0.60933,0.70116,0.13172,0.55550,-0.56506,-0.00142,0.30560,-0.80417,-0.15831
12.81469,14.12141,-2.26323,0.59176,1.35295,0.45242,1.53425,0.27113,-0.93915,-0.14512,0.14117,-0.84113
13.73121,14.45098,-1.84232,0.58999,1.32556,0.60361,0.77321,0.54970,-0.52577,-0.41563,-0.55127,-0.15206
13.00547,13.70954,-3.00199,1.07905,0.11028,0.40790,1.37650,-0.43928,0.66798,-0.60565,-0.00179,0.81999
13.66394,13.83741,-2.68002,0.64129,0.19005,0.21812,0.72452,-0.18158,0.06439,-0.88047,0.58801,0.10793
13.95677,14.50804,-1.17119,1.08416,0.15812,0.79200,0.49709,0.28102,-0.87931,-0.75406,-0.46350,0.60435
13.35004,14.71423,-0.07538,1.31310,0.60389,0.40208,0.40089,0.90345,-0.15589,-0.58631,0.49336,0.08668
13.30784,13.35763,-1.16940,1.25773,0.14387,0.54871,0.02842,0.14474,0.96621,-0.18157,-0.32094,-0.56813
13.58017,14.10135,-3.22173,0.62413,0.00526,0.49951,1.07693,-0.02023,-0.39781,-0.43384,0.82966,-0.74150
13.77946,13.33990,-3.23808,0.62613,0.90231,0.92525,1.69117,0.58873,0.28466,-0.94084,0.13025,0.45682
12.73347,14.67976,0.86371,0.73801,1.36207,0.08534,1.47630,0.30696,0.10635,-0.86832,-0.48327,-0.47530
12.63233,13.99066,-3.46068,0.81973,0.57738,0.48612,0.66039,0.59354,-0.53291,-0.15526,-0.16531,-0.71444
13.75446,14.34868,-1.64839,1.17747,0.64709,0.87849,1.80907,0.10075,-0.21843,-0.68992,0.00350,0.94239
13.15502,13.98624,-1.30762,1.06515,0.90963,0.21457,1.62052,0.80361,-0.16724,-0.50708,0.66194,-0.72332
13.09970,14.66383,-1.12993,0.63685,0.36431,0.17986,1.51524,0.79647,0.31460,-0.49673,-0.16343,0.53769
12.63538,14.18653,-2.12907,0.90827,0.27831,0.32635,1.70264,-0.55803,-0.61920,-0.13125,0.23694,0.04838
12.04505,13.36229,-0.93693,1.04252,0.81171,0.28347,1.25356,-0.13322,0.79686,-0.27934,-0.20812,-0.31798
13.11064,13.29871,-0.92679,1.44814,1.49710,0.91156,0.22378,-0.39622,-0.32345,0.06462,0.62640,-0.23627
12.28284,13.03797,0.28033,1.11609,0.04184,0.94990,1.98452,0.82165,-0.56761,0.87687,0.20822,-0.00968
13.23652,13.74660,-0.89352,0.55050,0.99720,0.98916,1.06816,-0.86959,-0.89055,-0.97473,0.13521,-0.62240
12.57899,14.15161,-2.17973,0.92272,1.47320,0.85401,1.26426,-0.68550,0.45169,0.06496,0.78759,-0.37663
12.45582,13.54981,-1.26542,0.74304,1.23303,0.88684,1.62452,0.18204,-0.10644,-0.32131,-0.17523,-0.44238
13.65420,14.64109,-1.24428,1.32516,0.03277,0.77580,0.93155,0.38252,0.11657,0.75266,0.73728,-0.72898
13.81697,14.12890,-0.50449,0.99378,0.03905,0.40943,1.74440,-0.60773,-0.74219,-0.96219,0.78299,-0.88831
12.40127,14.66370,-1.98205,0.59965,0.58891,0.23140,1.87134,-0.88088,0.82331,0.03954,-0.44490,-0.02605
13.99955,13.87725,-1.29421,0.54383,0.22123,0.25705,0.47084,0.08613,-0.04447,0.97783,-0.31552,0.36328
12.02537,14.76699,-0.95664,0.54024,0.70343,0.61782,1.83263,0.62557,0.80904,0.39203,0.88578,0.80819
13.53419,14.69523,-2.03582,1.40983,0.83484,0.98762,0.03570,-0.57929,0.81591,0.06556,-0.62569,0.54190
12.71618,13.21800,-3.11815,1.17357,0.69564,0.92774,1.91324,0.17117,-0.46158,-0.10449,-0.65175,0.74972
13.82907,13.71427,-0.51408,0.72178,1.23818,0.47786,1.37801,-0.11180,0.71671,0.07743,0.23185,-0.83743
12.07925,14.84646,-2.61664,1.11995,0.11538,0.87410,0.66398,-0.30672,0.31344,0.59639,0.58570,-0.18868
12.52935,14.87231,0.72272,0.75551,1.29892,0.45340,1.91594,0.72205,0.86348,0.41794,-0.31722,-0.21388
13.61432,13.86631,0.91061,1.46459,0.23618,0.63106,0.17953,0.24222,0.71471,0.51973,0.71420,0.63853
12.74638,14.98270,-2.15824,1.11665,1.40994,0.25841,0.16749,-0.46913,0.80983,0.31791,0.11660,0.47164
12.53511,13.12090,0.64924,1.39209,1.21010,0.16724,0.11514,-0.86629,0.79470,-0.03077,0.43742,0.06646
12.65846,14.81190,0.97368,0.90372,0.92683,0.82983,0.53703,0.89268,0.75859,0.49432,0.57070,-0.21403
12.89442,13.80828,0.38993,1.30355,1.36478,0.51915,1.90757,0.98310,0.88538,-0.53710,0.91535,0.17111
12.57361,14.97551,-1.57370,0.81002,1.11803,0.68893,1.77192,0.95286,0.76985,-0.72032,0.89551,0.23491
13.04659,13.66625,-2.83454,1.01790,0.66649,0.24385,0.09576,0.77641,0.46310,-0.52658,-0.89131,0.16839
13.54604,14.01785,-3.31734,1.02889,1.35559,0.78554,1.01564,0.83597,0.95117,0.32353,-0.64142,-0.34984
13.36686,13.43926,-1.36902,0.87451,0.80327,0.05156,0.51488,-0.39173,-0.34304,0.67049,0.76412,-0.39295
13.53659,14.89478,0.69092,1.13895,1.43249,0.72110,1.42617,-0.27802,0.58572,-0.34559,0.97599,-0.90578
