# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.98276,14.24356,-3.06001,0.90967,0.11413,0.97170,1.80823,-0.57672,-0.68573,-0.53457,0.52186,-0.67506
12.63779,13.90293,-1.54699,0.59113,0.20579,0.05616,0.34024,0.15764,0.29732,-0.36457,-0.04828,-0.37938
12.50595,13.22785,-3.42442,0.75481,0.25479,0.40496,1.29958,-0.98262,0.07169,0.77025,-0.39280,-0.05177
13.38226,13.09947,-0.53647,1.36235,0.70890,0.61646,1.16769,0.23020,-0.81924,0.04813,-0.76715,0.60388
12.00590,14.72889,0.89986,0.75977,0.87848,0.04075,1.30975,0.10044,0.96736,0.88293,0.18771,0.18761
12.87706,14.42724,-0.66437,0.78079,0.98675,0.27684,1.78872,-0.86052,-0.21834,0.28663,-0.18514,-0.30773
12.71000,13.96940,-2.59360,1.41799,0.36797,0.72882,1.27308,0.74884,-0.28307,0.54310,-0.76793,0.10804
12.14226,14.12643,-0.32836,0.62996,1.49074,0.10555,1.90924,-0.51413,-0.01553,0.26163,-0.11736,-0.25498
12.48885,14.67400,-2.59124,0.65725,1.23194,0.82948,0.79133,-0.65651,0.88090,-0.31806,0.44409,0.57560
13.44697,13.06713,-0.52686,1.14658,0.14793,0.25227,0.60957,0.18820,-0.87019,-0.27259,0.32790,-0.66470
13.71485,13.72867,-1.49316,1.00594,1.38046,0.75246,1.13612,0.16305,-0.10828,0.44130,0.85600,0.03361
12.73425,14.71956,-0.60938,1.13453,1.10773,0.29654,1.19560,-0.32260,0.66657,-0.12270,-0.27730,0.02527
13.89163,14.13081,-1.39025,0.60408,0.54227,0.37373,0.18559,-0.51061,-0.74022,-0.36319,0.42776,-0.75634
12.41398,13.09374,-2.25092,0.81604,0.68758,0.18656,0.45365,0.13478,-0.01111,-0.11843,-0.11606,-0.41334
13.09251,14.68739,0.71161,0.86336,0.69902,0.96083,1.99951,0.99498,-0.04798,-0.41400,-0.87052,-0.33184
12.31108,13.99756,-3.26136,0.54887,0.74101,0.29755,0.07726,0.86565,-0.43663,0.69724,0.68381,0.05794
12.79034,14.13609,-1.12386,0.99615,0.45031,0.55279,1.56858,-0.72128,0.06976,-0.98385,-0.07260,-0.48324
13.66727,14.90387,-1.55995,0.63962,0.64521,0.08379,1.28713,-0.10838,0.37529,0.42933,-0.60366,-0.51301
13.55269,14.00194,-3.11793,0.61593,1.32846,0.92383,1.36863,0.37887,-0.79185,0.92221,0.23384,-0.27257
13.39415,14.98222,0.42692,1.00028,0.16274,0.21252,0.91245,0.05436,0.96382,0.05802,-0.18643,0.63236
13.26696,13.17675,-1.64268,1.04858,0.81615,0.79799,0.59498,-0.36934,0.23100,0.76551,-0.92388,-0.89015
12.99822,14.76850,-0.59253,1.29657,0.19638,0.30976,1.16180,-0.23660,0.08713,-0.60251,0.77970,-0.75178
12.02507,14.68339,-0.73732,1.24076,0.63955,0.33119,1.38734,0.41115,0.60583,-0.54453,-0.02644,-0.29046
13.82751,14.18870,-3.28445,1.06488,0.09638,0.56892,1.33353,0.27419,0.59085,-0.75593,-0.39646,0.00202
13.37178,13.85476,-3.36204,1.46606,1.07316,0.77283,0.50318,-0.97958,0.94224,0.56706,0.14355,0.68462
12.67318,13.51308,-1.80526,0.97714,0.46943,0.75738,1.84313,-0.67056,-0.48053,-0.94571,-0.98605,-0.95391
12.88130,14.04462,0.24846,0.98556,1.19440,0.23752,1.78362,-0.61891,-0.16899,-0.64288,0.97437,0.04787
13.63717,13.29284,-1.20942,1.41301,0.89122,0.52558,0.77116,-0.92509,0.35871,-0.38028,0.50153,0.60010
12.53572,13.35301,0.61519,1.12662,1.20561,0.22970,0.21307,0.70209,0.48552,0.09898,-0.91831,0.44107
12.30822,14.59964,-1.94451,1.44385,1.04855,0.58642,1.09561,0.06351,0.50159,0.76348,-0.81775,0.64537
13.42028,14.41839,-2.68133,0.93719,1.32751,0.57033,1.68569,-0.42863,0.49240,0.66973,0.00953,-0.31382
13.47811,13.10202,-1.64278,1.32795,0.51287,0.76413,1.37411,-0.97659,-0.86134,-0.02556,-0.11517,0.08917
13.45107,13.59519,-0.93738,0.94754,0.91669,0.05305,0.54314,0.30798,0.64477,0.85953,-0.74696,-0.63392
12.57243,14.56286,-3.08490,0.95733,0.93682,0.40209,0.48505,0.51381,-0.67745,0.73184,0.78124,-0.78256
12.60829,14.66419,-2.69177,1.17019,0.16680,0.79165,0.12386,0.57335,-0.20095,-0.50613,0.81775,0.46263
12.39177,14.60423,-0.08637,0.73258,0.54195,0.28298,0.48252,0.67680,-0.24160,-0.54068,0.36076,-0.62936
13.31948,13.01875,-0.39812,1.02702,0.17695,0.53049,1.75368,-0.16093,0.61909,0.97697,0.65400,-0.90837
12.52168,14.76046,-1.49882,0.63257,1.41852,0.77355,1.83058,-0.46224,0.75848,0.94377,-0.45570,-0.75596
12.99895,14.64800,-1.21972,0.66683,0.00087,0.64536,1.93417,-0.58686,-0.61194,0.36405,-0.59892,-0.98526
13.18318,14.18064,0.21584,1.06970,1.16587,0.48909,1.53421,-0.57665,-0.08104,0.42657,0.96579,0.90789
13.30546,13.56845,-2.70241,1.09770,0.53883,0.16315,0.84559,-0.65424,-0.53914,-0.34923,-0.04973,-0.91145
12.90175,13.41122,-0.12513,0.83249,0.10706,0.28454,1.90087,-0.60379,0.31805,-0.89949,-0.44822,-0.90940
13.83410,14.48149,-1.97927,0.54061,1.12968,0.33322,1.54686,0.74942,-0.50106,0.37270,0.06612,0.68161
13.93538,14.62309,-3.44536,1.43981,1.47673,0.82707,0.02500,0.16722,0.54345,0.47396,-0.73358,0.04963
13.67417,14.16608,-2.10738,0.87372,0.28851,0.98827,1.78462,-0.54066,-0.36252,0.82210,0.70323,-0.26760
13.76071,13.00858,-0.75468,1.48819,1.10598,0.74087,1.03194,0.20819,-0.27253,-0.63032,-0.96525,0.23346
12.26467,13.08658,-1.41804,0.63193,0.04993,0.27834,1.90143,0.96675,0.38201,-0.75202,0.44182,-0.00990
12.11026,13.14906,-0.26431,0.90502,1.05142,0.65663,1.28581,-0.02762,-0.73105,-0.67465,0.11514,0.09622
13.49487,14.93136,0.21700,0.83279,0.40564,0.58486,1.82614,-0.50529,0.12523,0.93323,-0.84449,0.19362
12.82508,13.99525,0.51542,0.56261,1.39625,0.21955,0.98753,-0.32326,-0.34158,0.38588,-0.93461,-0.26353
13.23029,13.09743,-1.69906,1.49982,1.03745,0.15841,1.15139,-0.69712,-0.03328,-0.92385,0.25631,0.76232
13.06174,13.91303,-1.28014,1.40524,0.52378,0.00452,0.23846,-0.86716,0.02135,-0.11887,-0.18574,0.50521
12.06935,13.57407,-2.29223,0.78951,0.06936,0.60993,1.63729,-0.91647,-0.05986,0.56724,-0.55901,0.38089
12.20010,14.19433,-0.04886,0.99729,0.98709,0.16546,1.74573,0.04295,-0.52269,0.61424,0.84367,-0.96041
12.69205,13.98555,-2.15739,0.90919,0.78016,0.87445,1.28122,0.23347,0.72996,-0.24453,0.35495,-0.28411
13.14611,14.07361,-1.65220,0.60836,0.22071,0.38521,0.77152,-0.60084,-0.77397,-0.50022,-0.54813,0.07937
13.96534,13.45934,-3.02593,0.51045,0.21096,0.11583,0.54532,-0.13638,0.79481,0.84929,-0.63430,0.62517
13.88115,13.51298,-0.00024,0.65158,0.74038,0.15077,0.79985,0.10453,-0.72556,0.43112,-0.56433,0.73669
13.25326,13.44808,-2.88392,1.34648,0.89033,0.76984,0.59327,-0.39619,-0.15510,-0.38680,-0.54475,0.73845
13.48804,14.50179,-0.81467,0.72959,0.69394,0.71899,1.00717,-0.59042,-0.01353,0.48930,0.84323,-0.99216
12.77169,14.39269,-1.71779,1.15577,0.38207,0.63529,0.48013,-0.57453,-0.38901,-0.49041,-0.77991,0.24595
13.15927,13.61704,-1.54645,0.98282,0.12751,0.54104,1.25425,0.53202,0.42322,-0.14663,0.89840,-0.94494
13.51380,13.08815,0.06354,1.10585,1.17922,0.84030,1.71494,-0.01092,0.99979,-0.50675,-0.49854,0.46755
13.26244,14.60464,-1.82848,0.79230,0.71591,0.51051,1.28442,-0.27034,0.75095,0.52614,-0.20603,0.27720
12.31123,14.82201,-0.96593,0.79139,0.45201,0.23160,0.57131,-0.36707,-0.69746,0.02771,0.26116,-0.21165
13.24744,13.47525,-1.77006,0.78045,0.18675,0.62787,0.59214,-0.94577,0.07775,-0.60874,0.45417,-0.65643
12.23125,14.69965,-1.15767,0.84422,0.63030,0.33251,0.50214,0.10610,-0.70061,0.50437,0.30612,-0.29015
13.30503,14.40032,-1.19829,0.69137,0.88440,0.85197,0.19270,-0.08723,0.26997,0.88991,0.85130,0.51105
12.25844,13.87805,-1.58796,1.34897,1.02748,0.79921,0.61937,0.71007,-0.03481,0.25068,0.04964,0.48823
13.17534,13.71382,-0.59796,0.78633,0.22444,0.54720,1.90734,-0.78483,-0.31141,0.55135,0.90367,0.38728
12.54469,14.14513,-2.22998,1.31834,0.55325,0.17858,0.83525,0.28514,0.43077,-0.97937,-0.00273,-0.58863
12.95573,14.94668,0.59612,0.83928,0.23816,0.71067,1.38241,0.28680,-0.81037,-0.46049,-0.56690,0.69648
12.63209,14.09275,-1.53002,1.41309,1.09621,0.67852,0.41403,0.19013,-0.62679,-0.46666,0.52472,-0.79635
13.19846,13.31497,-1.14824,1.25322,0.11977,0.43815,1.52782,0.96591,0.65777,0.54000,-0.00104,0.71167
13.65287,13.34781,-1.57254,1.18331,1.07507,0.57797,0.73399,0.71324,-0.46057,-0.60876,-0.36905,0.78995
13.84982,14.74208,-1.96241,0.63115,0.38632,0.49659,1.34006,0.19256,0.06822,0.00215,0.54303,-0.63560
13.94207,14.77507,-2.23929,1.20773,1.43609,0.66256,1.07080,0.01520,-0.84113,-0.08538,-0.78404,-0.83115
12.33290,13.60767,-2.29181,1.21861,1.19275,0.93889,1.91390,0.84550,-0.24871,0.07054,-0.97664,-0.83030
13.97420,13.60787,0.16918,1.44821,1.22928,0.20709,0.54553,-0.50330,0.60154,0.80741,0.00043,-0.79655
12.47129,13.62379,0.83750,1.06018,1.33477,0.64383,0.50665,-0.76855,0.01904,0.84920,-0.53199,0.49621
13.45988,14.48942,0.65288,1.28505,1.39528,0.42560,1.09153,0.94816,-0.21079,-0.38604,-0.07073,-0.41710
13.85663,14.59803,0.85853,1.00286,1.12036,0.64623,0.27378,0.73675,-0.94963,0.48857,-0.07486,0.05253
12.76577,14.22172,0.75170,0.54476,1.30324,0.65960,0.49131,-0.29191,0.30670,0.39684,0.14713,0.29353
12.96732,13.75918,0.98540,0.59692,0.09865,0.24258,1.24971,-0.58190,0.98522,-0.41810,-0.50443,-0.63416
13.90773,13.81190,-2.94355,0.73330,1.41527,0.86537,0.30574,-0.33799,-0.92747,-0.34713,0.93476,0.59061
12.99148,13.84508,0.68037,0.84061,1.45402,0.23868,0.18928,0.92211,0.29824,0.15947,-0.23675,-0.14118
13.05434,14.56764,-0.19811,0.60369,0.85603,0.95882,1.73454,-0.50830,-0.49679,-0.95216,-0.48359,-0.86682
12.61081,13.17210,-0.48979,0.82819,0.30769,0.78475,1.20966,0.06704,0.42352,0.50730,-0.65936,0.30935
12.61079,13.69670,-0.80510,0.71430,0.45177,0.78168,1.99864,0.20831,0.12219,-0.32547,0.57288,-0.48006
12.76197,14.23347,-1.31642,1.15004,0.44904,0.28793,1.51096,0.76637,0.88816,-0.29735,0.06550,0.09111
12.82536,13.90249,-1.46308,1.03251,0.27470,0.73659,1.98859,0.94623,0.55879,0.79095,-0.88494,-0.80429
13.26325,14.61145,-1.54601,0.63095,1.22349,0.44653,1.02140,-0.53599,0.29151,0.43658,-0.50276,0.10975
12.52364,13.01817,-2.28302,1.16399,0.22991,0.78528,1.39937,-0.90129,-0.90771,-0.71942,0.07442,-0.60885
12.48672,14.54330,-2.73898,1.09600,0.21134,0.07097,1.94238,-0.92297,-0.93500,-0.51169,-0.35900,-0.59155
12.92147,13.37694,-1.69580,1.00500,0.80852,0.92378,0.99924,-0.21336,-0.02130,-0.56864,0.85272,-0.91949
13.36239,14.51885,0.62315,0.54923,0.34890,0.53422,1.46591,0.88866,-0.63216,0.06148,0.02799,-0.26930
12.83567,14.62547,-1.52278,0.59237,0.39692,0.04659,0.90080,-0.24884,-0.38148,-0.62550,-0.03591,0.47214
12.99273,13.29243,0.18488,0.70098,1.35543,0.00994,0.82763,-0.98732,0.97180,-0.20800,-0.74249,-0.84074
12.07606,13.38658,-2.20237,0.82878,1.15306,0.77438,0.75904,0.20685,0.04983,0.19384,-0.56568,-0.17991
