# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.54641,13.76439,-2.67846,1.43037,1.33228,0.62863,0.07771,0.45503,-0.53285,-0.78308,0.22499,0.45651
12.81835,13.89730,-2.98666,1.31483,1.06581,0.95260,1.75725,0.35948,-0.59321,-0.59068,-0.56736,0.14540
13.93358,13.39953,0.53892,1.32105,0.60412,0.72639,0.14405,-0.48556,0.42155,-0.46477,0.20211,0.73642
13.29678,13.81392,0.10829,1.12724,0.91420,0.20400,0.06636,0.91792,-0.95184,-0.72588,0.23635,0.40997
12.07559,14.86667,-3.49542,1.05246,0.72633,0.39054,0.71705,-0.34805,-0.46411,0.52793,-0.66730,0.93794
12.73009,14.57698,0.71602,1.43879,0.32200,0.88944,1.94385,0.66105,-0.60830,-0.53554,0.41156,-0.87774
13.39998,13.09989,-0.97203,1.10929,0.97601,0.39242,1.69615,0.04880,0.32524,0.42527,-0.11707,-0.45176
13.29755,13.63378,0.50525,1.39385,0.33830,0.68016,0.17775,-0.95592,-0.96532,-0.50609,0.70728,0.70534
13.84297,14.51422,0.97000,0.77318,0.18625,0.65334,0.46839,-0.55231,-0.71025,-0.32403,-0.04264,-0.05702
13.66561,13.78941,-0.16625,1.28776,1.37465,0.03243,1.64313,-0.07991,0.24210,0.71013,-0.17177,0.55866
12.29414,13.48585,-0.73924,0.93639,0.56486,0.26680,0.96828,-0.32823,-0.54259,-0.45437,0.24630,-0.72225
12.87060,13.76943,-0.85953,0.57223,1.02545,0.64547,0.32995,0.34785,0.21771,0.28555,-0.64820,0.78309
13.65547,14.81223,-3.21624,1.05000,0.46506,0.07394,0.36764,0.96128,-0.01781,-0.00293,0.82222,-0.04038
13.41104,13.93442,-2.10621,0.86728,1.29679,0.47956,1.14786,-0.04984,-0.46249,0.33080,0.40158,0.05188
12.60783,14.34560,-1.26563,0.84810,1.42231,0.24377,1.18258,0.45593,-0.46281,-0.59503,0.39580,0.51595
13.81182,14.92434,-0.39233,1.40919,0.86009,0.67067,1.20094,-0.80716,0.51935,0.70547,-0.33180,0.59543
13.35789,13.74687,-1.77460,0.99820,1.12326,0.85349,0.14612,-0.20125,0.93171,-0.05116,0.92774,-0.45746
13.53915,14.75988,-3.45997,1.27295,0.79983,0.54978,1.67436,-0.92462,-0.70562,-0.49028,0.24814,0.27994
12.80150,14.84378,-2.45370,0.77789,1.34486,0.22217,0.78370,0.32205,0.22404,0.57669,0.29736,-0.88056
12.91173,14.34556,-2.49269,0.77590,0.88493,0.57955,0.08152,0.36887,0.89116,-0.48031,-0.90236,0.73505
13.81953,14.83738,-2.45042,1.17670,0.90693,0.26680,0.08610,-0.15424,-0.91513,-0.01705,0.78563,0.83743
13.22130,14.77340,0.82770,0.99929,0.32035,0.78510,0.03972,0.09868,-0.71998,-0.23082,-0.74073,-0.99926
12.48341,13.68116,-2.32642,1.41962,0.81733,0.58575,1.86322,0.53782,-0.93094,-0.07638,0.86132,-0.79456
