# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.52129,14.12179,0.83992,0.68091,1.25678,0.03084,0.93403,-0.59066,-0.06310,-0.07930,-0.49214,-0.13866
12.21132,14.85295,-2.53751,1.41014,0.63879,0.22551,1.21163,0.21716,-0.08071,0.60465,0.00305,0.45396
13.68360,13.58547,-2.91899,1.19101,0.05812,0.70433,1.84902,-0.48901,-0.22366,-0.58982,-0.39041,-0.25548
13.97149,13.01714,0.75061,1.05802,1.44755,0.54670,1.29352,0.23305,-0.68951,-0.21774,0.36182,-0.78330
13.69345,14.94993,-2.41292,0.89906,1.10694,0.13851,0.69464,0.07548,-0.82529,0.53881,-0.66188,0.61823
13.96707,13.12603,-3.05136,1.11557,0.43841,0.36715,1.71748,-0.24189,0.96278,-0.03052,-0.35111,-0.18392
12.49477,13.93143,-2.85775,0.73803,0.50683,0.53499,1.97325,0.93227,0.25837,0.29622,-0.77309,-0.42328
12.81307,14.80337,0.24128,1.10124,0.13268,0.28819,0.80413,-0.37398,-0.42960,0.10768,0.17906,-0.34533
13.31514,13.42523,-0.78427,1.43364,1.32975,0.95192,0.25895,0.02033,0.54600,0.30581,-0.77715,0.91009
12.33114,13.62732,0.99309,0.85740,0.62308,0.54201,0.77435,0.09268,0.70128,0.23751,0.20248,-0.63479
13.67064,14.52278,-1.54974,0.60585,0.74446,0.78533,0.91776,-0.68388,0.40660,0.28625,-0.56523,-0.87589
13.80454,13.21711,-1.25041,0.69117,0.97076,0.87094,0.59307,-0.61442,0.53148,-0.53089,0.92561,0.15753
13.87782,13.09480,-0.62897,1.23764,0.00132,0.16899,1.54730,-0.47115,0.04751,-0.95668,0.34308,0.54003
12.59819,14.20043,-2.08100,1.25651,1.20875,0.74677,0.62273,0.47500,0.80440,0.80618,0.74465,0.79835
13.63037,14.25615,-1.26697,1.30518,0.35697,0.96587,1.87584,0.39324,0.53742,0.55430,0.63827,-0.13441
13.94583,13.96267,-1.85473,1.18108,1.32669,0.57627,1.04660,-0.09731,-0.64945,-0.43031,0.54664,0.36745
13.28547,14.76368,-2.62106,1.02327,1.07889,0.37162,0.39305,-0.65628,-0.23781,-0.61836,0.09874,0.91344
13.76019,14.25918,-1.32414,0.96788,0.96656,0.77903,1.01533,0.73257,0.72787,-0.35963,0.63040,0.30703
13.95821,14.96694,-0.25530,0.63166,0.46675,0.39692,0.01939,-0.56085,-0.90456,0.81091,-0.12959,-0.96950
13.98955,14.86040,-1.24175,0.88469,0.25498,0.10491,1.75324,0.95938,-0.29371,-0.76800,0.56195,-0.40921
12.17931,13.97842,-2.56412,0.70190,1.45132,0.48947,0.17643,0.62564,-0.78856,0.94200,0.14383,-0.70856
13.50636,13.81372,-0.92230,0.75137,0.25514,0.71089,0.37850,0.80600,0.97841,0.75847,-0.12869,0.24731
13.25486,14.91165,0.66317,0.60969,0.02403,0.63750,0.58085,0.71911,-0.87952,-0.78772,-0.16033,-0.67628
12.88944,13.32859,-3.02569,0.74826,0.67454,0.66000,0.62673,0.11180,0.76853,-0.63313,0.53585,-0.93838
13.11803,13.96904,0.62914,1.19370,0.68043,0.22211,0.93811,-0.65734,0.85425,0.72233,0.40403,-0.52167
13.70918,14.00992,-1.97329,0.54585,0.61429,0.24072,0.63957,-0.50844,0.29085,0.56554,-0.68338,0.18608
13.96436,14.02425,-1.25711,1.36545,1.48607,0.73560,1.68021,-0.94142,0.27126,0.49044,-0.41185,-0.37486
13.97195,13.40156,-3.43894,0.53479,0.51405,0.54868,1.02647,-0.19976,-0.38759,0.66418,-0.24009,0.05510
12.15867,13.67768,0.84889,0.75605,1.00236,0.18755,0.14277,-0.36637,0.40194,-0.80705,0.16774,0.07496
13.84803,13.47434,-0.01222,1.32439,0.70285,0.87174,0.32740,-0.30812,0.27825,0.83621,-0.30730,-0.42929
13.34548,14.24878,-3.44958,1.05425,0.72049,0.08010,0.52587,-0.40838,0.57846,0.69763,-0.54618,0.85443
12.69583,14.34752,-0.12639,0.82583,0.57730,0.34043,0.36494,0.85826,0.77011,-0.06223,0.70570,0.31702
12.23059,13.73170,-0.27542,0.84013,1.30935,0.84705,0.57549,-0.28524,-0.27427,-0.55692,0.02088,0.85476
13.94522,14.97752,0.02573,0.60424,1.22912,0.22567,1.33225,-0.66385,0.14049,0.12601,0.39835,-0.42688
13.51126,13.17628,-2.06723,1.44595,0.06724,0.41470,0.32745,-0.36380,-0.42603,-0.00034,-0.09939,0.30635
12.48366,14.23242,-0.16570,0.96548,0.66157,0.19620,1.80911,0.15884,0.90261,0.06453,0.71294,0.23708
