# logM_cut, logM_1, sigma, alpha, kappa, alpha_c, alpha_s, s, A_cen, A_sat, B_cen, B_sat
12.85942,13.29857,-2.48871,0.83317,1.18319,0.47958,0.62365,0.59959,-0.81330,0.59178,-0.02810,0.11119
12.64059,13.72611,-1.39079,0.82795,0.51214,0.43562,0.52828,0.55889,0.24265,0.06114,-0.24444,0.24720
13.97314,14.19082,-2.52309,1.41511,0.32665,0.33309,1.27833,-0.10050,0.53408,-0.71508,-0.17097,-0.66962
12.26565,13.59600,-1.25599,0.53084,0.04078,0.25675,0.77039,0.87393,0.01693,0.07465,-0.83552,-0.31080
12.85404,14.14438,-0.68927,1.16107,1.22783,0.60971,0.97762,-0.35704,-0.03457,-0.13956,0.32562,0.57773
13.35694,13.89585,-3.13183,0.71013,1.07580,0.55399,0.28308,0.80007,0.33047,-0.78042,0.76174,-0.36680
13.00925,13.59869,0.14655,1.39151,1.26168,0.66007,1.55480,0.63046,-0.55455,-0.63944,0.42983,0.68086
12.84138,14.43787,0.53006,0.87186,1.47719,0.15962,1.44676,-0.54366,-0.33494,0.46473,-0.55710,0.20771
12.93865,14.17496,-1.65681,1.18930,0.95867,0.42687,1.87918,-0.05660,-0.69643,0.71405,0.52813,0.82970
13.16217,13.05903,-2.59853,0.96538,0.66089,0.78169,1.49748,-0.84955,-0.96491,0.70604,0.88865,-0.41133
13.13829,13.34130,-3.28946,1.47750,1.04425,0.86475,0.93260,-0.45708,-0.78942,-0.15915,0.03990,-0.21195
12.23795,13.53351,-0.01134,0.51990,1.32174,0.46500,0.30806,-0.46046,0.09636,0.34637,0.17906,-0.00416
13.12774,14.42997,0.07027,1.47434,0.81596,0.02266,0.27079,-0.10302,-0.63236,-0.29549,-0.65586,0.59652
13.59901,14.25394,0.49064,1.05137,0.25595,0.41787,0.12715,-0.06958,-0.35488,0.39207,-0.76860,-0.32945
12.79855,13.02835,-0.68193,1.21757,1.23687,0.51696,1.24397,0.70474,-0.55451,-0.41525,-0.21206,-0.19109
12.29876,14.26452,-2.67505,1.31306,1.37152,0.51565,0.55090,-0.33725,-0.57743,0.19379,0.16100,-0.80833
12.74410,14.63114,-0.37969,0.82124,0.12569,0.62348,0.03583,-0.58829,-0.53995,-0.08996,-0.99633,-0.88835
12.37323,14.98097,-1.72923,1.20155,0.75306,0.91042,0.27869,0.12664,-0.02804,-0.24402,-0.67254,-0.09784
12.52152,13.52018,-0.33720,1.00699,0.51041,0.11770,0.69561,-0.20447,0.16559,0.35880,0.53154,-0.28360
12.75030,13.80102,-0.52705,1.00462,0.70362,0.21808,0.01882,-0.37380,-0.30302,-0.70560,0.64628,0.25176
12.23988,13.93990,-2.55630,0.88065,1.21203,0.40643,1.39736,-0.10414,0.66485,-0.68696,-0.98608,-0.72462
13.76263,14.63700,-0.72969,0.76599,0.59301,0.89419,1.58737,-0.18202,-0.07458,-0.44537,0.66870,-0.95005
12.63878,13.72167,0.85663,0.50669,1.00482,0.91419,0.78585,-0.92384,0.67539,-0.95917,0.74212,0.13793
12.29032,14.20802,-0.81986,0.91722,0.38681,0.75180,1.15642,-0.86128,0.33637,-0.19595,0.62668,-0.10364
13.86312,13.47586,-0.43008,0.75888,0.11628,0.62246,1.88988,-0.81755,0.96212,-0.03847,-0.65368,-0.05390
12.24276,13.16609,-2.31716,1.19915,0.44670,0.56590,0.64084,0.36053,-0.29943,-0.03758,0.24910,-0.81707
12.64961,14.32186,-3.32304,0.65135,0.51669,0.69726,1.19546,-0.08387,0.60900,-0.41988,0.55731,-0.48383
12.10749,14.81749,-1.55003,0.78677,0.74839,0.03582,0.29039,-0.88868,0.40776,-0.20824,-0.90164,0.03196
13.66911,14.42918,0.78115,0.66360,1.17261,0.21097,0.77127,0.07465,-0.33674,-0.30362,0.84139,-0.48602
12.25069,13.79058,-1.67586,1.47605,0.10737,0.57370,1.03110,0.10662,0.94702,0.21119,-0.74942,-0.23864
13.11521,14.46640,-2.70104,1.04490,0.12508,0.42852,1.55915,-0.53587,0.85282,-0.18120,-0.41523,0.09796
12.74932,14.17007,-1.32251,0.92368,0.64757,0.67419,0.22488,0.18942,0.48477,-0.40167,-0.99173,0.95545
12.88784,14.69748,-2.08472,0.91316,1.17533,0.36469,1.78557,0.81348,-0.67797,-0.72958,0.94482,-0.89360
13.01115,14.53853,0.17315,0.70849,0.17972,0.59439,0.45673,0.92892,-0.42867,-0.03926,-0.03040,-0.88372
12.67445,14.25932,-1.93437,1.31337,0.92967,0.07585,0.95448,0.46811,0.34758,-0.71143,-0.20281,-0.74953
12.03089,14.29627,0.24742,1.38223,1.13846,0.88910,0.75384,-0.22242,-0.02114,-0.12926,-0.33542,-0.83534
13.63170,13.68255,0.35269,1.20408,1.47523,0.47797,1.23037,-0.56989,-0.47362,-0.03048,0.03668,0.51242
13.12313,14.67152,-2.73564,1.05631,0.76030,0.18344,0.68140,-0.28331,-0.34250,-0.09485,0.34386,0.26368
13.23244,13.82630,-0.67817,1.48410,1.05122,0.22971,0.06049,-0.52895,-0.76806,-0.60609,0.20414,-0.86653
12.57639,13.68443,-1.53918,0.89077,0.34386,0.68646,0.34500,-0.31551,-0.32192,-0.35914,0.14074,-0.28512
12.65828,13.90276,0.31791,1.46747,0.32492,0.19880,0.60049,-0.52031,-0.87753,0.67889,0.10178,0.61374
12.66880,14.17294,-0.22599,1.08076,0.79793,0.13633,0.84270,-0.26640,0.12669,0.23172,-0.02630,0.56524
12.71401,13.49948,-1.69955,0.79338,0.45760,0.56139,1.05699,0.03400,0.28708,0.53723,0.92325,0.82806
12.55870,14.35195,-3.43976,0.92245,1.12944,0.19055,1.08057,0.81259,0.85506,-0.34541,-0.89275,0.74253
12.51588,13.38440,-2.75522,0.58859,0.70326,0.37951,1.70887,-0.83293,-0.29244,0.42246,-0.89750,-0.17522
13.31490,14.11135,-1.42155,1.19569,0.91638,0.02642,0.50205,-0.74992,-0.74889,-0.69499,-0.74650,0.34219
12.37996,13.06628,-0.60974,0.70394,1.08593,0.72204,0.04411,-0.29657,-0.26457,-0.50489,-0.07325,-0.32598
12.73750,14.48717,-0.72716,1.31829,0.65458,0.96469,1.48653,-0.56540,-0.22539,-0.82868,-0.12205,-0.35407
12.73027,14.05121,-3.33062,1.26979,0.62852,0.28268,1.08596,0.44705,-0.07935,-0.32887,-0.54177,-0.46279
13.85166,14.31711,0.46051,1.43406,0.52742,0.65671,1.49548,-0.44605,-0.92754,0.29498,-0.69551,-0.91113
12.60344,14.88064,-0.54909,1.23951,1.09507,0.71418,1.77679,0.22033,0.61827,0.78129,0.72332,0.21006
13.36855,13.95400,-0.70152,0.79626,1.38797,0.95557,0.97547,0.20879,0.21731,0.96687,0.44989,0.97389
13.36081,13.81543,-0.04273,1.48376,0.92249,0.91544,0.11192,-0.38351,-0.34753,0.38654,-0.82421,0.54268
12.87436,13.03555,-2.96345,1.03099,0.97803,0.76260,1.97922,-0.24539,0.44681,-0.70977,0.36186,-0.91905
12.43277,14.69519,-0.99139,1.00659,0.33663,0.01577,0.37759,-0.11473,0.98548,-0.96289,0.09181,0.53777
13.87177,13.43047,-0.83450,1.01209,0.70636,0.12814,0.12325,0.32068,0.51603,0.73467,-0.87291,0.89384
12.33917,13.38414,-1.78327,0.56314,0.80209,0.18399,0.05032,-0.99803,0.35312,0.30478,0.96143,-0.53105
12.76630,13.06647,-2.03172,1.28233,0.30455,0.94614,1.12821,-0.93819,0.14321,-0.62720,-0.92560,0.09873
13.02643,14.64350,-2.14506,1.34793,0.56539,0.17067,0.63061,0.82508,-0.16693,0.50431,0.71367,0.21640
13.14942,13.75643,0.70326,1.03049,1.34799,0.35993,1.72371,0.68731,0.91217,-0.07875,0.25973,-0.10431
13.07065,14.99878,0.88766,1.35909,0.99462,0.81964,1.05085,-0.02351,-0.63145,0.60122,-0.48357,-0.28214
13.93176,14.12398,-2.76600,1.48639,1.01160,0.56946,0.23937,-0.52273,-0.11477,0.41411,-0.29388,0.85674
12.20112,13.59110,-2.56814,0.78891,0.71787,0.23702,0.18065,-0.84101,-0.96688,-0.09343,-0.29244,-0.19736
12.12683,14.49576,-0.68107,1.39047,0.37549,0.96912,0.06738,-0.39032,0.23510,0.94293,0.14846,0.05913
12.77154,14.14942,-3.25668,0.95293,0.87062,0.74780,0.11701,-0.83192,-0.67428,0.91948,0.05151,0.83635
12.99104,13.30039,-0.45204,0.79914,0.24761,0.41496,0.89843,0.06067,-0.71375,0.80319,0.95343,0.76679
13.93516,13.18423,0.58550,0.58045,0.04729,0.77237,1.94841,0.58579,-0.44927,-0.32322,0.38233,0.07395
13.00766,13.16757,-0.14085,0.52673,1.34803,0.76594,1.04643,0.47469,0.29934,-0.13736,-0.95876,0.01764
13.57114,14.02957,-0.03401,1.35454,0.25584,0.70676,1.59941,-0.56738,0.51887,0.34726,0.14138,-0.39235
13.25523,14.68000,-2.93782,0.70140,1.07696,0.12762,0.54474,0.61523,-0.53907,0.16543,0.32908,0.11856
13.22467,13.62810,-1.46513,1.35595,0.15950,0.11850,1.68223,-0.30988,-0.63203,0.48367,-0.07768,-0.76756
12.28956,13.09235,-1.92778,0.71934,0.09195,0.67673,0.43872,-0.37650,-0.17427,0.79519,-0.56055,-0.00825
12.44879,14.95529,-0.80840,0.78109,0.63203,0.78925,1.65944,-0.81144,-0.34408,0.15620,-0.16580,-0.42938
13.38516,14.65483,-1.02530,0.94675,0.79759,0.16880,1.58160,0.51486,0.37001,0.03695,-0.31602,0.59170
13.67517,13.89290,-0.33436,1.07670,1.37747,0.81852,0.11929,-0.70788,0.65989,0.58272,-0.38158,-0.04929
13.72932,13.56701,0.52035,0.66129,0.26565,0.06103,1.90394,-0.74236,-0.19283,-0.66368,0.18153,-0.37916
12.76305,13.36200,0.78458,0.70323,0.76391,0.08592,0.15771,0.17830,0.52937,0.78392,0.89460,0.49182
13.43174,14.30386,-2.02458,0.75816,1.05617,0.63665,0.96561,0.88504,-0.55590,0.38915,0.13009,-0.32000
13.77855,14.96311,-0.25400,0.64586,1.19634,0.31931,1.23396,-0.54840,0.29524,-0.96952,-0.37685,0.14276
12.43380,13.35233,-3.10136,1.02020,1.22213,0.86696,0.55443,0.33342,-0.13590,-0.93682,0.68411,0.48424
13.18826,13.00464,-0.91267,1.09585,1.20249,0.85247,0.19752,0.97448,0.49089,0.95261,-0.26981,0.09365
12.11922,13.79787,0.56658,1.09007,0.66460,0.26330,1.84025,-0.51421,-0.40063,-0.45864,0.97028,0.47369
